index,word,_score,_pvalue
5636,như_vậy,100.00897436409565,1.5170808161024463e-23
9413,đời,95.85134680038644,1.2384173955796768e-22
3053,dù,91.62357001656818,1.0483683452458948e-21
7562,triton,90.19018083211742,2.1633305692408054e-21
6405,rõ_ràng,83.30607927731418,7.028313204657108e-20
5085,mm,82.84889492747094,8.857175279781898e-20
8997,điện,79.50558311981096,4.808645475056476e-19
4856,lại,78.63685195066239,7.46438859529883e-19
2712,cũng,77.85075879829499,1.1112744543047126e-18
2397,chỉnh,77.81976232999843,1.1288507142781374e-18
2902,da,75.74277101251141,3.2313193263023848e-18
7778,trục,70.60310171847718,4.368297202555824e-17
7994,tương_tự,70.14101610048957,5.521292400216462e-17
9237,đắt,69.89807285547293,6.244943322098173e-17
6796,sở_hữu,69.89595959020485,6.251637396884705e-17
7752,trội,69.3868812228598,8.092514287096841e-17
9071,đèn,68.60811521003457,1.2010882584586694e-16
2475,city,68.39570762552975,1.3376842172388565e-16
6449,rộng_rãi,66.95014790788454,2.784605114601325e-16
1977,bọc,66.82406556537211,2.9685198632419613e-16
7817,tuy,66.78511937162293,3.027750453533792e-16
3616,gập,66.17953299046016,4.1166507787184116e-16
3610,gầm,65.1253978562024,7.028041030349945e-16
9045,đáng_kể,64.9618243902172,7.636322723330387e-16
3401,ghế,64.02220433977072,1.2302480834300737e-15
4062,hệ_thống,63.89871283839983,1.309832023238987e-15
6828,sử_dụng,63.52277975380828,1.5852302736906454e-15
9444,ưu_thế,63.109134152284874,1.955651032146026e-15
5373,navara,62.91166227019335,2.1618835879334535e-15
8202,tự_động,60.89461267747507,6.021339230190795e-15
3767,honda,59.68367590980986,1.1139670672976998e-14
3127,dẫn_động,59.157964484675816,1.455092153860262e-14
5004,mazda,58.737166585818144,1.8020510925519702e-14
4017,hấp_dẫn,58.49191994590636,2.0412755998630204e-14
9357,đồng_hương,56.935306410121925,4.5038688551038905e-14
4774,lép_vế,53.332599020891706,2.815945755779471e-13
1962,bề_thế,52.64687642744296,3.992453603170545e-13
6885,tay,52.471662667394455,4.3650147446322294e-13
8487,vượt,52.20051683746328,5.011294400084679e-13
4536,kết_hợp,52.196545215707474,5.021440097042941e-13
5874,nếu,51.33364795470642,7.792841991100345e-13
7091,thì,50.89633834679178,9.737507092382059e-13
4058,hề,48.900529271549,2.6927807313480084e-12
5056,mitsubishi,48.88595268627709,2.712867499751102e-12
7201,thế_hệ,48.09481487018416,4.060989735656195e-12
7633,trên,47.97193703662072,4.323634187329883e-12
5894,nổi_trội,47.54421066671431,5.3777340935673014e-12
2745,cạnh_tranh,45.78917746499582,1.316890856341126e-11
8947,đang,45.51821036392203,1.5122627698447534e-11
4059,hệ,45.18490682486788,1.7928147874987942e-11
5269,mặt,44.78036543257228,2.204219580531551e-11
4299,khách_hàng,44.716292244770784,2.2775427572846318e-11
1903,bấm,44.221308239845115,2.932715103086963e-11
2183,cho,44.12566111625867,3.079571933744298e-11
2328,chạy,44.07813304135248,3.1552616854942404e-11
3796,hoàn_toàn,43.95717343600971,3.3563997786539153e-11
6112,phần,43.1513011804351,5.0666190384944953e-11
2805,cầu,43.01398234674117,5.435003765431529e-11
4544,kết_nối,42.67703281373042,6.456594213673709e-11
744,40mm,42.315304948216344,7.768225970412186e-11
3988,hướng,42.06296090356594,8.83814566876576e-11
8154,tổng_thể,41.788333794942346,1.0170847294351703e-10
9151,đường,41.67861104509751,1.0757948893025256e-10
4033,hậu,41.6528680501297,1.0900536687788194e-10
6950,thay_đổi,41.400087036651826,1.2405186366992075e-10
2503,colorado,41.29896228647943,1.3063822650765754e-10
2593,cx,40.55780559970585,1.9088446859782533e-10
4007,hạng,40.39471657896769,2.075014702239801e-10
3305,ford,40.13201638300934,2.3736662122258785e-10
4643,led,39.97482670766857,2.572569451645369e-10
5505,người,39.727537571362426,2.9197946717899965e-10
8231,usb,39.44126789533138,3.3807614559882694e-10
1045,5mm,39.292783166200884,3.647871103637464e-10
7020,thua_thiệt_hơn,39.292783166200884,3.647871103637464e-10
5526,ngắn,39.22394539915398,3.7787735678968564e-10
3598,gương,39.13491546270626,3.955072470008566e-10
4397,kia,38.88281090232805,4.5002587256506744e-10
1466,accent,38.8484192417025,4.5802467547305945e-10
1593,attrage,38.54949844033103,5.338248609014326e-10
2877,cửa,38.50661048262556,5.456854138465213e-10
5627,như,38.27274910326848,6.151572951101046e-10
5902,nội_thất,37.67670690161357,8.349565403990954e-10
6320,ranger,37.56277800316098,8.851763127895384e-10
8976,điều_chỉnh,37.13420115283983,1.1027255986355648e-09
5835,nút,37.104368788468435,1.1197257142174899e-09
1634,ban_ngày,37.07287771350637,1.137955842456968e-09
1585,at,36.453560697602,1.5634725016979083e-09
7435,toyota_camry,36.42662806805478,1.5852263747837957e-09
8164,tới,36.30677422480713,1.6857689408140248e-09
2405,chịu_thua_kém,36.27026138418543,1.7176494999892227e-09
6693,sáng,35.938680312119594,2.036259226834355e-09
6576,so_kè,35.28062441324901,2.85457881625921e-09
8500,vẫn,35.126660908174024,3.08941973041464e-09
2387,chỉ,34.64291262394243,3.9607797898440344e-09
9283,để,34.39229707652719,4.505027194921807e-09
7125,thùng,34.20728688067348,4.954309228115039e-09
4335,không,34.10097675515313,5.232499432008245e-09
5953,oto,33.46895025841376,7.2410796079977875e-09
2506,com,33.39403182233786,7.525454882760071e-09
9483,ốp,33.36586426519511,7.635243322941566e-09
617,30mm,33.24773960216998,8.113400985118506e-09
531,25mm,33.24773960216998,8.113400985118506e-09
1780,bán_kính,32.92762642679132,9.56542606227361e-09
2165,chiếm,32.54430155202536,1.165062367427158e-08
2865,của,32.52911684683896,1.1742008501529822e-08
5236,mạnh,32.25347529883261,1.3531484480538741e-08
2747,cả,32.21672339204021,1.3789870527818512e-08
8381,vn,32.12415277683164,1.4462807123076377e-08
5230,mạ,31.779803199208448,1.7267906922505098e-08
1863,bản,31.684236717938308,1.813885098182132e-08
445,20mm,31.659537397667123,1.8371016730803405e-08
8438,vì,31.453742635838026,2.042485379005367e-08
9068,đã,30.953986572706484,2.6421880057870166e-08
2178,chiếu,30.702419069530063,3.007898186984857e-08
2861,cụm,30.546591006235484,3.259440931803008e-08
6826,sừng_sỏ,30.200259555911067,3.896573164976504e-08
5686,nhật_bản,30.176139547071518,3.945335836998772e-08
5743,nhỏ,29.96359897263573,4.4023352155433474e-08
6011,phiên_bản,29.866198820839372,4.629130541848943e-08
2774,cản,29.8586984304287,4.647073050867302e-08
7656,trông,29.65553844943718,5.1604974553723844e-08
2801,cần,29.634852815311696,5.215861954883775e-08
2473,ciaz,29.219476059249033,6.462632294202293e-08
5612,nhìn_chung,28.93217858369816,7.495727849615966e-08
4129,i10,28.92874497255683,7.509026684534521e-08
8109,tốc_độ,28.05088993702234,1.1816675821675151e-07
6080,phù_hợp,27.71168680513228,1.408094667104257e-07
3456,gió,27.640286012009632,1.4610393410517356e-07
8053,tản_nhiệt,27.559284999127133,1.5235224079168986e-07
2132,chevrolet,27.501345625548026,1.5698524405140933e-07
6293,ra,27.251432792793885,1.7864269967365712e-07
5439,ngoài_ra,27.17323843261778,1.8601577709346545e-07
1787,báo,27.069284363699456,1.962922060283658e-07
3613,gần,27.06023990591976,1.972127668096427e-07
3809,hoặc,27.058465758398384,1.9739384964993077e-07
3720,hiền_lành,26.985280015275567,2.05010776943368e-07
3770,honda_city,26.916931996983095,2.1239002611749178e-07
5611,nhìn,26.775410791285054,2.2852677671438415e-07
8953,đen,26.645979467640316,2.4435874417799095e-07
8981,điều_khiển,26.42432979420761,2.740665556493634e-07
5756,nhựa,26.161294395993302,3.140547924117941e-07
3934,hình,26.13128434201998,3.189738467138384e-07
6507,sedan,26.093550757129698,3.2526864952129417e-07
5106,morning,26.066339668603334,3.298852056260338e-07
4835,lưới,25.83666166217711,3.7156346171343365e-07
6227,quay_vòng,25.777711076575798,3.830869921685282e-07
248,15mm,25.68936616009024,4.010307407735067e-07
4391,khởi_động,25.62259640336285,4.151493470680486e-07
1612,aux,25.5493866491103,4.312031036926955e-07
4099,hộp_số,25.516221279601933,4.3867916931457084e-07
2787,cấp,25.26163185914704,5.005677511125964e-07
9251,đặc_trưng,25.094874091563913,5.45777444067099e-07
5578,nhu_cầu,25.01062086699495,5.701537983535361e-07
4228,khi,24.98717068805311,5.771306143250096e-07
6447,rộng_lớn,24.84988722012764,6.197267113959077e-07
3839,hyundai,24.7955486186876,6.37445076475906e-07
1708,bluetooth,24.52984917098796,7.316752927554546e-07
6002,phanh,24.4830091240574,7.496803571982985e-07
9338,đồ,24.440248069457,7.665051459544348e-07
3125,dẫn_đầu,24.429260113184142,7.708892834020849e-07
5610,nhì,24.414718843016786,7.767298542355589e-07
5266,mặc_dù,24.246769477634132,8.474911056907976e-07
1160,70,24.24660569795862,8.475631737044284e-07
116,10mm,24.2411631830453,8.499615433582097e-07
3502,giống,24.08056338158699,9.238813765392476e-07
6641,subaru,23.963133412197354,9.81981305382288e-07
3901,hàng,23.944204321637898,9.91683778622862e-07
426,2021,23.830287431429813,1.0521384047512683e-06
6424,rảnh,23.75081560183156,1.0964890073035587e-06
2380,chế_độ,23.6405262727728,1.1611614780992816e-06
9030,đàm_thoại,23.525783806162146,1.2325093750025594e-06
4197,k3,23.51696609025589,1.2381709012606186e-06
7244,thời_gian,23.29983056146078,1.3861221566587897e-06
2269,chênh_lệch,23.107678993653526,1.5317773185257675e-06
3059,dùng,22.95739185777547,1.65632082889358e-06
3403,ghế_ngồi,22.720103673054517,1.87397020633129e-06
6663,suzuki,22.478938820151644,2.1246034533647918e-06
2697,cùng,22.409684066792437,2.2026062124319266e-06
1833,bù,22.398506388403224,2.215462368173167e-06
3740,hiện_đại,22.29181989442306,2.3420215408331183e-06
7114,thông_minh,22.184785207717727,2.4762839853641197e-06
8884,âm_thanh,22.104996512042447,2.5813698458971237e-06
5153,màn_hình,22.039827074203092,2.6705127740969794e-06
9102,đô,21.96463136994458,2.777215237870702e-06
6085,phút,21.85838289773177,2.9353143254152594e-06
6440,rẽ,21.838388333252787,2.966060965796504e-06
9053,đánh_giá,21.787581849401867,3.0456503137510997e-06
3417,gia_đình,21.753910566216966,3.0995742064391122e-06
2543,crom,21.67320149201976,3.2327608092224726e-06
4008,hạng_mục,21.412625423390516,3.703245806948361e-06
2921,danhgiaxe,21.343109124418348,3.839985208344263e-06
2919,danh_sách,21.213464175167548,4.1086803330775466e-06
3668,hai,21.099566434908592,4.360267685717929e-06
2453,chức_năng,21.01200338284251,4.564149201899442e-06
3475,giải_trí,20.82424622309909,5.034160089813077e-06
5966,pajero_sport,20.63587675334663,5.554541464833332e-06
4474,kèm,20.545393342802925,5.823376251102144e-06
4512,kính,20.533661826256836,5.859175007517898e-06
8029,tạo,20.468357298877166,6.062527444735422e-06
2752,cải_tiến,20.292241877323534,6.646956008754593e-06
8696,xi,20.255118651917485,6.777189485075398e-06
6613,sport,20.250036203588927,6.7952176576164585e-06
4756,lái,20.232860256718105,6.856500204063349e-06
8962,đi,20.11548926131365,7.290386100480392e-06
5270,mặt_bằng,20.053990119917863,7.528628550455438e-06
8222,up,20.053990119917863,7.528628550455438e-06
9218,đầy,20.028623941048345,7.629157418407135e-06
5812,nên,19.927027065687867,8.04548802667594e-06
9061,đáp_ứng,19.8891650783856,8.206410855549363e-06
5550,nhan,19.8891650783856,8.206410855549363e-06
4662,linh_hoạt,19.87975500681797,8.246904876101902e-06
3237,ertiga,19.762019487006135,8.770836436382974e-06
5733,nhẹ,19.726508897188967,8.93532712068162e-06
2868,cứng,19.62221538809234,9.43655837994525e-06
6069,phím,19.548043074388104,9.810117651202366e-06
5965,pajero,19.499399716240053,1.0063130143865421e-05
1731,brio,19.42420962085125,1.0467175729111155e-05
8532,vẻ,19.183153613612273,1.1875682494028683e-05
5770,niêm_yết,19.12390021402911,1.2250121520854526e-05
3334,fortuner,19.00244540127355,1.3055103403993634e-05
395,20,18.97410910484668,1.3250430458041689e-05
3909,hành_khách,18.95289575558503,1.3398576505272976e-05
8455,vô,18.947299241834706,1.3437937012534236e-05
8309,vios,18.786387098771073,1.4620697637281332e-05
7488,toyota_vios,18.730632065429692,1.5054460197007289e-05
8176,tức_là,18.725020466949857,1.5098826917225673e-05
425,2020,18.627608398008743,1.5890261434758738e-05
2465,chữ,18.610322652801166,1.6034993551737688e-05
1857,bạn,18.608443044489462,1.605081095961518e-05
2481,civic,18.542788298439273,1.6613259327060255e-05
7861,tài_xế,18.53673693438745,1.666608598635239e-05
5045,mirage,18.428183012731065,1.764291837642911e-05
3329,forester,18.402971229180224,1.7877899199063413e-05
6932,thanh,18.361267214756722,1.827351393576621e-05
1777,bán_chạy,18.24098125453911,1.946453839079104e-05
2404,chịu_thua,18.135130692092716,2.0576988751567157e-05
931,50mm,18.135130692092716,2.0576988751567157e-05
4893,lắp_đặt,17.82060296320084,2.4274054000235756e-05
8205,tựa,17.746990957053242,2.5231626208926936e-05
3217,elantra_sport,17.70857459453012,2.5746341975401522e-05
7175,thậm_chí,17.58533481959549,2.7469859511571878e-05
8924,ăn_đứt,17.51680924068367,2.8477876747542397e-05
2975,doanh_số,17.44397087166572,2.9590128836225884e-05
2855,cụ_thể,17.345785630525015,3.1158846616208124e-05
3206,ecosport,17.342098556505718,3.1219356861168105e-05
8115,tối_đa,17.302524398303053,3.187631040421951e-05
4817,lăng,17.28924195895488,3.2099906451579174e-05
7741,trọng_lượng,17.28735333992784,3.2131827135940965e-05
4465,kona,17.244693526761083,3.286140688447993e-05
6494,sau,17.17073609236896,3.416592579663918e-05
4963,lựa_chọn,17.095225045753665,3.555157630018832e-05
2414,chống,17.04494816468801,3.650536289791013e-05
8639,xe,16.966461340445733,3.804599545794019e-05
3004,duy_nhất,16.8864545192109,3.968376610118587e-05
4095,hộc,16.66793832747771,4.452723059385574e-05
2440,chủ_yếu,16.562762237234445,4.706616497115124e-05
6159,pick,16.5260942759287,4.7985134018986286e-05
7634,trên_cơ,16.49977341312843,4.8655888512115324e-05
8733,xung_quanh,16.29064456507157,5.43315346375318e-05
7429,toyota_altis,16.276479228677857,5.473922715837868e-05
9275,đề_xuất,16.276479228677857,5.473922715837868e-05
4937,lột_xác,16.2404560975543,5.5789922926541795e-05
9294,địa_hình,16.19545933302163,5.713089240465171e-05
6201,pô,16.183817731309055,5.7483076373403266e-05
908,4x4,15.996496885768224,6.345979843810052e-05
5820,nói,15.996387487797577,6.346346555154576e-05
7595,trung_tâm,15.970436499499934,6.433941464767008e-05
2149,chi_li,15.965786243055156,6.449765927590385e-05
2558,cruze,15.836354667722752,6.906275364283366e-05
2061,camry,15.830244505818445,6.928612112106355e-05
6679,swift,15.73007430658249,7.30533891989722e-05
906,4x,15.689578159661592,7.463427722420948e-05
7252,thời_điểm,15.656144222782334,7.596537708779797e-05
4461,km,15.638434459510488,7.668010241787606e-05
4213,kg,15.6217111698708,7.736122539617713e-05
4089,hỗ_trợ,15.541252708798112,8.072428837467566e-05
2834,cốc,15.534653244172935,8.100658031293158e-05
3215,el,15.427645379297406,8.572497695280845e-05
907,4x2,15.281994260624073,9.259494087606711e-05
4296,khác_biệt,15.227063312393929,9.532746837643542e-05
3095,dải_tốc_độ,15.219079734580662,9.573130791248164e-05
2325,chạm,15.217955309753156,9.578832371388493e-05
7377,tiền,15.141213146232536,9.976151827391694e-05
9482,ống_xả,15.131427598921439,0.00010027993060138356
671,35mm,15.112608910077261,0.00010128452752012517
1170,70mm,15.112608910077261,0.00010128452752012517
91,100mm,15.112608910077261,0.00010128452752012517
738,405,15.112608910077261,0.00010128452752012517
7607,truyền_kiếp,15.112608910077261,0.00010128452752012517
1061,60mm,15.112608910077261,0.00010128452752012517
1113,65mm,15.112608910077261,0.00010128452752012517
5736,nhỉn,15.112608910077261,0.00010128452752012517
8751,xuống,15.110493047664493,0.00010139811001157723
7996,tương_đương,15.107033562196857,0.00010158409629406682
9330,đối_tượng,15.103583088062406,0.00010176994009533301
3251,everest,15.079750483712132,0.00010306295075488359
2346,chấu,15.065386145953092,0.00010385024393572442
2110,cerato,15.055325215641458,0.00010440527390422801
8320,viền,15.003197338705254,0.00010732917553783283
8881,âm_lượng,14.974334538260385,0.00010898342402703158
4516,kĩ,14.918671843323581,0.00011224651097266042
7938,tôi,14.887084756091443,0.0001141417799045661
1534,an_toàn,14.828048424313433,0.0001177708394926121
2940,di_chuyển,14.736383113684484,0.00012363723877076047
2560,crôm,14.647534091208474,0.00012960409627661216
8822,xử_lý,14.575523173504989,0.00013465227190088847
6221,quanh,14.559666199536998,0.00013579022606799432
2306,chúng_ta,14.547832811319706,0.00013664573768161085
3886,hàn_quốc,14.53303517801901,0.00013772319396655532
7794,tua,14.47761760106429,0.000141834863941303
3646,gồm,14.420627779006306,0.00014619215367359605
5156,màu,14.411945812859871,0.0001468676841359156
2773,cảm_ứng,14.344769459912571,0.00015220195061183196
7115,thông_qua,14.26527147416297,0.00015876732096380637
9376,đổi,14.140937320519347,0.00016961220108565242
7183,thật_sự,14.121927705026868,0.00017133482556222056
2611,cách,14.101937441302356,0.00017316532757848528
1568,apple,14.044599873119491,0.00017852573250498762
7064,thách_thức,14.034894479182029,0.00017944947669626903
3749,hiệu_năng,14.034894479182029,0.00017944947669626903
2999,dung_tích,13.980393169185522,0.00018472698365822138
5257,mẫu,13.971050239818192,0.0001856472574592433
3982,hơn_nữa,13.969122661932573,0.00018583769683312937
3725,hiển_thị,13.964677392224583,0.0001862776277336399
4904,lề,13.900692447798322,0.00019272745125027146
5775,nm_sức_kéo,13.87737624457196,0.00019513330506982853
5537,ngồi,13.875112216848237,0.00019536852153348265
1,000,13.817074218953344,0.00020149675920502663
9007,điện_tích_hợp,13.812262917062943,0.00020201339607454937
5453,ngoại_trừ,13.800227067084155,0.00020331165643320192
5760,nissan,13.783474821434703,0.0002051326604956998
2095,carplay,13.782198174196235,0.00020527210672153197
7949,tùy_chọn,13.753919936383078,0.00020838550163415845
748,41,13.701373638031548,0.00021429768683591262
6487,santafe,13.653394282891023,0.00021984354638090753
8453,vóc_dáng,13.618879167181603,0.00022392232867642282
2133,chevrolet_aveo,13.492640007637783,0.00023950099742583238
9298,địch_thủ,13.491885061838534,0.00023959737497240754
6482,sang_trọng,13.3742346217062,0.00025510471269086805
7044,thành,13.281267838720058,0.00026807114950981305
3075,dạng,13.223530198149287,0.0002764564296868612
2005,bộ,13.059772101679659,0.00030170614402279895
7214,thể_thao,12.996654893659326,0.00031204793852305303
423,2019,12.961524959437723,0.0003179580851664197
421,2017,12.916267370135422,0.0003257387754861156
5068,mitsubishi_pajero_sport,12.857027743897152,0.00033621418631796186
3710,hilux,12.745606135039955,0.00035684647834123735
5147,mà,12.744471445556508,0.00035706303249203263
8838,yêu,12.742583766900895,0.0003574235874386549
8462,vô_lăng,12.699492676000778,0.0003657547920489827
2758,cảm_biến,12.656746022940588,0.00037421295118291625
1824,bó,12.624223147393508,0.0003807800934010198
2538,cr,12.56464684310765,0.00039311302662024995
4647,leo,12.558862646889928,0.0003943316730539814
2057,camera,12.3291147176227,0.00044594784830740683
7092,thích,12.300218744712645,0.0004529052105726285
5885,nối_liền,12.27501356322646,0.0004590633218136896
4336,không_gian,12.224475156395824,0.00047166660173641886
3058,dù_vậy,12.220334121810398,0.0004727146450737573
5774,nm,12.14679845942678,0.000491722014995386
3605,gạt,12.099181980054567,0.0005044394858365505
7838,tuân_thủ,12.09008712806181,0.0005069060547088828
658,34mm,12.09008712806181,0.0005069060547088828
3278,fastback,12.09008712806181,0.0005069060547088828
328,1850,12.09008712806181,0.0005069060547088828
1513,allspace,12.09008712806181,0.0005069060547088828
2478,city_l,12.09008712806181,0.0005069060547088828
274,1695,12.09008712806181,0.0005069060547088828
9079,đèn_pha,12.065878198734278,0.0005135311324796548
4561,kỳ,11.877636357149104,0.0005681199441128517
6437,rằng,11.867967757674437,0.0005710769440545123
2014,bởi,11.836827752669999,0.0005807067023063464
6741,sương_mù,11.803448968516967,0.0005912109479074044
2045,ca,11.732423688488222,0.000614205510563185
3527,glx,11.694484839825197,0.0006268562295877854
8316,vitara,11.64618808520775,0.0006433423153634916
6585,soluto,11.29320689061132,0.0007779119581690873
2622,cánh,11.291482150684669,0.0007786349613079247
2294,chói,11.26888945471688,0.0007881686627130467
8449,vòng,11.232281541599525,0.0008038676327199925
9387,độc_nhất,11.227915583345625,0.0008057609048671853
768,426,11.227915583345625,0.0008057609048671853
3051,dòng,11.146334321343234,0.0008419788774679608
6426,rất,11.037094756290918,0.0008930670667925007
8843,yếu_thế,11.034957410572819,0.0008940973008246194
3636,gọn_gàng,11.023116061442135,0.0008998268219842807
2967,do,11.017464625290062,0.0009025743802099004
5793,này,11.004649621526614,0.0009088361128150147
5865,nặng_kí,10.98231568497229,0.0009198541946228954
5779,non_trẻ,10.98231568497229,0.0009198541946228954
4215,kha_khá,10.98231568497229,0.0009198541946228954
5040,milimet,10.98231568497229,0.0009198541946228954
2821,cắt_giảm,10.90812133537838,0.0009574357504711844
945,52,10.90812133537838,0.0009574357504711844
6409,răng,10.90812133537838,0.0009574357504711844
6941,thanh_thoát,10.900058196093468,0.0009616123887699055
6344,rio,10.887336481654597,0.0009682396275773057
2845,cổng,10.875985635171421,0.0009741917074101447
3022,dành,10.856545007374208,0.0009844719350786703
3573,gân,10.826945987022384,0.001000335013559304
4730,ly,10.821841870026853,0.0010030964926427456
5315,một_cách,10.809996162895693,0.001009535117755894
545,266,10.766772798793241,0.001033385356756672
646,337,10.766772798793241,0.001033385356756672
428,2022,10.766772798793241,0.001033385356756672
1069,612,10.766772798793241,0.001033385356756672
4796,lô,10.707218231841168,0.001067183609557047
1928,bậc,10.691922656430968,0.0010760431622764733
3607,gấp,10.64593653311833,0.001103130069962926
9434,đựng,10.58718590231698,0.0011387417662388451
9003,điện_thoại,10.572497203824206,0.0011478256503326188
7122,thông_tin,10.565712940304847,0.0011520459366354107
3326,ford_tourneo,10.534401493240724,0.001171728215308467
7495,toyota_yaris,10.532446353727305,0.0011729684364077998
8700,xin,10.532446353727305,0.0011729684364077998
7088,thêm,10.505190273771667,0.0011903970041767106
3653,gờm,10.497870977321655,0.001195121712423239
7126,thùng_xe,10.497870977321655,0.001195121712423239
4422,kia_sonet,10.497870977321655,0.001195121712423239
2448,chứa,10.453627091650663,0.0012240885826097332
8722,xpander,10.450737594341568,0.0012260048952298808
3299,fm,10.402168338561337,0.0012586742636932048
2273,chìa_khoá,10.37869963138639,0.001274774466871399
5551,nhanh,10.332824096442256,0.0013068509457806908
6667,suzuki_ertiga_sport,10.306233714525499,0.0013258158818881456
7682,trước_đây,10.286741030824428,0.0013398953235592634
3302,focus,10.2817799555167,0.0013435027766789257
9042,đáng,10.250843170153138,0.0013662214044426765
4328,khóa,10.235095317021035,0.0013779349224611037
2846,cỗ,10.040687167695888,0.0015312007336310204
4689,loa,10.03102275514757,0.0015392554572318054
9332,đối_xứng,10.016088054556828,0.001551787143920868
3515,giữa,10.011866154064077,0.0015553484340981674
9221,đầy_đủ,10.009612578639675,0.0015572527749391158
8416,vài,9.990410432906518,0.0015735752765877245
7337,tiêu_chuẩn,9.966439597197963,0.0015941947694621714
2416,chốt,9.915656565557217,0.0016387866520067122
7456,toyota_innova,9.861567299038665,0.0016876727091805226
2268,chênh,9.86003329928049,0.001689080485675755
2780,cảnh_báo,9.845422941378114,0.0017025484245152811
6596,sorento,9.831812430049313,0.0017151925795982255
2344,chất_liệu,9.823514322318308,0.0017229481616320103
9064,đâu,9.805731942044902,0.0017396878195059318
7472,toyota_rush,9.768603253845654,0.001775172624583999
3394,ghép_nối,9.724420292590626,0.0018183566439365704
7944,tùy,9.714329140351047,0.0018283680903613824
1738,bt,9.71004455919722,0.0018326357074866626
4964,lực,9.703205761504453,0.0018394683560325113
8012,tương_ứng,9.667538183668896,0.0018755246310257774
1523,am,9.621440178584379,0.0019231886087674552
4718,lux,9.579008365391593,0.0019681468031485273
1551,android_auto,9.550705451264601,0.0019987258675504328
9426,đứng,9.549660732652125,0.001999863776848505
1827,bóng,9.539728370863077,0.0020107149837870664
1941,bắt_mắt,9.517530665385276,0.002035182511596117
3213,edition,9.473599390240011,0.0020844997309894388
4407,kia_morning,9.44437415200787,0.002117977595526914
7997,tương_đối,9.424672866979426,0.0021408528572708484
3791,hoàn_hảo,9.40112085021281,0.0021685283309649983
9205,đầu,9.397684533923371,0.002172596497978157
5094,momen,9.395773509164341,0.002174862259867882
523,255,9.362510233474929,0.0022146862702216927
4930,lỗi_thời,9.362510233474929,0.0022146862702216927
4811,lý_thuyết,9.362510233474929,0.0022146862702216927
8836,yên_tĩnh,9.362510233474929,0.0022146862702216927
4077,hốc,9.268778850061066,0.002330930600450514
3413,gia_tăng,9.268368467193724,0.00233145293365903
6017,phong_cách,9.226453494980166,0.0023854324928721865
729,40,9.190763095469963,0.002432394625306705
8410,vuốt,9.180633607378361,0.0024458933581682353
7217,thể_tích,9.180430673713428,0.002446164566490604
2426,chở,9.159762841142076,0.0024739462944371885
7469,toyota_raize,9.120490627269556,0.002527621633123248
6065,phép,9.107659540721574,0.002545413514566689
