index,word,_score,_pvalue
744,40mm,42.315304948216344,7.768225970412186e-11
3879,hướng,42.06296090356594,8.83814566876576e-11
7896,tổng_thể,41.788333794942346,1.0170847294351703e-10
8831,đường,41.67861104509751,1.0757948893025256e-10
3921,hậu,41.6528680501297,1.0900536687788194e-10
6744,thay_đổi,41.400087036651826,1.2405186366992075e-10
2552,cx,40.55780559970585,1.9088446859782533e-10
3896,hạng,40.39471657896769,2.075014702239801e-10
4510,led,39.97482670766857,2.572569451645369e-10
5359,người,39.727537571362426,2.9197946717899965e-10
2463,colorado,39.62504342299587,3.077119259570029e-10
7970,usb,39.44126789533138,3.3807614559882694e-10
1045,5mm,39.292783166200884,3.647871103637464e-10
6814,thua_thiệt_hơn,39.292783166200884,3.647871103637464e-10
5380,ngắn,39.22394539915398,3.7787735678968564e-10
3529,gương,39.13491546270626,3.955072470008566e-10
1460,accent,38.8484192417025,4.5802467547305945e-10
2836,cửa,38.50661048262556,5.456854138465213e-10
4281,kia,38.46465891696831,5.575422252799752e-10
5480,như,38.27274910326848,6.151572951101046e-10
6139,ranger,38.15589645395535,6.531207666045847e-10
7851,tốc_độ,37.974357137698874,7.16805756408931e-10
1580,attrage,37.694812124159455,8.272427442007649e-10
5724,nội_thất,37.67670690161357,8.349565403990954e-10
8657,điều_chỉnh,37.13420115283983,1.1027255986355648e-09
5657,nút,37.104368788468435,1.1197257142174899e-09
1614,ban_ngày,37.07287771350637,1.137955842456968e-09
1572,at,36.453560697602,1.5634725016979083e-09
7220,toyota_camry,36.42662806805478,1.5852263747837957e-09
7905,tới,36.30677422480713,1.6857689408140248e-09
2365,chịu_thua_kém,36.27026138418543,1.7176494999892227e-09
6499,sáng,35.6338583434176,2.38112746560798e-09
6388,so_kè,35.28062441324901,2.85457881625921e-09
8200,vẫn,35.126660908174024,3.08941973041464e-09
3253,ford,34.66516735802462,3.915757379423612e-09
2347,chỉ,34.64291262394243,3.9607797898440344e-09
8963,để,34.39229707652719,4.505027194921807e-09
6917,thùng,34.20728688067348,4.954309228115039e-09
4221,không,34.10097675515313,5.232499432008245e-09
5775,oto,33.46895025841376,7.2410796079977875e-09
2464,com,33.39403182233786,7.525454882760071e-09
9158,ốp,33.36586426519511,7.635243322941566e-09
531,25mm,33.24773960216998,8.113400985118506e-09
617,30mm,33.24773960216998,8.113400985118506e-09
5788,pajero_sport,33.21036545422214,8.270847128739637e-09
1756,bán_kính,32.92762642679132,9.56542606227361e-09
5538,nhật_bản,32.5540353283577,1.1592418738593673e-08
2126,chiếm,32.54430155202536,1.165062367427158e-08
2824,của,32.52911684683896,1.1742008501529822e-08
5094,mạnh,32.25347529883261,1.3531484480538741e-08
2706,cả,32.21672339204021,1.3789870527818512e-08
8083,vn,32.12415277683164,1.4462807123076377e-08
5088,mạ,31.779803199208448,1.7267906922505098e-08
1839,bản,31.684236717938308,1.813885098182132e-08
445,20mm,31.659537397667123,1.8371016730803405e-08
8138,vì,31.453742635838026,2.042485379005367e-08
8748,đã,30.953986572706484,2.6421880057870166e-08
2139,chiếu,30.702419069530063,3.007898186984857e-08
2820,cụm,30.546591006235484,3.259440931803008e-08
6630,sừng_sỏ,30.200259555911067,3.896573164976504e-08
5568,nhỏ,29.96359897263573,4.4023352155433474e-08
2733,cản,29.8586984304287,4.647073050867302e-08
7411,trông,29.65553844943718,5.1604974553723844e-08
2760,cần,29.634852815311696,5.215861954883775e-08
5465,nhìn_chung,28.93217858369816,7.495727849615966e-08
4017,i10,28.92874497255683,7.509026684534521e-08
5831,phiên_bản,28.875201902651206,7.719491599548716e-08
2433,ciaz,28.40013177610097,9.865859340845648e-08
3035,dải,28.317444077680037,1.0296393693021669e-07
4966,morning,27.749619589852667,1.3807535084510356e-07
3387,gió,27.640286012009632,1.4610393410517356e-07
7799,tản_nhiệt,27.559284999127133,1.5235224079168986e-07
6114,ra,27.251432792793885,1.7864269967365712e-07
5294,ngoài_ra,27.17323843261778,1.8601577709346545e-07
1763,báo,27.069284363699456,1.962922060283658e-07
5900,phù_hợp,27.068028210092635,1.9641980155403912e-07
3544,gần,27.06023990591976,1.972127668096427e-07
3731,hoặc,27.058465758398384,1.9739384964993077e-07
3647,hiền_lành,26.985280015275567,2.05010776943368e-07
6472,suzuki,26.933880652288487,2.1053569243623152e-07
3697,honda_city,26.916931996983095,2.1239002611749178e-07
5464,nhìn,26.775410791285054,2.2852677671438415e-07
6325,sedan,26.74387624726039,2.322866962801813e-07
8634,đen,26.645979467640316,2.4435874417799095e-07
8662,điều_khiển,26.42432979420761,2.740665556493634e-07
5581,nhựa,26.161294395993302,3.140547924117941e-07
3830,hình,26.13128434201998,3.189738467138384e-07
2094,chevrolet,26.12674514454687,3.19724577569354e-07
8931,đặc_trưng,25.883716268118743,3.626152034244942e-07
4703,lưới,25.83666166217711,3.7156346171343365e-07
6046,quay_vòng,25.777711076575798,3.830869921685282e-07
248,15mm,25.68936616009024,4.010307407735067e-07
1595,aux,25.5493866491103,4.312031036926955e-07
3987,hộp_số,25.516221279601933,4.3867916931457084e-07
2746,cấp,25.26163185914704,5.005677511125964e-07
5432,nhu_cầu,25.01062086699495,5.701537983535361e-07
4115,khi,24.98717068805311,5.771306143250096e-07
6269,rộng_lớn,24.84988722012764,6.197267113959077e-07
1689,bluetooth,24.75980809151161,6.493751328497595e-07
4275,khởi_động,24.49407812219443,7.453858056404376e-07
5822,phanh,24.4830091240574,7.496803571982985e-07
9017,đồ,24.440248069457,7.665051459544348e-07
3072,dẫn_đầu,24.429260113184142,7.708892834020849e-07
5463,nhì,24.414718843016786,7.767298542355589e-07
1160,70,24.24660569795862,8.475631737044284e-07
116,10mm,24.2411631830453,8.499615433582097e-07
3433,giống,24.08056338158699,9.238813765392476e-07
3797,hàng,23.944204321637898,9.91683778622862e-07
426,2021,23.830287431429813,1.0521384047512683e-06
6246,rảnh,23.75081560183156,1.0964890073035587e-06
2340,chế_độ,23.6405262727728,1.1611614780992816e-06
8711,đàm_thoại,23.525783806162146,1.2325093750025594e-06
3333,ghế_ngồi,23.521206090210576,1.2354453074688243e-06
4084,k3,23.51696609025589,1.2381709012606186e-06
7036,thời_gian,23.29983056146078,1.3861221566587897e-06
2230,chênh_lệch,23.107678993653526,1.5317773185257675e-06
6450,subaru,23.09122739492743,1.5449397502904154e-06
3015,dùng,22.95739185777547,1.65632082889358e-06
3163,elantra_sport,22.857984973757908,1.7442318689734951e-06
5124,mặc_dù,22.793566683838716,1.8036847309072693e-06
3761,hyundai,22.597716496032046,1.997218468334146e-06
8734,đánh_giá,22.44830403430304,2.1587601814969194e-06
2656,cùng,22.409684066792437,2.2026062124319266e-06
1809,bù,22.398506388403224,2.215462368173167e-06
6906,thông_minh,22.184785207717727,2.4762839853641197e-06
5011,màn_hình,22.182077546345063,2.4797787599667993e-06
8565,âm_thanh,22.104996512042447,2.5813698458971237e-06
8782,đô,21.96463136994458,2.777215237870702e-06
5905,phút,21.85838289773177,2.9353143254152594e-06
6262,rẽ,21.838388333252787,2.966060965796504e-06
3348,gia_đình,21.753910566216966,3.0995742064391122e-06
3667,hiện_đại,21.674368923833455,3.2307939577952124e-06
2503,crom,21.67320149201976,3.2327608092224726e-06
3897,hạng_mục,21.412625423390516,3.703245806948361e-06
2711,cải_tiến,21.391343644748158,3.7445801772543683e-06
2875,danhgiaxe,21.343109124418348,3.839985208344263e-06
2873,danh_sách,21.213464175167548,4.1086803330775466e-06
3597,hai,21.099566434908592,4.360267685717929e-06
2413,chức_năng,21.01200338284251,4.564149201899442e-06
3406,giải_trí,20.82424622309909,5.034160089813077e-06
4349,kèm,20.545393342802925,5.823376251102144e-06
4387,kính,20.533661826256836,5.859175007517898e-06
7775,tạo,20.468357298877166,6.062527444735422e-06
4624,lái,20.343707688654135,6.47055146628126e-06
3270,fortuner,20.295708507120562,6.634923579744739e-06
8382,xi,20.255118651917485,6.777189485075398e-06
8040,vios,20.159824594658268,7.1233429104666e-06
8643,đi,20.11548926131365,7.290386100480392e-06
7962,up,20.053990119917863,7.528628550455438e-06
5127,mặt_bằng,20.053990119917863,7.528628550455438e-06
8898,đầy,20.028623941048345,7.629157418407135e-06
5634,nên,19.927027065687867,8.04548802667594e-06
8741,đáp_ứng,19.8891650783856,8.206410855549363e-06
5404,nhan,19.8891650783856,8.206410855549363e-06
4530,linh_hoạt,19.87975500681797,8.246904876101902e-06
3266,forester,19.76963438533025,8.735960796302932e-06
3183,ertiga,19.762019487006135,8.770836436382974e-06
5558,nhẹ,19.726508897188967,8.93532712068162e-06
6421,sport,19.717441128889305,8.977824605805553e-06
2827,cứng,19.62221538809234,9.43655837994525e-06
5889,phím,19.548043074388104,9.810117651202366e-06
5594,niêm_yết,19.12390021402911,1.2250121520854526e-05
7250,toyota_vios,19.076009598911615,1.256140304711389e-05
8229,vẻ,19.054898242211358,1.2701134496145833e-05
395,20,18.97410910484668,1.3250430458041689e-05
3805,hành_khách,18.95289575558503,1.3398576505272976e-05
8155,vô,18.947299241834706,1.3437937012534236e-05
1709,brio,18.86819120075167,1.4006891674977291e-05
5585,nissan,18.79195501007442,1.4578075809864774e-05
7917,tức_là,18.725020466949857,1.5098826917225673e-05
5787,pajero,18.650886911656656,1.5697423417588625e-05
425,2020,18.627608398008743,1.5890261434758738e-05
2425,chữ,18.610322652801166,1.6034993551737688e-05
1833,bạn,18.608443044489462,1.605081095961518e-05
2441,civic,18.542788298439273,1.6613259327060255e-05
7609,tài_xế,18.53673693438745,1.666608598635239e-05
4911,mirage,18.428183012731065,1.764291837642911e-05
6727,thanh,18.361267214756722,1.827351393576621e-05
2364,chịu_thua,18.135130692092716,2.0576988751567157e-05
931,50mm,18.135130692092716,2.0576988751567157e-05
7857,tối_đa,17.760145008462146,2.5057770342050963e-05
7945,tựa,17.746990957053242,2.5231626208926936e-05
1753,bán_chạy,17.58533481959549,2.7469859511571878e-05
6967,thậm_chí,17.58533481959549,2.7469859511571878e-05
8605,ăn_đứt,17.51680924068367,2.8477876747542397e-05
2927,doanh_số,17.44397087166572,2.9590128836225884e-05
4831,lựa_chọn,17.399165553786684,3.0295894863740034e-05
8337,xe,17.362416984752272,3.088736351282791e-05
2814,cụ_thể,17.345785630525015,3.1158846616208124e-05
3152,ecosport,17.342098556505718,3.1219356861168105e-05
4685,lăng,17.28924195895488,3.2099906451579174e-05
7493,trọng_lượng,17.28735333992784,3.2131827135940965e-05
4340,kona,17.244693526761083,3.286140688447993e-05
2374,chống,17.04494816468801,3.650536289791013e-05
2959,duy_nhất,16.8864545192109,3.968376610118587e-05
6312,sau,16.84593116039573,4.054014925927647e-05
3983,hộc,16.66793832747771,4.452723059385574e-05
2400,chủ_yếu,16.562762237234445,4.706616497115124e-05
5979,pick,16.5260942759287,4.7985134018986286e-05
7389,trên_cơ,16.49977341312843,4.8655888512115324e-05
8419,xung_quanh,16.29064456507157,5.43315346375318e-05
7215,toyota_altis,16.276479228677857,5.473922715837868e-05
8955,đề_xuất,16.276479228677857,5.473922715837868e-05
4761,lắp_đặt,16.257356870103152,5.529447181426698e-05
4805,lột_xác,16.2404560975543,5.5789922926541795e-05
8974,địa_hình,16.19545933302163,5.713089240465171e-05
6020,pô,16.183817731309055,5.7483076373403266e-05
908,4x4,15.996496885768224,6.345979843810052e-05
5642,nói,15.996387487797577,6.346346555154576e-05
7351,trung_tâm,15.970436499499934,6.433941464767008e-05
2110,chi_li,15.965786243055156,6.449765927590385e-05
2518,cruze,15.836354667722752,6.906275364283366e-05
6485,swift,15.73007430658249,7.30533891989722e-05
906,4x,15.689578159661592,7.463427722420948e-05
4337,km,15.638434459510488,7.668010241787606e-05
4100,kg,15.6217111698708,7.736122539617713e-05
3977,hỗ_trợ,15.541252708798112,8.072428837467566e-05
2793,cốc,15.534653244172935,8.100658031293158e-05
2024,camry,15.47083021517067,8.378838517921414e-05
3161,el,15.427645379297406,8.572497695280845e-05
907,4x2,15.281994260624073,9.259494087606711e-05
4182,khác_biệt,15.227063312393929,9.532746837643542e-05
2285,chạm,15.217955309753156,9.578832371388493e-05
7044,thời_điểm,15.171717338619226,9.816273040918902e-05
7168,tiền,15.141213146232536,9.976151827391694e-05
9157,ống_xả,15.131427598921439,0.00010027993060138356
5561,nhỉn,15.112608910077261,0.00010128452752012517
1061,60mm,15.112608910077261,0.00010128452752012517
1113,65mm,15.112608910077261,0.00010128452752012517
7363,truyền_kiếp,15.112608910077261,0.00010128452752012517
671,35mm,15.112608910077261,0.00010128452752012517
738,405,15.112608910077261,0.00010128452752012517
1170,70mm,15.112608910077261,0.00010128452752012517
91,100mm,15.112608910077261,0.00010128452752012517
8437,xuống,15.110493047664493,0.00010139811001157723
7741,tương_đương,15.107033562196857,0.00010158409629406682
9009,đối_tượng,15.103583088062406,0.00010176994009533301
6907,thông_qua,15.090836070425594,0.00010245947101668308
3197,everest,15.079750483712132,0.00010306295075488359
2306,chấu,15.065386145953092,0.00010385024393572442
2072,cerato,15.055325215641458,0.00010440527390422801
8049,viền,15.003197338705254,0.00010732917553783283
8562,âm_lượng,14.974334538260385,0.00010898342402703158
1556,apple,14.955254863841603,0.0001100910258247922
4391,kĩ,14.918671843323581,0.00011224651097266042
7686,tôi,14.887084756091443,0.0001141417799045661
2894,di_chuyển,14.736383113684484,0.00012363723877076047
2520,crôm,14.647534091208474,0.00012960409627661216
8504,xử_lý,14.575523173504989,0.00013465227190088847
6040,quanh,14.559666199536998,0.00013579022606799432
2266,chúng_ta,14.547832811319706,0.00013664573768161085
1525,an_toàn,14.523623833082706,0.00013841290585213042
7545,tua,14.47761760106429,0.000141834863941303
3577,gồm,14.420627779006306,0.00014619215367359605
5014,màu,14.411945812859871,0.0001468676841359156
5231,navara_pro,14.352780723280663,0.00015155569091312093
2732,cảm_ứng,14.344769459912571,0.00015220195061183196
9053,đổi,14.140937320519347,0.00016961220108565242
6975,thật_sự,14.121927705026868,0.00017133482556222056
6855,thách_thức,14.034894479182029,0.00017944947669626903
3676,hiệu_năng,14.034894479182029,0.00017944947669626903
5115,mẫu,13.971050239818192,0.0001856472574592433
3873,hơn_nữa,13.969122661932573,0.00018583769683312937
3652,hiển_thị,13.964677392224583,0.0001862776277336399
4772,lề,13.900692447798322,0.00019272745125027146
3788,hàn_quốc,13.895741234061378,0.00019323582472947288
1,000,13.817074218953344,0.00020149675920502663
8688,điện_tích_hợp,13.812262917062943,0.00020201339607454937
5308,ngoại_trừ,13.800227067084155,0.00020331165643320192
2057,carplay,13.782198174196235,0.00020527210672153197
2570,cách,13.762130969265167,0.00020747660836132307
748,41,13.701373638031548,0.00021429768683591262
6305,santafe,13.653394282891023,0.00021984354638090753
2953,dung_tích,13.648060602813011,0.0002204689227678465
8153,vóc_dáng,13.618879167181603,0.00022392232867642282
2095,chevrolet_aveo,13.492640007637783,0.00023950099742583238
8978,địch_thủ,13.491885061838534,0.00023959737497240754
6835,thành,13.281267838720058,0.00026807114950981305
3031,dạng,13.223530198149287,0.0002764564296868612
7697,tùy_chọn,13.170126384721236,0.00028444755202617207
7006,thể_thao,13.11486065774131,0.0002929625984449575
6300,sang_trọng,13.093737245852333,0.0002962846566482405
1978,bộ,13.059772101679659,0.00030170614402279895
5391,ngồi,12.973079059164744,0.0003160019078496191
423,2019,12.961524959437723,0.0003179580851664197
421,2017,12.916267370135422,0.0003257387754861156
3637,hilux,12.745606135039955,0.00035684647834123735
5006,mà,12.744471445556508,0.00035706303249203263
8519,yêu,12.742583766900895,0.0003574235874386549
8162,vô_lăng,12.699492676000778,0.0003657547920489827
2717,cảm_biến,12.656746022940588,0.00037421295118291625
1800,bó,12.624223147393508,0.0003807800934010198
2498,cr,12.56464684310765,0.00039311302662024995
4514,leo,12.558862646889928,0.0003943316730539814
6623,sức_kéo,12.356463446431732,0.0004394623707544336
2020,camera,12.3291147176227,0.00044594784830740683
6884,thích,12.300218744712645,0.0004529052105726285
5707,nối_liền,12.27501356322646,0.0004590633218136896
6396,soluto,12.267977789818168,0.00046079733340845464
4222,không_gian,12.224475156395824,0.00047166660173641886
3014,dù_vậy,12.220334121810398,0.0004727146450737573
7436,trước_đây,12.137555698996525,0.000494165016234108
3536,gạt,12.099181980054567,0.0005044394858365505
3223,fastback,12.09008712806181,0.0005069060547088828
7586,tuân_thủ,12.09008712806181,0.0005069060547088828
274,1695,12.09008712806181,0.0005069060547088828
328,1850,12.09008712806181,0.0005069060547088828
658,34mm,12.09008712806181,0.0005069060547088828
1504,allspace,12.09008712806181,0.0005069060547088828
2438,city_l,12.09008712806181,0.0005069060547088828
8759,đèn_pha,12.065878198734278,0.0005135311324796548
4436,kỳ,11.877636357149104,0.0005681199441128517
6259,rằng,11.867967757674437,0.0005710769440545123
1987,bởi,11.836827752669999,0.0005807067023063464
6547,sương_mù,11.803448968516967,0.0005912109479074044
2008,ca,11.732423688488222,0.000614205510563185
3458,glx,11.694484839825197,0.0006268562295877854
8045,vitara,11.64618808520775,0.0006433423153634916
2581,cánh,11.291482150684669,0.0007786349613079247
2254,chói,11.26888945471688,0.0007881686627130467
8149,vòng,11.232281541599525,0.0008038676327199925
768,426,11.227915583345625,0.0008057609048671853
9064,độc_nhất,11.227915583345625,0.0008057609048671853
5173,một_cách,11.215638662008793,0.0008111089073276662
3007,dòng,11.146334321343234,0.0008419788774679608
6248,rất,11.037094756290918,0.0008930670667925007
8524,yếu_thế,11.034957410572819,0.0008940973008246194
2919,do,11.017464625290062,0.0009025743802099004
5616,này,11.004649621526614,0.0009088361128150147
4102,kha_khá,10.98231568497229,0.0009198541946228954
4906,milimet,10.98231568497229,0.0009198541946228954
5687,nặng_kí,10.98231568497229,0.0009198541946228954
5602,non_trẻ,10.98231568497229,0.0009198541946228954
6231,răng,10.90812133537838,0.0009574357504711844
2780,cắt_giảm,10.90812133537838,0.0009574357504711844
945,52,10.90812133537838,0.0009574357504711844
6736,thanh_thoát,10.900058196093468,0.0009616123887699055
6164,rio,10.887336481654597,0.0009682396275773057
2804,cổng,10.875985635171421,0.0009741917074101447
2978,dành,10.856545007374208,0.0009844719350786703
3504,gân,10.826945987022384,0.001000335013559304
4598,ly,10.821841870026853,0.0010030964926427456
545,266,10.766772798793241,0.001033385356756672
1069,612,10.766772798793241,0.001033385356756672
428,2022,10.766772798793241,0.001033385356756672
646,337,10.766772798793241,0.001033385356756672
4664,lô,10.707218231841168,0.001067183609557047
1902,bậc,10.691922656430968,0.0010760431622764733
3538,gấp,10.64593653311833,0.001103130069962926
9110,đựng,10.58718590231698,0.0011387417662388451
8684,điện_thoại,10.572497203824206,0.0011478256503326188
6914,thông_tin,10.565712940304847,0.0011520459366354107
3264,ford_tourneo,10.534401493240724,0.001171728215308467
7255,toyota_yaris,10.532446353727305,0.0011729684364077998
8386,xin,10.532446353727305,0.0011729684364077998
6880,thêm,10.505190273771667,0.0011903970041767106
4299,kia_sonet,10.497870977321655,0.001195121712423239
3584,gờm,10.497870977321655,0.001195121712423239
6918,thùng_xe,10.497870977321655,0.001195121712423239
7358,truyền,10.458992352012325,0.0012205383811318684
2408,chứa,10.453627091650663,0.0012240885826097332
8408,xpander,10.450737594341568,0.0012260048952298808
3246,fm,10.402168338561337,0.0012586742636932048
2234,chìa_khoá,10.37869963138639,0.001274774466871399
5405,nhanh,10.332824096442256,0.0013068509457806908
6406,sorento,10.31814556405621,0.0013172858417392368
3249,focus,10.2817799555167,0.0013435027766789257
9011,đối_xứng,10.272840991833295,0.001350027593575095
4214,khóa,10.235095317021035,0.0013779349224611037
8723,đáng,10.059572707662822,0.0015155837329482325
2805,cỗ,10.040687167695888,0.0015312007336310204
4557,loa,10.03102275514757,0.0015392554572318054
3567,gọn_gàng,10.018632953388012,0.0015496444419092123
3446,giữa,10.011866154064077,0.0015553484340981674
8901,đầy_đủ,10.009612578639675,0.0015572527749391158
3186,ertiga_sport,9.990410432906518,0.0015735752765877245
8117,vài,9.990410432906518,0.0015735752765877245
2376,chốt,9.915656565557217,0.0016387866520067122
7234,toyota_innova,9.861567299038665,0.0016876727091805226
2229,chênh,9.86003329928049,0.001689080485675755
2739,cảnh_báo,9.845422941378114,0.0017025484245152811
2304,chất_liệu,9.823514322318308,0.0017229481616320103
7692,tùy,9.812792919784684,0.0017330212449974704
1539,android_auto,9.783653944133079,0.0017607007448086406
7242,toyota_rush,9.768603253845654,0.001775172624583999
3324,ghép_nối,9.724420292590626,0.0018183566439365704
1715,bt,9.71004455919722,0.0018326357074866626
4832,lực,9.703205761504453,0.0018394683560325113
1514,am,9.621440178584379,0.0019231886087674552
4586,lux,9.579008365391593,0.0019681468031485273
9102,đứng,9.549660732652125,0.001999863776848505
1803,bóng,9.539728370863077,0.0020107149837870664
1915,bắt_mắt,9.517530665385276,0.002035182511596117
3159,edition,9.473599390240011,0.0020844997309894388
7742,tương_đối,9.424672866979426,0.0021408528572708484
3713,hoàn_hảo,9.40112085021281,0.0021685283309649983
8885,đầu,9.397684533923371,0.002172596497978157
8111,vuốt,9.39753113827135,0.0021727782795454946
4954,momen,9.395773509164341,0.002174862259867882
4679,lý_thuyết,9.362510233474929,0.0022146862702216927
523,255,9.362510233474929,0.0022146862702216927
4798,lỗi_thời,9.362510233474929,0.0022146862702216927
8517,yên_tĩnh,9.362510233474929,0.0022146862702216927
3965,hốc,9.268778850061066,0.002330930600450514
3344,gia_tăng,9.268368467193724,0.00233145293365903
7758,tương_ứng,9.256379976222387,0.0023467643452484547
5837,phong_cách,9.226453494980166,0.0023854324928721865
729,40,9.190763095469963,0.002432394625306705
7009,thể_tích,9.180430673713428,0.002446164566490604
2386,chở,9.159762841142076,0.0024739462944371885
8744,đâu,9.120490627269556,0.002527621633123248
5885,phép,9.107659540721574,0.002545413514566689
8409,xpander_cross,9.079252778121068,0.002585256602425765
1386,936,9.067565346046358,0.002601832572463331
790,44,9.067565346046358,0.002601832572463331
1895,bầu,9.067565346046358,0.002601832572463331
5695,nếp,9.067565346046358,0.002601832572463331
