,index,word,_score,_pvalue
100,2320,toyota_avanza,32.78662116040956,3.5723277215112383e-07
101,2897,động_cơ_diesel,32.585557624663764,3.938682823946829e-07
102,2603,vòng,31.69668314185255,6.063240998508412e-07
103,240,300,31.641078902228628,6.229022963547048e-07
104,1390,khác,31.076614468898747,8.190516195199265e-07
105,120,176,29.609050688914163,1.6676943586693038e-06
106,1080,el,29.609050688914163,1.6676943586693038e-06
107,1731,ngang_ngửa,29.609050688914163,1.6676943586693038e-06
108,2774,đuối,29.609050688914163,1.6676943586693038e-06
109,1877,nền_tảng,29.609050688914163,1.6676943586693038e-06
110,1403,khó_lòng,29.609050688914163,1.6676943586693038e-06
111,522,91,29.609050688914163,1.6676943586693038e-06
112,563,active,29.609050688914163,1.6676943586693038e-06
113,2717,z8,29.609050688914163,1.6676943586693038e-06
114,2825,đạp,29.609050688914163,1.6676943586693038e-06
115,2813,đưa,29.609050688914163,1.6676943586693038e-06
116,2476,tăng_tốc,29.591049447449237,1.6822922762401896e-06
117,1048,dầu,29.504692873958355,1.7541149025206709e-06
118,602,baic,28.748121826883235,2.52962981389152e-06
119,1461,kém,27.73171013804995,4.13479429844948e-06
120,1548,lít,27.273807040150203,5.1583266755725906e-06
121,2613,vượt_trội,26.86867804603343,6.272616781747163e-06
122,937,cơ_sở,26.356996587030718,8.029101314477762e-06
123,2583,vtec,25.190816633935214,1.4085071477601217e-05
124,1368,kappa,25.08938547486034,1.4790095878822597e-05
125,154,197,25.08938547486034,1.4790095878822597e-05
126,1586,lắp_đặt,24.817070464472817,1.6861803233434925e-05
127,2554,v6,24.49725156048187,1.966707921296626e-05
128,1052,dẫn_động,24.49725156048187,1.966707921296626e-05
129,2758,điều_kiện,24.465788026300544,1.996702749903423e-05
130,1559,lăng,23.752901023890786,2.8129996261093656e-05
131,2731,êm_ái,23.6456151971879,2.961811938470435e-05
132,1511,linh_hoạt,23.28066200163975,3.529270852063763e-05
133,1658,máy,22.77504528381032,4.498612141243662e-05
134,2607,vô,22.505701265767616,5.1189997553034785e-05
135,1026,dành,22.378790016588173,5.4401718783754925e-05
136,2880,đồng,22.18020477815699,5.983472687060344e-05
137,790,chút,22.1663874237253,6.023226684456236e-05
138,724,cao,21.75658957983666,7.329766702976888e-05
139,2363,triệu,21.7481228668942,7.359545984161515e-05
140,2030,rộng,21.60409556313993,7.884986106757338e-05
141,716,c300,21.193743289816155,9.595927787305498e-05
142,2576,vl,21.193743289816155,9.595927787305498e-05
143,0,000,21.193743289816155,9.595927787305498e-05
144,86,155,21.193743289816155,9.595927787305498e-05
145,220,27,21.167653836077196,9.7164362978625e-05
146,134,184,21.167653836077196,9.7164362978625e-05
147,640,bán_kính,20.86024952173941,0.00011255079885106471
148,2654,x7,20.826163047139655,0.00011439978823777728
149,1889,nội_thất,20.150797036511392,0.00015795525528713335
150,2908,đức,19.996591627308348,0.00017001873430554998
151,857,con_số,19.996591627308348,0.00017001873430554998
152,638,bán,19.941649115319294,0.00017453491080139926
153,1239,hiệu_suất,19.73102751348981,0.00019298156140851676
154,879,cung,19.73102751348981,0.00019298156140851676
155,1247,honda_city,19.21672776303038,0.0002465888438104188
156,698,bỏ,19.21672776303038,0.0002465888438104188
157,702,bốc,19.21672776303038,0.0002465888438104188
158,1873,nặng,19.21672776303038,0.0002465888438104188
159,2634,vớt_vát,19.21672776303038,0.0002465888438104188
160,1523,lt,19.21672776303038,0.0002465888438104188
161,357,508,19.21672776303038,0.0002465888438104188
162,2100,sâu,19.21672776303038,0.0002465888438104188
163,850,class,19.21672776303038,0.0002465888438104188
164,238,2wd,19.21672776303038,0.0002465888438104188
165,1119,ga,19.153056618945364,0.00025418165100348384
166,2750,đem,19.04251657228567,0.00026792013765919925
167,2431,tua,17.353045932083816,0.0005978818452879469
168,760,cho,16.76321442443303,0.0007905725831285953
169,185,20nm,16.726256983240223,0.0008045196656090063
170,1994,ra_công_suất,16.726256983240223,0.0008045196656090063
171,48,13,16.726256983240223,0.0008045196656090063
172,1808,nhạy,16.726256983240223,0.0008045196656090063
173,1116,ftv,16.726256983240223,0.0008045196656090063
174,2672,xilanh,16.726256983240223,0.0008045196656090063
175,1144,giây,16.726256983240223,0.0008045196656090063
176,1157,giấy_tờ,16.726256983240223,0.0008045196656090063
177,157,1gd,16.726256983240223,0.0008045196656090063
178,200,235,16.726256983240223,0.0008045196656090063
179,2550,uy_lực,16.726256983240223,0.0008045196656090063
180,2380,trên,16.43607349805613,0.0009228700167882939
181,354,500,15.872328799958598,0.0012044154704665066
182,1329,hệ,15.820539451114314,0.001234208687195101
183,1406,không_gian,15.74605020237628,0.001278347981922901
184,400,600,15.620165781795617,0.0013565317759497001
185,93,16,15.306455224185504,0.001572634839896255
186,740,chevrolet_trailblazer,15.003327945177812,0.0018138072154003564
187,305,440,15.003327945177812,0.0018138072154003564
188,577,amg,15.003327945177812,0.0018138072154003564
189,1835,nhờ,14.482547929164225,0.002316754409419266
190,1111,ford_focus,14.092579951965616,0.0027818060062229184
191,1064,dừng,14.092579951965616,0.0027818060062229184
192,136,185,14.092579951965616,0.0027818060062229184
193,2067,song,14.092579951965616,0.0027818060062229184
194,204,245,14.092579951965616,0.0027818060062229184
195,2863,định_giá,14.092579951965616,0.0027818060062229184
196,2789,đèn,13.826621160409553,0.0031509065079694397
197,913,có_giá,13.39453924914676,0.0038566228798834474
198,2870,đối_thủ,13.347423352449123,0.00394246411414133
199,1736,nghiệm,12.606695521192822,0.005569161870029122
200,207,250,12.580833419840417,0.005636607369751529
201,1982,quá,12.466552945487093,0.005944438231244125
202,2189,thua_kém,12.319826505629313,0.006364143168560154
203,1444,kia_seltos,11.346689659896514,0.009991578436565908
204,1678,mượt,11.346689659896514,0.009991578436565908
205,127,180,11.346689659896514,0.009991578436565908
206,584,anh_em,11.075702186828465,0.011323489579846722
207,2714,yếu,11.075702186828465,0.011323489579846722
208,1533,làm,10.948057135633924,0.012010091797807916
209,1633,mm,10.947030280909434,0.012015778343167846
210,2916,ưu_điểm,10.823415384419828,0.012720080914233739
211,945,cải_thiện,10.823415384419828,0.012720080914233739
212,2355,trax,10.823415384419828,0.012720080914233739
213,2659,xe,10.640043369373927,0.0138403826116276
214,161,200,10.638150748521218,0.01385243784195755
215,815,chỉ,10.566339675666805,0.014317564068194285
216,1692,mặt,10.521564477238961,0.014615324141135123
217,696,bị,10.490007283408874,0.014828836935520642
218,1245,honda,10.18339594697136,0.017069837619074484
219,2032,rộng_rãi,10.111219217223374,0.017644008981264142
220,2779,đáng_kể,9.975710700308865,0.018773735801251808
221,1822,nhật_bản,9.953868390639524,0.018962368873540934
222,1226,hiển_nhiên,9.865513756744905,0.0197446002074034
223,2054,skyactiv,9.865513756744905,0.0197446002074034
224,1138,giành,9.865513756744905,0.0197446002074034
225,1848,np300,9.865513756744905,0.0197446002074034
226,565,adventure,9.865513756744905,0.0197446002074034
227,1402,khó_khăn,9.865513756744905,0.0197446002074034
228,2926,ồn,9.865513756744905,0.0197446002074034
229,165,201,9.865513756744905,0.0197446002074034
230,2283,tinh_chỉnh,9.865513756744905,0.0197446002074034
231,2818,đường_trường,9.865513756744905,0.0197446002074034
232,835,chủ_động,9.760733693061571,0.020713410283823102
233,2401,trải,9.681055906542507,0.021481226835325194
234,2588,và,9.672850565092705,0.02156186721938602
235,2859,địa_hình,9.338887421042742,0.025108563671463743
236,1802,như,9.31361811386937,0.025399092458290494
237,1545,lép_vế,9.112459444655123,0.027832447437728544
238,1971,q7,9.112459444655123,0.027832447437728544
239,169,2015,9.099503880107537,0.02799676787546382
240,1357,inch,9.07372013651877,0.028326625565649473
241,2663,xe_nước,8.95693990429374,0.029868906262248397
242,1502,led,8.785665529010238,0.032280578844680205
243,1379,khoang,8.785665529010238,0.032280578844680205
244,2612,vượt,8.563505301108417,0.03569413669211823
245,1812,nhất,8.522443625511912,0.03636259402315007
246,1785,nhau,8.420873562944605,0.03806906033895277
247,1383,khu,8.363128491620111,0.03907383612041186
248,1931,phân_khối,8.363128491620111,0.03907383612041186
249,1620,mer,8.363128491620111,0.03907383612041186
250,1489,l_premium,8.363128491620111,0.03907383612041186
251,514,88,8.363128491620111,0.03907383612041186
252,1476,kẻ,8.363128491620111,0.03907383612041186
253,2229,thường_ngày,8.363128491620111,0.03907383612041186
254,1466,kì,8.363128491620111,0.03907383612041186
255,2131,sức_kéo,8.363128491620111,0.03907383612041186
256,2733,ít_nhất,8.363128491620111,0.03907383612041186
257,83,153,8.363128491620111,0.03907383612041186
258,196,228,8.363128491620111,0.03907383612041186
259,994,cựu_vương,8.363128491620111,0.03907383612041186
260,1636,moment,8.363128491620111,0.03907383612041186
261,2535,tự_nhiên,8.363128491620111,0.03907383612041186
262,2160,thao_tác,8.363128491620111,0.03907383612041186
263,199,233nm,8.363128491620111,0.03907383612041186
264,1492,lambda,8.363128491620111,0.03907383612041186
265,1412,khả,8.363128491620111,0.03907383612041186
266,505,86,8.363128491620111,0.03907383612041186
267,2600,vì_vậy_mà,8.363128491620111,0.03907383612041186
268,2898,động_cơ_thể_hiện,8.363128491620111,0.03907383612041186
269,1661,mã,8.363128491620111,0.03907383612041186
270,1672,mômen,8.363128491620111,0.03907383612041186
271,1677,mười,8.363128491620111,0.03907383612041186
272,23,101,8.363128491620111,0.03907383612041186
273,1642,mpi,8.363128491620111,0.03907383612041186
274,1946,phản_ánh,8.363128491620111,0.03907383612041186
275,2857,đỉnh_cao,8.363128491620111,0.03907383612041186
276,1947,phản_ứng,8.363128491620111,0.03907383612041186
277,180,204,8.363128491620111,0.03907383612041186
278,2891,độc_nhất,8.363128491620111,0.03907383612041186
279,538,96km,8.363128491620111,0.03907383612041186
280,2013,rung,8.363128491620111,0.03907383612041186
281,63,145,8.363128491620111,0.03907383612041186
282,1987,quả,8.363128491620111,0.03907383612041186
283,1577,lầy_lội,8.363128491620111,0.03907383612041186
284,543,97km,8.363128491620111,0.03907383612041186
285,545,98,8.363128491620111,0.03907383612041186
286,1974,qua_mặt,8.363128491620111,0.03907383612041186
287,1582,lắc,8.363128491620111,0.03907383612041186
288,1016,duramax,8.363128491620111,0.03907383612041186
289,1017,duratec,8.363128491620111,0.03907383612041186
290,1972,qr25de,8.363128491620111,0.03907383612041186
291,2061,sohc,8.363128491620111,0.03907383612041186
292,998,danh_tiếng,8.363128491620111,0.03907383612041186
293,1531,ly,8.363128491620111,0.03907383612041186
294,2515,tốn,8.363128491620111,0.03907383612041186
295,359,50r17,8.363128491620111,0.03907383612041186
296,2629,vọt,8.363128491620111,0.03907383612041186
297,553,9g,8.363128491620111,0.03907383612041186
298,1962,phức_tạp,8.363128491620111,0.03907383612041186
299,996,danh_mục,8.363128491620111,0.03907383612041186
300,555,a3,8.363128491620111,0.03907383612041186
301,1950,phần_cứng,8.363128491620111,0.03907383612041186
302,1948,phấn_khích,8.363128491620111,0.03907383612041186
303,348,4nm,8.363128491620111,0.03907383612041186
304,209,252,8.363128491620111,0.03907383612041186
305,1076,ecobosst,8.363128491620111,0.03907383612041186
306,1078,ecosport_lai,8.363128491620111,0.03907383612041186
307,1258,hp,8.363128491620111,0.03907383612041186
308,670,bảo_dưỡng,8.363128491620111,0.03907383612041186
309,273,370nm,8.363128491620111,0.03907383612041186
310,618,biến_thiên_i,8.363128491620111,0.03907383612041186
311,36,110nm,8.363128491620111,0.03907383612041186
312,2436,turbocharger,8.363128491620111,0.03907383612041186
313,2652,x5,8.363128491620111,0.03907383612041186
314,153,196,8.363128491620111,0.03907383612041186
315,1175,grand_i10,8.363128491620111,0.03907383612041186
316,2336,toàn,8.363128491620111,0.03907383612041186
317,1795,nhàn_nhã,8.363128491620111,0.03907383612041186
318,903,cáo,8.363128491620111,0.03907383612041186
319,2658,xc60,8.363128491620111,0.03907383612041186
320,114,171hp,8.363128491620111,0.03907383612041186
321,2412,trọng_tâm,8.363128491620111,0.03907383612041186
322,32,10nm,8.363128491620111,0.03907383612041186
323,118,175,8.363128491620111,0.03907383612041186
324,78,151,8.363128491620111,0.03907383612041186
325,254,333,8.363128491620111,0.03907383612041186
326,868,crdi,8.363128491620111,0.03907383612041186
327,2365,tronic,8.363128491620111,0.03907383612041186
328,2369,trung_niên,8.363128491620111,0.03907383612041186
329,249,318,8.363128491620111,0.03907383612041186
330,715,c250_exclusive,8.363128491620111,0.03907383612041186
331,2378,trái_tim,8.363128491620111,0.03907383612041186
332,237,2nr,8.363128491620111,0.03907383612041186
333,245,30nm,8.363128491620111,0.03907383612041186
334,30,10l,8.363128491620111,0.03907383612041186
335,2446,type,8.363128491620111,0.03907383612041186
336,534,95,8.363128491620111,0.03907383612041186
337,1095,evgt,8.363128491620111,0.03907383612041186
338,39,119,8.363128491620111,0.03907383612041186
339,634,bàn_cãi,8.363128491620111,0.03907383612041186
340,1743,ngoại,8.363128491620111,0.03907383612041186
341,216,266,8.363128491620111,0.03907383612041186
342,1336,hổ_danh,8.363128491620111,0.03907383612041186
343,2262,thủy_lực,8.363128491620111,0.03907383612041186
344,2250,thị,8.363128491620111,0.03907383612041186
345,2927,ổn,8.363128491620111,0.03907383612041186
346,211,256nm,8.363128491620111,0.03907383612041186
347,1084,epa,8.363128491620111,0.03907383612041186
348,25,104,8.363128491620111,0.03907383612041186
349,2686,xuất_sắc,8.363128491620111,0.03907383612041186
350,2709,yên_tĩnh,8.363128491620111,0.03907383612041186
351,2575,việt_đạt,8.363128491620111,0.03907383612041186
352,1733,nghi_ngờ,8.363128491620111,0.03907383612041186
353,1269,hyundai_solati,8.363128491620111,0.03907383612041186
354,302,430nm,8.363128491620111,0.03907383612041186
355,1366,k14b,8.363128491620111,0.03907383612041186
356,1718,mức,8.353725626604085,0.03923988022854506
357,2171,thiết_kế,8.26874147626167,0.040772179688309325
358,1128,ghế,8.209556313993176,0.041873636315401586
359,1405,không,8.169588342340862,0.0426338139786379
360,2525,tổng_thể,7.974459863333303,0.04654250286001759
361,1522,loạt,7.751293858461094,0.051441319210956155
362,1050,dẫn,7.751293858461094,0.051441319210956155
363,2136,sự,7.746673877972978,0.05154785663417425
364,1042,dạng,7.689772288134062,0.052877737962579496
365,1782,nhanh,7.653227612092752,0.05374937091639365
366,723,camry,7.575186919011284,0.055657726371336404
367,1532,là,7.571654389758468,0.05574564775486258
368,2026,rẻ,7.547196955205779,0.056358081174142365
369,985,cụm,7.489419795221842,0.05783092677049226
370,1183,gì,7.39996076205583,0.060185376672694316
371,1104,focus,7.291126451364406,0.06317530887813187
372,2354,traveller,7.291126451364406,0.06317530887813187
373,1852,này,7.205395592663102,0.06563141830007699
374,1787,nhiên_liệu,7.0052876596472995,0.07172942762963037
375,2572,việt_nam,6.905725780311553,0.07496409380097022
376,2800,đôi_chút,6.769283276450511,0.07962661798374066
377,2072,spark,6.76642649475414,0.07972717020043411
378,2163,thay_vì,6.76642649475414,0.07972717020043411
379,351,4x2,6.76642649475414,0.07972717020043411
380,1035,dù,6.681052745311138,0.08278928023391247
381,1438,kia_morning,6.6346189973009,0.08450199981141014
382,1100,fe,6.585650275516237,0.08634518429292888
383,1365,jazz,6.585650275516237,0.08634518429292888
384,2895,đội_ngũ,6.507155795374377,0.08938072389378499
385,347,4matic,6.507155795374377,0.08938072389378499
386,1256,hoạt_động,6.507155795374377,0.08938072389378499
387,1557,lý_thuyết,6.507155795374377,0.08938072389378499
388,1075,ecoboost,6.507155795374377,0.08938072389378499
389,1120,gath,6.507155795374377,0.08938072389378499
390,2510,tốc_độ,6.507155795374377,0.08938072389378499
391,195,225,6.507155795374377,0.08938072389378499
392,1320,hậu,6.481228668941979,0.09040574575569005
393,2791,đèn_pha,6.481228668941979,0.09040574575569005
394,2364,trong,6.453696607228107,0.09150659128589737
395,2184,thoải_mái,6.337201365187712,0.09630879261928152
396,174,2020,6.187527672693677,0.10283462514287496
397,912,có,6.173048141469075,0.10348796186687102
398,1804,như_vậy,6.170008050762204,0.10362563927816665
399,1453,kiểm_soát,6.108604877304707,0.10644426964757013
400,1004,diesel,6.108604877304707,0.10644426964757013
401,2424,trục,6.04914675767918,0.10924345758872286
402,441,700,6.032424612705234,0.11004330958111448
403,2093,swift,6.032424612705234,0.11004330958111448
404,844,ciaz,6.032424612705234,0.11004330958111448
405,1949,phần,5.963991020211584,0.11337534350468838
406,578,an_toàn,5.955018699530301,0.11381928949343248
407,2302,tiết_kiệm,5.826773678125681,0.1203490372917992
408,725,cao_cấp,5.8016782195820085,0.12166793105797613
409,1306,hơn,5.7940462593672075,0.12207175353243137
410,1038,dùng,5.784292348382377,0.12258971220137034
411,2208,thêm,5.761092150170649,0.12383013085113075
412,2204,thân,5.761092150170649,0.12383013085113075
413,1195,gần,5.761092150170649,0.12383013085113075
414,2438,tuy_nhiên,5.723836427685225,0.12584708410317394
415,2095,sáng,5.711010922901551,0.1265486402034228
416,1935,phía,5.631556560214696,0.13097842353602548
417,1540,lái,5.629794616530566,0.13107830770991089
418,2787,đây,5.617064846416382,0.1318021091807705
419,1381,khoảng,5.589246286727552,0.13339708247029577
420,1478,kết_hợp,5.489061338112763,0.13929433630485866
421,1831,nhỏ,5.430426267884435,0.14285962480588035
422,2748,đang,5.424646595610808,0.1432156987389455
423,2516,tốt,5.390122536806645,0.145360218813967
424,2045,sau,5.35616023684053,0.14749946891529034
425,1830,nhỉnh,5.351877798229086,0.1477713198046081
426,1687,mẫu,5.228784512934039,0.15579078163608276
427,642,bánh,5.1660600499614695,0.16003351170157715
428,2058,so,5.162169417765591,0.16030023131711874
429,2826,đạt,5.121450727702051,0.16311690352059594
430,930,cũ,5.087428520913755,0.16550600492787607
431,1925,pháp,5.043345859045518,0.16865052466769423
432,1374,khi,5.011843383021906,0.17093196496021815
433,2309,tiện_nghi,4.96701397232192,0.17422853961972887
434,2655,xa,4.9392377066371775,0.17630091265545875
435,1978,quay,4.9392377066371775,0.17630091265545875
436,1928,phân,4.910557701396286,0.1784649363285579
437,1411,khúc,4.910557701396286,0.1784649363285579
438,1720,mỹ,4.8695967851849025,0.18159876301708042
439,1615,mazda,4.787396391173853,0.18804359815141744
440,1611,mang,4.723874335770122,0.19316956217607512
441,2315,top,4.70844815236169,0.194433896850076
442,1454,kiểu,4.70844815236169,0.194433896850076
443,1874,nếu,4.6615581802646835,0.19832448016809634
444,1763,người,4.656642584867431,0.19873650794259107
445,1745,ngoại_thất,4.633851251933752,0.2006573111421149
446,2773,đuôi,4.608873720136518,0.20278216937113386
447,1521,loại,4.574217781760635,0.2057649993820107
448,19,10,4.574217781760635,0.2057649993820107
449,1588,lề,4.549751940053769,0.20789522749593053
450,1106,ford_ecosport,4.549751940053769,0.20789522749593053
451,1618,mazda6,4.549751940053769,0.20789522749593053
452,1304,hơi,4.549751940053769,0.20789522749593053
453,1408,không_những,4.549751940053769,0.20789522749593053
454,1657,máu,4.549751940053769,0.20789522749593053
455,2381,trên_cơ,4.549751940053769,0.20789522749593053
456,2884,đồng_thời,4.465495000596721,0.21538878159223343
457,1651,màn_hình,4.464846416382252,0.21544742186408838
458,2597,vì,4.320819112627986,0.22884054822159436
459,1640,morning,4.296384780685122,0.2311873639954885
460,1868,nước,4.296384780685122,0.2311873639954885
461,1908,peugeot,4.257026026188544,0.2350141541600689
462,2873,đối_với,4.243906314896076,0.23630262915139197
463,986,của,4.24303832715764,0.23638810157877593
464,1652,màu,4.17679180887372,0.24299576100985537
465,2043,santafe,4.125040862337137,0.24827469095312354
466,1210,hai,4.109549276585714,0.24987518169762496
467,1322,hẳn,4.084999793933683,0.25243076072206766
468,757,chiếu,4.032764505119454,0.25794782112513626
469,1854,nâng_cấp,4.032764505119454,0.25794782112513626
470,2394,trước_đây,4.032549430854005,0.25797076220307685
471,1377,khiến,4.002499232533363,0.2611943844219943
472,933,cơ_bản,3.967513588673998,0.2649935105421956
473,1725,navara,3.9533411303069492,0.2665467227649072
474,646,bên,3.952447877784312,0.26664489344403414
475,911,còn,3.9359252498512287,0.26846668721567873
476,2500,tầm,3.8887372013651884,0.2737318551180928
477,1944,phải,3.8887372013651884,0.2737318551180928
478,1164,giữa,3.8791214020686002,0.27481614837533463
479,2832,đầu,3.873336938986489,0.27547028043631955
480,2466,tính_năng,3.831152401471962,0.28028331871978307
481,1914,phiên_bản,3.8286174824318095,0.28057493924405186
482,1400,khó,3.7840471992066314,0.28574716997867444
483,2542,tỷ,3.744709897610921,0.29038312963184754
484,1211,halogen,3.744709897610921,0.29038312963184754
485,352,4x4,3.659374225408508,0.30067243072639
486,1773,ngắn,3.6006825938566545,0.30793677505360306
487,654,bóng,3.6006825938566545,0.30793677505360306
488,2047,sedan,3.5943041601629417,0.3087355757207839
489,706,bộ,3.5943041601629417,0.3087355757207839
490,1703,một,3.5051848358117854,0.3200902873325683
491,1838,nissan,3.4779047819468305,0.32363912340923123
492,2537,tự_động,3.4700071818534273,0.32467297333271883
493,170,2016,3.4645136642352874,0.3253938281923196
494,2842,đắt,3.4566552901023884,0.32642744894007886
495,2620,vậy,3.4566552901023884,0.32642744894007886
496,2848,đặt,3.4566552901023884,0.32642744894007886
497,2795,đó,3.452352328648829,0.32699464658196714
498,2041,santa,3.3169003513503683,0.3452973487253109
499,2921,ấn_tượng,3.315900207482186,0.3454357559769243
500,2491,tương_ứng,3.3126279863481227,0.3458889278821209
501,1904,pajero,3.2931764655167415,0.3485934833951817
502,2292,tiêu_hao,3.2928251377581184,0.3486425010366268
503,1486,kỹ_thuật,3.2928251377581184,0.3486425010366268
504,755,chiến_thắng,3.2928251377581184,0.3486425010366268
505,1399,khía_cạnh,3.2928251377581184,0.3486425010366268
506,1506,leo,3.2928251377581184,0.3486425010366268
507,33,11,3.2928251377581184,0.3486425010366268
508,2168,thiên_hướng,3.2535778976871885,0.3541561732149227
509,2327,toyota_hiace,3.2535778976871885,0.3541561732149227
510,2122,số_liệu,3.2535778976871885,0.3541561732149227
511,2738,ăn_khách,3.2535778976871885,0.3541561732149227
