sentence_idx,title,main,sức_mạnh,thiết_kế,giá,tính_năng,an_toàn
534,So sánh xe Toyota Fortuner Legender 2020 và Ford Everest Titanium 2020: Cuộc chiến công nghệ,"sang đến phần thân , chiếc ford everest 2020 tỏ ra bề_thế , vượt_trội hoàn_toàn so với đối_thủ nhờ thông_số kích_thước lớn , duy có khoảng sáng gầm fortuner ấn_tượng nhất phân khúc đạt 279 mm",0,1,0,0,0
440,So sánh xe MG HS 2020 và Hyundai Tucson 2020: Cuộc chiến xe CUV dưới 1 tỷ đồng tại Việt Nam,"theo công_bố , mg hs 2020 là một trong những chiếc xe an_toàn nhất phân khúc nhờ sở_hữu nhiều công_nghệ tiên_tiến",0,0,0,0,1
384,So sánh xe Honda City Top 2018 và Honda Jazz RS 2018: Gừng càng già càng cay,"honda city hiện đang bán ra ở việt_nam với 2 phiên_bản , trong đó phiên_bản city 1.5 top ban_đầu có_giá cao hơn nhưng nay đã giảm_giá xuống còn dưới 600 triệu đồng",0,0,1,0,0
329,So sánh trang bị trên Honda Civic 2021 và Mazda3 2021,"với giá bán chênh_lệch 80 triệu đồng , mazda3 2.0 l signature premium lắp_ráp trong nước rõ_ràng có lợi_thế cạnh_tranh hơn hẳn so với honda civic rs",0,0,1,0,0
453,"So sánh xe Mazda 3 2020 và Kia Cerato 2020: ""Ngôi vương"" dần đổi chủ","trong khi đó , kia_cerato chinh_phục người dùng việt_nam bởi mức giá rẻ nhất phân khúc cùng ngoại_hình trẻ_trung , những trang_bị tiện_nghi cũng như công_nghệ của xe ở mức đủ dùng trong tầm giá",0,0,1,0,0
442,"So sánh xe MG ZS 2021 và Ford EcoSport 2021: ""Tân binh"" đủ sức thay thế ""cựu vương""","ở chiều ngược_lại , ford ecosport 2021 có khả_năng cách_âm ở mức trung_bình so với mặt_bằng chung của phân khúc",0,0,0,1,0
22,Chọn SUV 7 chỗ nào giữa Ford Everest 2019 và Mitsubishi Pajero Sport 2019?,tương_tự như everest thì pajero_sport 2019 cũng được trang_bị 7 túi khí an_toàn,0,0,0,0,1
377,So sánh xe Honda CR-V 2021 và Mitsubishi Outlander 2021,"ở chiều ngược_lại , cr - v sở_hữu chiều rộng tổng_thể tốt hơn",0,1,0,0,0
333,So sánh trang bị trên MG HS 2021 và Honda CR-V 2021,"hiện_tại , mg việt_nam tiếp_tục nhập_khẩu nguyên chiếc mg hs từ trung_quốc với 3 phiên_bản với giá bán và giá lăn bánh như sau : • mg hs 1.5 t_std ( 2wd sport ) : 719 triệu đồng ( giá lăn bánh hn : 828 triệu đồng , giá lăn bánh tphcm : 813 triệu đồng ) • mg hs 1.5 t_lux ( 2wd trophy ) : 829 triệu đồng ( giá lăn bánh hn : 951 triệu đồng , giá lăn bánh tphcm : 934 triệu đồng ) • mg hs 2.0 t_lux ( awd trophy ) : 949 triệu đồng ( giá lăn bánh hn : 1,085 tỷ đồng , giá lăn bánh tphcm : 1,066 tỷ đồng ) trong bài so_sánh này , chúng_ta sẽ đặt lên bàn cân 2 phiên_bản có mức giá trên_dưới 1 tỷ đồng là honda cr - v_e và mg hs 2.0 t_lux ( awd trophy ) để xem đâu là dòng xe đáng cân_nhắc hơn ? vậy chúng_ta cùng theo_dõi các bảng so_sánh theo các hạng_mục dưới đây : với giá bán chênh_lệch 39 triệu đồng triệu đồng , mg hs 2021 rõ_ràng có lợi_thế cạnh_tranh hơn hẳn so với honda cr - v_e",0,0,1,0,0
503,"So sánh xe Peugeot Traveller 2019 và Ford Tourneo 2019: Đại chiến MPV ""tân binh""",ford_tourneo 2019 dùng động_cơ xăng ecoboost 2.0 l cùng dung_tích nhưng công_suất lớn hơn ở mức 200 mã_lực và 300 nm mô - men xoắn,1,0,0,0,0
495,So sánh xe Mitsubishi Xpander Cross 2020 và Toyota Rush 2020: Ngang giá chọn xe nào?,"ở khía_cạnh thông_số kích_thước tổng_thể , mitsubishi xpander cross 2020 đều tỏ ra vượt_trội hơn đối_thủ ở tất_cả các chỉ_số",0,1,0,0,0
200,So sánh Suzuki Ertiga Sport 2021 và Mitsubishi Xpander AT 2021 - Chọn giá rẻ hay trang bị tốt hơn?,"màn_hình cảm_ứng trên suzuki ertiga sport lớn hơn với kích_thước 10 inch , trong khi đó , mitsubishi xpander at có lợi_thế với 6 loa so với 4 loa của đối_thủ",0,1,0,0,0
381,"So sánh xe Honda City 2017 và Toyota Vios 2017: Khi ""ông hoàng sedan"" đối đầu kẻ thù truyền kiếp",không chỉ ở nội ngoại_thất mà ngay cả trang_bị của toyota_vios cũng thể_hiện sự lép_vế trước đối_thủ truyền_kiếp,0,1,0,0,0
369,So sánh xe Honda Brio 2019 và Toyota Wigo 2019: Cuộc chạm trán xe cỡ nhỏ Nhật Bản,"màn_hình giải_trí của wigo có kích_thước nhỉnh hơn với 7 inch , còn brio chỉ có kích_thước 6,2 inch",0,1,0,0,0
497,So sánh xe Nissan Terra 2019 và Ford Everest 2019: Tiền nào của nấy,"2 xe đều có chiều dài cơ_sở là 2.850 mm , tuy_nhiên oto . com . vn vẫn cao hơn một_chút khi sở_hữu khoảng sáng gầm xe lớn hơn đối_thủ 15 mm",0,1,0,0,0
419,"So sánh xe Kia Optima 2019 và Toyota Corolla Altis 2019: Kẻ mạnh về trang bị, kẻ dựa vào thương hiệu","những đường_nét ở cụm đèn hậu thể_hiện sự tinh_tế , cá_tính hơn hẳn so với cụm đèn chữ “ l kép ” của toyota",0,1,0,0,0
453,"So sánh xe Mazda 3 2020 và Kia Cerato 2020: ""Ngôi vương"" dần đổi chủ",""" ngôi vương "" doanh_số đang có sự_biến_động mạnh tại việt_nam khi mazda 3 đang cho thấy sự hụt hơi bởi mức giá cao còn kia_cerato liệu có thế chiếm hoàn_toàn vị_trí dẫn_đầu phân khúc về doanh_số , hãy cùng chờ thêm trong thời_gian tới !",0,0,1,0,0
546,So sánh xe Toyota Vios và Chevrolet Cruze: “Vua bán chạy” đối đầu “sedan của năm”,"xét về giá bán , phiên_bản cao_cấp nhất của toyota_vios rõ_ràng chiếm lợi_thế khi thấp hơn đối_thủ vài chục triệu đồng",0,0,1,0,0
252,So sánh nhanh Honda Civic 2020 và Mazda3 2020,civic rs được đánh_giá cao bởi sức_mạnh vận_hành nhờ động_cơ tăng áp hiện_đại hơn mazda3,1,0,0,0,0
466,So sánh xe Mazda CX-8 2019 và Ford Everest 2019: Ngang giá liệu có ngang chất lượng?,"nhìn_chung , khoang nội_thất của mazda cx - 8 khá vượt_trội so với đối_thủ về tiện_nghi cũng như sự sang_trọng , điểm trừ có_lẽ đến từ hàng ghế thư 3 không thoải_mái như ford_everest",0,1,0,0,0
423,"So sánh xe Kia Seltos 2020 và Ford EcoSport 2020: ""Ngôi vương"" đổi chủ","để cải_thiện sự rộng_rãi bên trong khoang nội_thất , kia seltos 2020 sở_hữu những thông_số chiều rộng và trục cơ_sở ấn_tượng hơn đối_thủ , cùng với đó là khoảng sáng gầm xe tốt nhất phân khúc đến 190 mm",0,1,0,0,0
31,Chọn mua xe ô tô Mercedes-Benz C250 Exclusive và C300 AMG: Cuộc đấu nội bộ!,"nhìn_chung , mercedes - benz c300 amg đang chiếm ưu_thế về mặt thiết_kế ngoại_thất , trang_bị nội_thất và khả_năng vận_hành so với c250_exclusive",1,1,0,0,0
207,So sánh Toyota Camry và Volkswagen Passat: Hai thái cực đối lập trong phân khúc sedan hạng D,"mẫu sedan đến từ đức được trang_bị_động_cơ xăng tăng áp tsi , sản_sinh công_suất tối_đa 177 mã_lực và mô men xoắn cực_đại 250 , thấp hơn chỉ 1 mã_lực so với camry",1,0,0,0,0
476,So sánh xe Mercedes-Benz GLC 300 2020 và Land Rover Discovery Sport 2020 vừa ra mắt Việt Nam,"quan_sát phần thân , land rover discovery sport facelift khá dài so với đối_thủ glc 300 dù kích_thước chỉ nhỉnh hơn 100 mm",0,1,0,0,0
318,So sánh nhanh Toyota Vios và Suzuki Ciaz,"sau khi nhận được sự nâng_cấp đáng_kể về tính_năng an_toàn , vios 1.5 g nay đã có_thể tự_tin hơn khi so_kè cùng các đối_thủ trong phân khúc ở hạng_mục này với phanh abs / ebd / ba",0,0,0,0,1
440,So sánh xe MG HS 2020 và Hyundai Tucson 2020: Cuộc chiến xe CUV dưới 1 tỷ đồng tại Việt Nam,"mg hs 2020 có phần chiều dài cơ_sở lớn , chiều cao thấp nên khi nhìn từ thân xe sẽ dài hơn đối_thủ khá nhiều",0,1,0,0,0
466,So sánh xe Mazda CX-8 2019 và Ford Everest 2019: Ngang giá liệu có ngang chất lượng?,"xét về giá bán , mazda cx - 8 2019 đang cao hơn đáng_kể so với toyota_fortuner 2019",0,0,1,0,0
29,"Chọn hatchback 550 triệu, nên mua Honda Jazz 2018 hay Toyota Yaris 2017?","ở phía đối_thủ , yaris trông mềm_mại hơn và gần như_không thay_đổi nhiều chi_tiết ngoại_thất so với phiên_bản 2016",0,1,0,0,0
194,So sánh Mitsubshi Mirage 2019 và Kia Morning 2019,"tuy_nhiên mitsubishi mirage được trang_bị hộp_số cvt , cho cảm_giác chuyển số mượt và êm hơn so với loại số tự_động trên kia_morning kia_morning nhỉnh hơn do được trang_bị camera lùi mirage có khả_năng tiết_kiệm nhiên_liệu tốt hơn",0,0,1,0,0
468,So sánh xe Mazda CX-8 2019 và Hyundai Santa Fe 2019,"về phía hyundai santa_fe 2019 , khoang cabin của mẫu xe đồng_hương với cx - 8 cũng được đánh_giá cao với nhiều trang_bị tiện_nghi bậc nhất phân khúc",0,0,0,1,0
114,So sánh Ford EcoSport và Suzuki XL7 cho gia đình trẻ,chiều dài cơ_sở của xl7 cũng nhỉnh hơn 221 mm,0,1,0,0,0
82,Mua xe gia đình chọn KIA Souluto 2020 hay Hyundai Accent 2020?,"bảng so_sánh về trang_bị an_toàn trên 2 phiên_bản at cho thấy , soluto có phần kém thuyết_phục hơn bởi thiếu_vắng khá nhiều trang_bị",0,0,0,0,1
481,So sánh xe Mitsubishi Pajero Sport 2017 và Ford Everest 2017: So tài SUV 7 chỗ thời đại mới,khi về kích_thước thì có_thể thấy everest 2017 khá nổi_trội so với đối_thủ nhờ chiều dài cơ_sở lớn cùng các thông_số cao hơn hẳn,0,1,0,0,0
372,So sánh xe Honda CR-V 2018 và Toyota RAV4 2018 bản quốc tế,"đối_với bản cơ_sở , cr - v 2.4 l tiết_kiệm nhiên_liệu hơn rav4 với các con_số tương_ứng là 9,0 - 7,3 lít / 100km",0,0,0,1,0
506,So sánh xe Subaru Forester GT Edition 2020 và Peugeot 3008 2020: Ngang giá ngang chất lượng,"trong phân khúc cuv tại việt_nam , subaru forester gt edition 2020 sở_hữu nhiều trang_bị an_toàn nhất",0,0,0,0,1
434,"So sánh xe Kia Sportage 2016 và Hyundai Tucson 2016: ""Gà cùng một mẹ""","sportage 2016 không_những chiếm ưu_thế về giá bán tốt nhất phân khúc mà còn sở_hữu danh_sách các trang_bị vượt_trội hơn đối_thủ mặc_dù cả hai mẫu xe này đều được nhập_khẩu nguyên chiếc từ hàn_quốc , đều phát_triển trên cùng hệ khung gầm và động_cơ",0,0,1,0,0
455,"So sánh xe Mazda 3 2020 với Honda Civic RS 2020: Cùng thể thao, cùng đắt","ở phần thân xe , cả 2 mẫu xe đến từ nhật_bản đều được trang_bị bộ la - zăng kích_thước 18 inch đa chấu , nhưng civic có vẻ thể_thao hơn khi được sơn đen còn mazda 3 là màu bạc khá đơn_giản",0,1,0,0,0
436,So sánh xe Kia Sportage 2016 và Mitsubishi Outlander Sport 2016 - Đã hết thời xe Hàn lép vế,"tuy_nhiên outlander_sport lại có lợi_thế nhờ vào hệ khung gầm vững_chắc , ngoài ra_chiều dài cơ_sở , bán_kính vòng quay và khoảng sáng gầm xe của mẫu xe nhật đều lớn hơn đối_thủ",0,1,0,0,0
399,So sánh xe Hyundai Grand i10 2017 và Kia Morning 2017: Ô tô 400 triệu nào tốt nhất?,"nhìn_chung , dù đã chuyển về lắp_ráp trong nước nhưng grand i10 vẫn có_giá cao hơn tới 33 triệu đồng so với morning",0,0,1,0,0
482,So sánh xe Mitsubishi Pajero Sport 2020 và Toyota Fortuner 2020,"đối_với toyota_fortuner 2020 , chiếc xe này cũng sử_dụng động_cơ dầu 2.4 l , nhưng công_suất thấp hơn đáng_kể so với đối_thủ",1,0,0,0,0
106,Sedan hạng C đối đầu: Honda Civic 1.5L hay Toyota Corolla Altis Sport 2.0L nổi trội hơn?,"nếu so những thông_số đã được công_bố , có_thể thấy kích_thước tổng_thể của honda civic 1.5 l lớn hơn so với toyota_corolla altis sport 2.0 l",0,1,0,0,0
241,So sánh nhanh Honda Accord với Mazda6,"về mặt trang_bị_động_cơ thì honda accord vượt_trội hơn khi được trang_bị_động_cơ tăng áp 1.5 l , có dung_tích nhỏ hơn , đỡ hao xăng hơn nhưng lại mạnh_mẽ hơn 3 mã_lực và 10 nm so với mazda6 2.5 l_premium",1,0,0,0,0
290,So sánh nhanh Mitsubishi Mirage 2020 và Suzuki Swift 2020,"như_vậy , swift nhỉnh hơn cả về chiều rộng lẫn chiều cao nên có phần bề_thế hơn đôi_chút khi 2 xe đặt cạnh nhau",0,1,0,0,0
146,So sánh Hyundai i10 2021 và Vinfast Fadil 2021,"động_cơ 1.4 l kết_hợp với hộp_số vô cấp cvt mang đến cho fadil khả_năng vận_hành êm_ái , nhàn_nhã và linh_hoạt hơn đối_thủ hàn_quốc",1,0,0,0,0
560,Toyota Camry 2.5Q 2019 vẫn có nhiều điểm đáng chọn dù đắt hơn Mazda 6 Premium 2.5L 2019 tới 208 triệu đồng,"so với toyota_camry , cụm đèn hậu trên mẫu mazda 6 không được ấn_tượng bằng",0,1,0,0,0
491,So sánh xe Mitsubishi Xpander 2020 và Suzuki XL7 2020: XL7 liệu có ngáng đường Xpander?,"nhìn ngang từ phần thân xe , xpander đang tỏ ra trường xe hơn nhờ thông_số chiều dài ấn_tượng hơn xl7",0,1,0,0,0
373,So sánh xe Honda CR-V 2019 và Hyundai Tucson 2019,"nhìn_chung , hyundai_tucson 2019 có lợi_thế hơn honda cr - v 2019 về giá bán ( rẻ hơn 184 triệu ) và tiện_nghi hiện_đại",0,0,1,0,0
76,"Mua xe dưới 600 triệu, nên chọn Toyota Vios 2017 hay Kia Cerato 2017?","về kích_thước , toyota_vios 1.5 g trd thuộc hạng b nên dáng xe khá gọn , nhỏ_nhắn và phù_hợp hơn với các khu_vực đô_thị",0,1,0,0,0
590,"Đắt hơn gần 300 triệu, Toyota Camry 2.5Q 2019 có thực sự vượt trội hơn so với Kia Optima GT-Line 2019?","có_thể thấy rằng , vượt_trội so với optima về chiều dài tổng_thể và chiều dài cơ_sở nhưng lại thua_kém về chiều rộng và chiều cao",0,1,0,0,0
20,"Chọn Mercedes-Benz C 180 2020 hay Toyota Camry 2020: Hơn 1,5 tỷ đồng và sự chấp chới giữa xe sang và bình dân","nhìn_chung , cảm_tính mà nói tôi có phần nghiêng về thiết_kế ngoại_thất của toyota_camry , cũng có_thể do cái tên này quen_thuộc hơn nhưng ở thế_hệ mới mẫu xe này hấp_dẫn với vẻ ngoài điển_trai và trẻ_trung",0,1,0,0,0
