sentence_idx,title,main,aspect1,opinion1,aspect2,opinion2,aspect3,opinion3
220,"So sánh VinFast Lux SA2.0 2021 và Kia Sorento 2021: L?a ch?n nào trong t?m giá 1,5 t? ??ng",?i?m v??t tr?i c?a Sorento so v?i ??i th? ??n t? công ngh? an toàn,an toàn,tích c?c,,,,
220,"So sánh VinFast Lux SA2.0 2021 và Kia Sorento 2021: L?a ch?n nào trong t?m giá 1,5 t? ??ng","Trong khi ?ó, Kia Sorento 2021 là m?t chi?c xe tr? trung, n?i th?t ti?n nghi, công ngh? an toàn d?n ??u và mang ??n nh?ng tr?i nghi?m êm ái cho ng??i dùng",an toàn,tích c?c,,,,
427,"So sánh xe Kia Seltos Premium 2021 và Peugeot 2008 GT Line 2021: Cu?c chi?n SUV ?ô th? ""hot"" t?i Vi?t Nam","Kia Seltos Premium 2021 ghi ?i?m v?i ng??i dùng nh? ph?n gh? ng?i r?ng rãi, ??c bi?t hàng gh? tr??c xe còn có tính n?ng thông gió duy nh?t trong phân khúc",tính n?ng và công ngh?,tích c?c,,,,
427,"So sánh xe Kia Seltos Premium 2021 và Peugeot 2008 GT Line 2021: Cu?c chi?n SUV ?ô th? ""hot"" t?i Vi?t Nam","Ngoài ra, hàng gh? sau c?a xe còn có b? t? tay kiêm h?c ?? c?c và c?a gió ?i?u hòa, 2 chi ti?t h?n h?n ??i th? Peugeot 2008",tính n?ng và công ngh?,tích c?c,,,,
427,"So sánh xe Kia Seltos Premium 2021 và Peugeot 2008 GT Line 2021: Cu?c chi?n SUV ?ô th? ""hot"" t?i Vi?t Nam","Gh? lái ch?nh ?i?n, hàng gh? sau ch?a có c?a gió ?i?u hòa và không có b? t? tay trung tâm là y?u ?i?m so v?i ??i th?",tính n?ng và công ngh?,tiêu c?c,,,,
427,"So sánh xe Kia Seltos Premium 2021 và Peugeot 2008 GT Line 2021: Cu?c chi?n SUV ?ô th? ""hot"" t?i Vi?t Nam",L?i th? c?a Kia Seltos Premium 2021 là m?c giá r? h?n ??i th? ch? 720 tri?u ??ng cùng thi?t k? ???c ?ánh giá là ?n t??ng hàng ??u trong phân khúc,giá,tích c?c,,,,
197,So sánh Peugeot 2008 GT Line 2021 và Toyota Corolla Cross 1.8V 20201: H?n 800 tri?u ch?n xe nào?,Peugeot 2008 2021 hi?n có m?c giá cao h?n so v?i ph?n l?n các xe cùng phân khúc dao ??ng t? 739 - 829 tri?u ??ng,giá,tiêu c?c,,,,
197,So sánh Peugeot 2008 GT Line 2021 và Toyota Corolla Cross 1.8V 20201: H?n 800 tri?u ch?n xe nào?,Toyota Corolla Cross 1.8V v?n gi? truy?n th?ng là th??ng hi?u xe luôn có m?c giá cao nh?t phân khúc v?i 3 phiên b?n dao ??ng t? 720-918 tri?u ??ng,giá,tiêu c?c,,,,
197,So sánh Peugeot 2008 GT Line 2021 và Toyota Corolla Cross 1.8V 20201: H?n 800 tri?u ch?n xe nào?,"Xét v? thông s? kích th??c, Toyota Corolla Cross r? ra hoàn toàn v??t tr?i so v?i ??i th? và nhìn t? thân, chi?c xe ??n t? Nh?t B?n c?ng b? th? h?n rõ r?t",thi?t k?,tích c?c,,,,
197,So sánh Peugeot 2008 GT Line 2021 và Toyota Corolla Cross 1.8V 20201: H?n 800 tri?u ch?n xe nào?,"Bên phía ??i di?n, thay vì nét bo tròn ? ??u xe, ?uôi xe c?a Toyota Corolla Cross 1.8V 2021 có ph?n góc c?nh và c?ng cáp h?n",thi?t k?,tích c?c,,,,
197,So sánh Peugeot 2008 GT Line 2021 và Toyota Corolla Cross 1.8V 20201: H?n 800 tri?u ch?n xe nào?,"C?m ?èn h?u LED 3D n?i kh?i mang ??n s? nh?n di?n t?t, nh?ng ??i ng? c?m th?y thi?t k? này v?n khá ??n ?i?u so v?i Peugeot 2008",thi?t k?,tiêu c?c,,,,
197,So sánh Peugeot 2008 GT Line 2021 và Toyota Corolla Cross 1.8V 20201: H?n 800 tri?u ch?n xe nào?,"?i?m tr? c?a Peugeot 2008 là ?i?m c?ng c?a Corolla Cross khi xe cung c?p ?? cho khách hàng s? tho?i mái, các ti?n ích nh? c?a gió ?i?u hòa, b? t? tay và t?a ??u",tính n?ng và công ngh?,tiêu c?c,,,,
191,So sánh Mitsubishi Xpander AT 2021 và Toyota Innova 2.0G 2021: Cu?c c?nh tranh xe ch?y d?ch v? t?i Vi?t Nam,"L?i th? l?n nh?t c?a Mitsubishi Xpander khi c?nh tranh v?i các ??i th? cùng phân khúc là m?c giá bán r?, giá xe hi?n dao ??ng trong kho?ng 555-630 tri?u ??ng",giá,tích c?c,,,,
191,So sánh Mitsubishi Xpander AT 2021 và Toyota Innova 2.0G 2021: Cu?c c?nh tranh xe ch?y d?ch v? t?i Vi?t Nam,"? chi?u ng??c l?i, Toyota Innova 2.0G 2021 l?i ?ang là xe MPV có m?c giá cao nh?t Vi?t Nam v?i 4 phiên b?n dao ??ng t? 750-989 tri?u ??ng",giá,tiêu c?c,,,,
191,So sánh Mitsubishi Xpander AT 2021 và Toyota Innova 2.0G 2021: Cu?c c?nh tranh xe ch?y d?ch v? t?i Vi?t Nam,"Khi ??t c?nh nhau, rõ ràng Mitsubishi Xpander 2021 chi?m ?u th? h?n ??i th? nh? ngôn ng? thi?t k? m?i ??y táo b?o, h??ng ??n khách hàng tr?",thi?t k?,tích c?c,,,,
191,So sánh Mitsubishi Xpander AT 2021 và Toyota Innova 2.0G 2021: Cu?c c?nh tranh xe ch?y d?ch v? t?i Vi?t Nam,"? b?n m?i, l??i t?n nhi?t c?a xe g?n gàng h?n và s?n ?en toàn b? ?? mang ??n di?n m?o m?i",tính n?ng và công ngh?,tích c?c,,,,
191,So sánh Mitsubishi Xpander AT 2021 và Toyota Innova 2.0G 2021: Cu?c c?nh tranh xe ch?y d?ch v? t?i Vi?t Nam,"Ngoài ra, m?u xe ?a d?ng c?a Toyota còn v??t tr?i h?n nh? lo?t c?m bi?n tr??c giúp ng??i dùng d? dàng ?i?u khi?n xe h?n ? khu v?c n?i ?ô",tính n?ng và công ngh?,tích c?c,,,,
191,So sánh Mitsubishi Xpander AT 2021 và Toyota Innova 2.0G 2021: Cu?c c?nh tranh xe ch?y d?ch v? t?i Vi?t Nam,"Xét v? thông s? kích th??c, Toyota Innova t? ra v??t tr?i h?n h?n ??i th?, duy ch? chi?u dài tr?c c? s? c?a xe ng?n h?n, ?i?u này s? ?nh h??ng l?n ??n khoang n?i th?t bên trong",thi?t k?,tích c?c,,,,
191,So sánh Mitsubishi Xpander AT 2021 và Toyota Innova 2.0G 2021: Cu?c c?nh tranh xe ch?y d?ch v? t?i Vi?t Nam,G??ng xe b?c crom t??ng t? ??i th?,thi?t k?,trung l?p,,,,
191,So sánh Mitsubishi Xpander AT 2021 và Toyota Innova 2.0G 2021: Cu?c c?nh tranh xe ch?y d?ch v? t?i Vi?t Nam,"Xét v? ngo?i th?t, rõ ràng Mitsubishi Xpander có di?n m?o tr? trung, công ngh? ?èn hi?n ??i h?n ??i th?",tính n?ng và công ngh?,tích c?c,,,,
191,So sánh Mitsubishi Xpander AT 2021 và Toyota Innova 2.0G 2021: Cu?c c?nh tranh xe ch?y d?ch v? t?i Vi?t Nam,Toyota Innova 2.0G 2021 m?i nâng c?p không thay ??i thi?t k? so v?i b?n c? ?ã bán ? Vi?t Nam,thi?t k?,trung l?p,,,,
191,So sánh Mitsubishi Xpander AT 2021 và Toyota Innova 2.0G 2021: Cu?c c?nh tranh xe ch?y d?ch v? t?i Vi?t Nam,"So v?i ??i th?, Innova ti?n nghi h?n nh? ?i?u hòa t? ??ng 2 giàn l?nh, c?ng USB, bàn làm vi?c gh? sau, kh?i ??ng nút b?m..",tính n?ng và công ngh?,tích c?c,,,,
191,So sánh Mitsubishi Xpander AT 2021 và Toyota Innova 2.0G 2021: Cu?c c?nh tranh xe ch?y d?ch v? t?i Vi?t Nam,"Th? nh?ng, Mitsubishi Xpander l?i có tr?ng l??ng nh? h?n Innova nên kh? n?ng v?n hành c?ng không ph?i là ?i?u quá lo ng?i",thi?t k?,tích c?c,,,,
191,So sánh Mitsubishi Xpander AT 2021 và Toyota Innova 2.0G 2021: Cu?c c?nh tranh xe ch?y d?ch v? t?i Vi?t Nam,"Mitsubishi Xpander có l?i th? v? thi?t k? tr? trung, n?i th?t 7 ch? ?? dùng và quan tr?ng nh?t là m?c giá r? h?n 200 tri?u ??ng so v?i phiên b?n t??ng t? c?a ??i th?",giá,tích c?c,,,,
424,So sánh xe Kia Seltos 2020 và Suzuki XL7 2020: Gi?i quy?t bài toán h?n 600 tri?u mua xe gì?,"V? kh? n?ng chi?u sáng, Suzuki XL7 nh?nh h?n ??i th? trong t?m giá 600 tri?u ??ng khi s? h?u ?èn pha LED v?i các khoang bóng khá tinh t?",tính n?ng và công ngh?,tích c?c,,,,
424,So sánh xe Kia Seltos 2020 và Suzuki XL7 2020: Gi?i quy?t bài toán h?n 600 tri?u mua xe gì?,L??i t?n nhi?t truy?n th?ng d?ng vân m?t xích là chi ti?t khi?n nhi?u cho r?ng xe Nh?t ch?a phá cách so v?i nh?ng ??i th? ??n t? Hàn Qu?c,tính n?ng và công ngh?,tiêu c?c,,,,
424,So sánh xe Kia Seltos 2020 và Suzuki XL7 2020: Gi?i quy?t bài toán h?n 600 tri?u mua xe gì?,"Tuy nhiên, mâm xe không ?nh h??ng quá nhi?u b?i dù sao chi?c xe ??n t? Nh?t B?n v?n có kho?ng sáng g?m xe t?t h?n Seltos",thi?t k?,tích c?c,,,,
424,So sánh xe Kia Seltos 2020 và Suzuki XL7 2020: Gi?i quy?t bài toán h?n 600 tri?u mua xe gì?,Suzuki XL7 2020 t??ng t? có ph?n tr?n xe s?n ?en và g??ng chi?u h?u tích h?p d?i LED xi-nhan gi?ng h?t ??i th?,thi?t k?,trung l?p,,,,
424,So sánh xe Kia Seltos 2020 và Suzuki XL7 2020: Gi?i quy?t bài toán h?n 600 tri?u mua xe gì?,C?m ?èn h?u c?a chi?c xe này dù dùng bóng LED nh?ng thi?t k? v?n t??ng ??i ??n ?i?u và gi?ng h?t Suzuki Ertiga,thi?t k?,trung l?p,,,,
424,So sánh xe Kia Seltos 2020 và Suzuki XL7 2020: Gi?i quy?t bài toán h?n 600 tri?u mua xe gì?,"Nhìn chung, ngo?i hình c?a Kia Seltos ?ang cho th?y s? tr? trung h?n ??i th?, nh?ng công ngh? ?èn pha LED ?ang là ?i?m nh?n c?a Suzuki XL7 t?i Vi?t Nam",thi?t k?,tích c?c,,,,
424,So sánh xe Kia Seltos 2020 và Suzuki XL7 2020: Gi?i quy?t bài toán h?n 600 tri?u mua xe gì?,"Tuy nhiên, m?c giá cao h?n 50 tri?u ??ng so v?i ??i th? Suzuki XL7 s? khi?n nhi?u ng??i ph?i suy ngh?",giá,tiêu c?c,,,,
345,So sánh xe Baic X55 và Hyundai Tucson 2021: ??i chi?n xe CUV giá r?,"Còn v?i Hyundai Tucson, chi?c xe ??n t? Hàn Qu?c v?n luôn ???c bi?t ??n là chi?c xe s? h?u ngo?i th?t h?p d?n, ti?n nghi khá ??y ?? và m?c giá c?ng r? h?n so v?i các ??i th? ??n t? Nh?t B?n",giá,tích c?c,,,,
345,So sánh xe Baic X55 và Hyundai Tucson 2021: ??i chi?n xe CUV giá r?,"Dù là xe nh?p t? nhân, nh?ng Baic X55 2021 có giá r? nh?t phân khúc",giá,tích c?c,,,,
345,So sánh xe Baic X55 và Hyundai Tucson 2021: ??i chi?n xe CUV giá r?,"Khi so v?i các xe cùng phân khúc ??n t? Nh?t B?n nh? Mazda CX-5, Honda CR-V… thì Hyundai Tucson ?ang là xe có giá h?p d?n nh?t",giá,tích c?c,,,,
345,So sánh xe Baic X55 và Hyundai Tucson 2021: ??i chi?n xe CUV giá r?,"Khi ??t c?nh nhau, rõ ràng Hyundai Tucson ?ang chi?m l?i th? nh? kích th??c l?n h?n ??i th? Baic X55",thi?t k?,tích c?c,,,,
345,So sánh xe Baic X55 và Hyundai Tucson 2021: ??i chi?n xe CUV giá r?,"Tuy nhiên, m?c giá c?a Hyundai Tucson hi?n hành v?n cao h?n r?t nhi?u so v?i Baic X55",giá,tiêu c?c,,,,
345,So sánh xe Baic X55 và Hyundai Tucson 2021: ??i chi?n xe CUV giá r?,"Tuy nhiên, khi nhìn vào nh?ng thông s? kích th?c c? th?, m?u xe ??n t? Trung Qu?c c?ng không thua thi?t h?n quá nhi?u",thi?t k?,trung l?p,,,,
345,So sánh xe Baic X55 và Hyundai Tucson 2021: ??i chi?n xe CUV giá r?,"Bên phía ??i di?n, Hyundai Tucson b?n m?i thay ??i v?i ""b? móng"" t?o hình m?i m? h?n, kích th??c mâm 18 inch h?p kim ?a ch?u ???c gi? nguyên nh? b?n c?",thi?t k?,tích c?c,,,,
345,So sánh xe Baic X55 và Hyundai Tucson 2021: ??i chi?n xe CUV giá r?,"V? c?m giác lái, Hyundai Tucson hi?n hành ?ã ???c c?i thi?n ?áng k? so v?i phiên b?n ti?n nhi?m",s?c m?nh,tích c?c,,,,
345,So sánh xe Baic X55 và Hyundai Tucson 2021: ??i chi?n xe CUV giá r?,"So v?i Baic X55, Hyundai Tucson là chi?c xe mà chúng tôi ?ánh giá có kh? n?ng cách âm t?t h?n h?n",tính n?ng và công ngh?,tích c?c,,,,
345,So sánh xe Baic X55 và Hyundai Tucson 2021: ??i chi?n xe CUV giá r?,"V?i Baic X55, m?u xe này có l?i th? c?nh tranh nh? m?c giá r? nh?t phân khúc, trang b? ? m?c ?? dùng",giá,tích c?c,,,,
345,So sánh xe Baic X55 và Hyundai Tucson 2021: ??i chi?n xe CUV giá r?,Nh??c ?i?m c?a xe X55 là c?m giác lái th?c s? ch?a t?t khi ??t c?nh các ??i th? cùng phân khúc,s?c m?nh,tiêu c?c,,,,
431,So sánh xe Kia Soluto và Honda City 2021: Giá bán quy?t ??nh t?t c??,"? chi?u ng??c l?i, Honda City s? h?u cho mình m?t phong cách th? thao, ??ng ngh?a xe có m?c giá cao nh?t phân khúc",giá,tiêu c?c,,,,
431,So sánh xe Kia Soluto và Honda City 2021: Giá bán quy?t ??nh t?t c??,Th??ng hi?u ??n t? Hàn Qu?c ch?t m?c giá bán r? nh?t phân khúc sedan h?ng B cho Kia Soluto dao ??ng t? 369-469 tri?u ??ng,giá,tích c?c,,,,
431,So sánh xe Kia Soluto và Honda City 2021: Giá bán quy?t ??nh t?t c??,"Do ?ó, hãng xe Nh?t B?n t? tin c?nh tranh b?ng m?c giá cao nh?t phân khúc",giá,tiêu c?c,,,,
431,So sánh xe Kia Soluto và Honda City 2021: Giá bán quy?t ??nh t?t c??,"S? h?u m?c giá cao nên Honda City c?ng ???c ""trang hoàng m?t ti?n"" khá ?n t??ng v?i c?m ?èn pha LED chia khoang, ?ây c?ng là trang b? cao c?p nh?t phân khúc sedan h?ng B t?i Vi?t Nam",tính n?ng và công ngh?,tích c?c,,,,
431,So sánh xe Kia Soluto và Honda City 2021: Giá bán quy?t ??nh t?t c??,"?áng ti?c, b? mâm xe kích th??c nh? ch? 14 inch thua thi?t so v?i các ??i th? cùng phân khúc",thi?t k?,tiêu c?c,,,,
431,So sánh xe Kia Soluto và Honda City 2021: Giá bán quy?t ??nh t?t c??,"??c bi?t, ???ng gân n?i c?a City rõ nét h?n khá nhi?u so v?i ??i th? và ??t ngay trên tay n?m c?a giúp gia t?ng hi?u ?ng chi?u cao cho ng??i nhìn",thi?t k?,tích c?c,,,,
431,So sánh xe Kia Soluto và Honda City 2021: Giá bán quy?t ??nh t?t c??,"Khi ??t n?i th?t 2 m?u xe này c?nh nhau, rõ ràng Kia Soluto ?ang thua thi?t h?n khá nhi?u v?i không gian t??ng ??i nghèo nàn, các chi ti?t hoàn thi?n c?a m?u xe này ??m ch?t bình dân v?i nh?a c?ng, ?i?u hòa c? khá thô",thi?t k?,tiêu c?c,,,,
431,So sánh xe Kia Soluto và Honda City 2021: Giá bán quy?t ??nh t?t c??,"Không gian gh? ng?i c?a City c?ng ""?n ??t"" ??i th? v?i s? r?ng rãi nh?t phân khúc sedan h?ng B, b? t? tay và c?a gió ?i?u hòa cho hành khách phía sau c?ng là ?i?m khác bi?t c?a City ??i m?i",thi?t k?,tích c?c,thi?t k?,tích c?c,,
431,So sánh xe Kia Soluto và Honda City 2021: Giá bán quy?t ??nh t?t c??,"Xét v? tính th?m m?, màn hình xe City c?ng ???c thi?t k? ?n t??ng h?n Soluto",thi?t k?,tích c?c,,,,
431,So sánh xe Kia Soluto và Honda City 2021: Giá bán quy?t ??nh t?t c??, Honda City 2021 hi?n ?ang là m?u xe mang ??n tr?i nghi?m lái thú v? nh?t cho ng??i dùng ? phân khúc sedan h?ng B,s?c m?nh,tích c?c,,,,
431,So sánh xe Kia Soluto và Honda City 2021: Giá bán quy?t ??nh t?t c??,"V? m?t gi?y t?, ??ng c? c?a Honda City 2021 ch? t?ng 1 mã l?c so v?i ??i tr??c, nh?ng l?i v??t tr?i hoàn toàn so v?i ??i th?",s?c m?nh,tích c?c,,,,
431,So sánh xe Kia Soluto và Honda City 2021: Giá bán quy?t ??nh t?t c??,"??i ng? so sánh xe chúng tôi ?ã tr?i nghi?m c?m giác v?n hành c?a m?u xe này, Honda City 2021 cho th?y vì sao ?ây là chi?c xe có giá cao nh?t phân khúc",giá,tiêu c?c,,,,
431,So sánh xe Kia Soluto và Honda City 2021: Giá bán quy?t ??nh t?t c??," Tuy nhiên, nh??c ?i?m s? ??n t? m?c giá cao nh?t phân khúc, g?n 600 tri?u ??ng cho phiên b?n cao c?p nh?t",giá,tiêu c?c,,,,
403,So sánh xe Hyundai Kona 2020 và Ford EcoSport 2020: L?a ch?n nào ngoài Kia Seltos?,"Xét v? kích th??c, Hyundai Kona ?ang chi?m ?u th? h?n khi ? nh?ng thông s? chi?u dài, r?ng, tr?c c? s? ??u ?n t??ng h?n ??i th? ??n t? M?",thi?t k?,tích c?c,,,,
403,So sánh xe Hyundai Kona 2020 và Ford EcoSport 2020: L?a ch?n nào ngoài Kia Seltos?,Nh??c ?i?m c?a Ford EcoSport 2020 ??n t? kh? n?ng cách âm v?n còn khá kém so v?i m?t b?ng chung c?a phân khúc,tính n?ng và công ngh?,tiêu c?c,,,,
403,So sánh xe Hyundai Kona 2020 và Ford EcoSport 2020: L?a ch?n nào ngoài Kia Seltos?,"Trong khi ?ó, Ford EcoSport là chi?c xe có giá bán t?t trong phân khúc cùng kh? n?ng lái th?c d?ng, tin c?y nh? kh?i ??ng c? 1.0 EcoBoost tr? danh c?a th??ng hi?u xe h?i M?",giá,tích c?c,,,,
442,"So sánh xe MG ZS 2021 và Ford EcoSport 2021: ""Tân binh"" ?? s?c thay th? ""c?u v??ng""",Các thông s? kích th??c c?a MG ZS 2021 và Ford EcoSport khá t??ng ??ng,thi?t k?,trung l?p,,,,
442,"So sánh xe MG ZS 2021 và Ford EcoSport 2021: ""Tân binh"" ?? s?c thay th? ""c?u v??ng""","Ford EcoSport 2021 không thay ??i ph?n thân so v?i ??i c?, v?n còn ?ó g??ng chi?u h?u ch?nh/g?p ?i?n k?t h?p báo r? d?ng bóng th??ng",thi?t k?,trung l?p,,,,
442,"So sánh xe MG ZS 2021 và Ford EcoSport 2021: ""Tân binh"" ?? s?c thay th? ""c?u v??ng""","B? mâm d?ng cánh hoa 17 inch ???c gi? nguyên t? ""ng??i ti?n nhi?m""",thi?t k?,trung l?p,,,,
442,"So sánh xe MG ZS 2021 và Ford EcoSport 2021: ""Tân binh"" ?? s?c thay th? ""c?u v??ng""","Không d?ng l?i ? ph?n ngo?i hình m?i, MG ZS 2021 ?ã bi?t cách l?y lòng ng??i dùng v?i khoang lái hi?n ??i h?n",thi?t k?,tích c?c,,,,
442,"So sánh xe MG ZS 2021 và Ford EcoSport 2021: ""Tân binh"" ?? s?c thay th? ""c?u v??ng"""," H?n n?a, MG ZS còn có gh? lái ch?nh ?i?n v??t tr?i h?n h?n b?n cao c?p c?a EcoSport v?n là gh? ch?nh c?",tính n?ng và công ngh?,tích c?c,,,,
442,"So sánh xe MG ZS 2021 và Ford EcoSport 2021: ""Tân binh"" ?? s?c thay th? ""c?u v??ng""","Hàng gh? sau xe có b? t? tay kiêm h?c ?? ??, nh?ng vi?c thi?u ?i c?a gió ?i?u hòa là thi?t thòi l?n v?i ng??i dùng EcoSport so v?i MG ZS",tính n?ng và công ngh?,tiêu c?c,,,,
