Word_idx,Word,POS,Tag
6,loạt,N,O
6,tính_năng,N,O
6,hỗ_trợ,V,O
6,người,N,O
6,lái,V,O
6,thuộc,V,O
6,gói,N,O
6,an_toàn,A,O
6,EyeSight,N,O
7,Với,E,O
7,những,L,O
7,công_nghệ,N,O
7,an_toàn,A,O
7,được,R,O
7,trang_bị,V,O
7,",",F,O
7,Mitsubishi,Np,B-SUB
7,Xpander,Np,I-SUB
7,2020,M,I-SUB
7,đang,R,O
7,tỏ,V,O
7,ra,V,O
7,vượt_trội,V,O
7,hơn,A,O
7,đối_thủ,N,B-OBJ
8,Ford,Np,B-SUB
8,Everest,Np,I-SUB
8,là,V,O
8,mẫu,N,O
8,xe,N,O
8,đi,V,O
8,đầu,N,O
8,trong,E,O
8,việc,N,O
8,trang_bị,V,O
8,những,L,O
8,công_nghệ,N,O
8,an_toàn,A,O
8,tiên_tiến,A,O
8,và,C,O
8,hiện_đại,A,O
8,nhất,A,O
8,trong,E,O
8,phân,N,B-OBJ
8,khúc,N,I-OBJ
8,SUV,Ny,I-OBJ
8,7,M,I-OBJ
8,chỗ,N,I-OBJ
8,tại,E,I-OBJ
8,Việt_Nam,Np,I-OBJ
8,từ,E,O
8,2,M,O
8,năm,N,O
8,trước,A,O
9,Mitsubishi,Np,B-SUB
9,Pajero,Np,I-SUB
9,Sport,Np,I-SUB
9,2021,M,I-SUB
9,mới,R,O
9,được,V,O
9,nâng_cấp,V,O
9,với,E,O
9,ngoại_hình,N,O
9,trẻ_trung,A,O
9,hơn,A,O
9,và,C,O
9,đặc_biệt,A,O
9,là,V,O
9,mẫu,N,O
9,SUV,Ny,O
9,này,P,O
9,giờ_đây,P,O
9,đã,R,O
9,đầy_ắp,A,O
9,công_nghệ,N,O
9,an_toàn,A,O
9,so,V,O
9,với,E,O
9,chính,T,B-OBJ
9,phiên_bản,N,I-OBJ
9,tiền_nhiệm,A,I-OBJ
10,Toyota_Fortuner,N,B-SUB
10,2021,M,I-SUB
10,bổ_sung,V,O
10,bản,Nc,O
10,Legender,Np,O
10,với,E,O
10,ngoại_hình,N,O
10,tươi,A,O
10,mới,R,O
10,",",F,O
10,đặc_biệt,A,O
10,chiếc,Nc,O
10,xe,N,O
10,này,P,O
10,đã,R,O
10,sở_hữu,V,O
10,nhiều,A,O
10,công_nghệ,N,O
10,an_toàn,A,O
10,hơn,A,O
10,hẳn,R,O
10,so,V,O
10,với,E,O
10,đời,N,B-OBJ
10,cũ,A,I-OBJ
11,Như_vậy,X,O
11,",",F,O
11,có_thể,R,O
11,thấy,V,O
11,MG,Ny,B-SUB
11,ZS,Ny,I-SUB
11,2021,M,I-SUB
11,nhỉnh,N,O
11,hơn,A,O
11,đối_thủ,N,B-OBJ
11,ở,E,O
11,phương_diện,N,O
11,an_toàn,A,O
11,",",F,O
11,đồng_thời,V,O
11,chiếc,Nc,O
11,xe,N,O
11,này,P,O
11,còn,R,O
11,mới,R,O
11,đạt,V,O
11,chứng_nhận,V,O
11,an_toàn,A,O
11,5,M,O
11,sao,N,O
11,do,E,O
11,ASEAN,Ny,O
11,NCAP,Ny,O
11,cấp,V,O
12,Tuy_nhiên,C,O
12,",",F,O
12,chiếc,Nc,B-SUB
12,xe,N,I-SUB
12,do,E,I-SUB
12,Thaco,Np,I-SUB
12,lắp_ráp,V,O
12,có,V,O
12,khá,R,O
12,ít,A,O
12,công_nghệ,N,O
12,an_toàn,A,O
12,so,V,O
12,với,E,O
12,đối_thủ,N,B-OBJ
12,trực_tiếp,A,O
12,là,V,O
12,một,M,O
12,nhược_điểm,N,O
12,lớn,A,O
12,của,E,O
12,xe,N,O
13,Trước_đây,N,O
13,",",F,O
13,Ford,Np,B-SUB
13,Everest,Np,I-SUB
13,luôn,R,O
13,dẫn_đầu,V,O
13,phân,N,B-OBJ
13,khúc,N,I-OBJ
13,nhờ,V,O
13,sở_hữu,V,O
13,hàng_loạt,N,O
13,công_nghệ,N,O
13,an_toàn,A,O
13,cao_cấp,A,O
14,Hyundai,Np,B-SUB
14,có,V,O
14,cảm_biến,N,O
14,góc,N,O
14,đầu,N,O
14,xe,N,O
14,",",F,O
14,trang_bị,V,O
14,hơn,A,O
14,hẳn,R,O
14,đối_thủ,N,B-OBJ
14,Corolla_Altis,Np,I-OBJ
15,Mitsubishi,Np,B-SUB
15,Xpander,Np,I-SUB
15,Cross,Np,I-SUB
15,2020,M,I-SUB
15,sẽ,R,O
15,tương_tự,A,O
15,như,C,O
15,Xpander,Np,B-OBJ
15,đang,R,I-OBJ
15,bán,V,I-OBJ
15,ở,E,I-OBJ
15,Việt_Nam,Np,I-OBJ
15,về,E,O
15,các,L,O
15,công_nghệ,N,O
15,an_toàn,A,O
16,Và,C,O
16,Mitsubishi,Np,B-SUB
16,Triton,Np,I-SUB
16,2020,M,I-SUB
16,và,C,I-SUB
16,Toyota_Hilux,Np,I-SUB
16,2020,M,I-SUB
16,sở_hữu,V,O
16,công_nghệ,N,O
16,an_toàn,A,O
16,hàng_đầu,N,O
16,phân,V,B-OBJ
16,khúc,N,I-OBJ
16,giúp,V,O
16,hỗ_trợ,V,O
16,người,N,O
16,lái,V,O
16,an_toàn,A,O
16,hơn,A,O
16,khi,N,O
16,di_chuyển,V,O
16,trên,E,O
16,đường,N,O
17,Trong,E,O
17,khi,N,O
17,đó,P,O
17,",",F,O
17,MG,Ny,B-SUB
17,ZS,Ny,I-SUB
17,2020,M,I-SUB
17,có,V,O
17,lợi_thế,N,O
17,với,E,O
17,nhiều,A,O
17,công_nghệ,N,O
17,an_toàn,A,O
17,hơn,R,O
17,",",F,O
17,đây,P,O
17,là,V,O
17,yếu_tố,N,O
17,thường,R,O
17,thấy,V,O
17,của,E,O
17,những,L,O
17,mẫu,N,O
17,xe,N,O
17,thuộc,V,O
17,sở_hữu,N,O
17,của,E,O
17,người,Nc,O
17,Trung_Quốc,Np,O
18,So,V,O
18,với,E,O
18,đối_thủ,N,B-OBJ
18,",",F,O
18,Tucson,Np,B-SUB
18,thiếu,V,O
18,camera,N,O
18,quan_sát,V,O
18,phía,N,O
18,trước,A,O
18,",",F,O
18,bởi,E,O
18,đơn_giản,A,O
18,chiếc,Nc,O
18,xe,N,O
18,này,P,O
18,không,R,O
18,có,V,O
18,gói,N,O
18,an_toàn,A,O
18,camera,N,O
18,360,M,O
18,độ,N,O
19,Không,R,O
19,có,V,O
19,quá,R,O
19,nhiều,A,O
19,công_nghệ,N,O
19,an_toàn,A,O
19,như,C,O
19,đối_thủ,N,B-OBJ
19,nên,C,O
19,tay_lái,N,O
19,của,E,O
19,Tucson,Np,B-SUB
19,chỉ,R,O
19,có,V,O
19,những,L,O
19,phím,N,O
19,chức_năng,N,O
19,cơ_bản,A,O
19,như,C,O
19,điều_chỉnh,V,O
19,âm_lượng,N,O
19,",",F,O
19,ra_lệnh,V,O
19,giọng,N,O
19,nói,V,O
19,",",F,O
19,chuyển,V,O
19,kênh,N,O
19,radio,N,O
19,.,F,O
19,.,F,O
20,Có_thể,R,O
20,nói,V,O
20,",",F,O
20,BMW,Ny,B-SUB
20,X7,Ny,I-SUB
20,2020,M,I-SUB
20,đang,R,O
20,là,V,O
20,chiếc,Nc,O
20,xe,N,O
20,dẫn_đầu,V,O
20,khi,N,O
20,được,V,O
20,trang,Nc,O
20,hàng_loạt,N,O
20,công_nghệ,N,O
20,an_toàn,A,O
20,cao_cấp,A,O
21,Đến,E,O
21,nay,P,O
21,",",F,O
21,Toyota_Rush,Np,B-SUB
21,2020,M,I-SUB
21,vẫn,R,O
21,là,V,O
21,mẫu,N,O
21,xe,N,O
21,an_toàn,A,O
21,nhất,R,O
21,phân,V,B-OBJ
21,khúc,N,I-OBJ
21,MPV,Ny,I-OBJ
21,tại,E,I-OBJ
21,Việt_Nam,Np,I-OBJ
21,khi,N,O
21,đạt,V,O
21,tiêu_chuẩn,N,O
21,an_toàn,A,O
21,5,M,O
21,sao,N,O
21,của,E,O
21,ASEAN,Ny,O
21,NCAP,Ny,O
21,nhờ,V,O
21,hàng_loạt,N,O
21,tính_năng,N,O
21,an_toàn,A,O
22,Toyota_Fortuner,N,B-SUB
22,2020,M,I-SUB
22,là,V,O
22,mẫu,N,O
22,xe,N,O
22,hiện,N,O
22,được,R,O
22,cung_cấp,V,O
22,ít,A,O
22,công_nghệ,N,O
22,an_toàn,A,O
22,nhất,R,O
22,phân,V,O
22,khúc,N,O
22,SUV,Ny,O
22,7,M,O
22,chỗ,N,O
22,tại,E,O
22,Việt_Nam,Np,O
23,Nhắc,V,O
23,đến,E,O
23,công_nghệ,N,O
23,an_toàn,A,O
23,",",F,O
23,Ford,Np,B-SUB
23,Everest,Np,I-SUB
23,2020,M,I-SUB
23,có_thể,R,O
23,"""",F,O
23,vỗ_ngực,V,O
23,"""",F,O
23,tuyên_bố,V,O
23,mình,P,O
23,sở_hữu,V,O
23,nhiều,A,O
23,trang_bị,N,O
23,nhất,A,O
23,phân,N,B-OBJ
23,khúc,N,I-OBJ
24,Theo,V,O
24,công_bố,N,O
24,",",F,O
24,MG,Ny,B-SUB
24,HS,Ny,I-SUB
24,2020,M,I-SUB
24,là,V,O
24,một,M,O
24,trong,E,O
24,những,L,O
24,chiếc,Nc,O
24,xe,N,O
24,an_toàn,A,O
24,nhất,R,O
24,phân,V,B-OBJ
24,khúc,N,I-OBJ
24,nhờ,V,O
24,sở_hữu,V,O
24,nhiều,A,O
24,công_nghệ,N,O
24,tiên_tiến,A,O
25,Trong,E,B-OBJ
25,phân,N,I-OBJ
25,khúc,N,I-OBJ
25,CUV,Ny,I-OBJ
25,tại,E,I-OBJ
25,Việt_Nam,Np,I-OBJ
25,",",F,O
25,Subaru,Np,B-SUB
25,Forester,Np,I-SUB
25,GT,Ny,I-SUB
25,Edition,Np,I-SUB
25,2020,M,O
25,sở_hữu,N,O
25,nhiều,A,O
25,trang_bị,N,O
25,an_toàn,A,O
25,nhất,A,O
26,Toyota_Rush,N,B-SUB
26,2020,M,I-SUB
26,chính,T,O
26,là,V,O
26,chiếc,Nc,O
26,xe,N,O
26,an_toàn,A,O
26,nhất,R,O
26,phân,V,B-OBJ
26,khúc,N,I-OBJ
26,MPV,Ny,O
26,tại,E,O
26,Việt_Nam,Np,O
27,Mazda,N,B-SUB
27,3,M,I-SUB
27,2020,M,I-SUB
27,đang,R,O
27,là,V,O
27,chiếc,Nc,O
27,xe,N,O
27,nhiều,A,O
27,công_nghệ,N,O
27,an_toàn,A,O
27,nhất,R,O
27,phân,V,B-OBJ
27,khúc,N,I-OBJ
27,xe,N,I-OBJ
27,hạng,N,I-OBJ
27,C,Np,I-OBJ
27,tại,E,I-OBJ
27,Việt_Nam,Np,I-OBJ
28,Toyota_Vios,N,B-SUB
28,2020,M,I-SUB
28,có,V,O
28,nhiều,A,O
28,trang_bị,N,O
28,an_toàn,A,O
28,hơn,A,O
28,hẳn,R,O
28,đối_thủ,N,B-OBJ
29,Mazda,N,B-SUB
29,3,M,I-SUB
29,2020,M,I-SUB
29,đang,R,O
29,là,V,O
29,mẫu,N,O
29,xe,N,O
29,sở_hữu,V,O
29,nhiều,A,O
29,công_nghệ,N,O
29,an_toàn,A,O
29,nhất,R,O
29,phân,V,B-OBJ
29,khúc,N,I-OBJ
29,sedan,N,I-OBJ
29,hạng,N,I-OBJ
29,C,Np,I-OBJ
29,tại,E,I-OBJ
29,Việt_Nam,Np,I-OBJ
30,BMW,Ny,B-SUB
30,X3,Ny,I-SUB
30,2020,M,I-SUB
30,được,V,O
30,trang_bị,V,O
30,ít,A,O
30,công_nghệ,N,O
30,an_toàn,A,O
30,hơn,R,O
30,đối_thủ,N,B-OBJ
31,Theo,E,O
31,đó,P,O
31,",",F,O
31,Subaru,Np,B-SUB
31,Forester,Np,I-SUB
31,thế_hệ,N,O
31,thứ,N,O
31,5,M,O
31,là,V,O
31,mẫu,N,O
31,xe,N,O
31,an_toàn,A,O
31,nhất,R,O
31,phân,V,B-OBJ
31,khúc,N,I-OBJ
31,CUV,Ny,I-OBJ
31,với,E,O
31,hàng_loạt,N,O
31,tính_năng,N,O
31,hỗ_trợ,V,O
31,lái_xe,N,O
31,an_toàn,A,O
31,tiên_tiến,A,O
31,nhất,A,O
31,thế_giới,N,O
31,hiện_nay,N,O
32,Thứ_ba,N,O
32,",",F,O
32,thời_điểm,N,O
32,hiện_tại,N,O
32,",",F,O
32,Mitsubishi,Np,B-SUB
32,Outlander,Np,I-SUB
32,mới,R,O
32,đang,R,O
32,tỏ,V,O
32,ra,V,O
32,là,V,O
32,mình,P,O
32,có,V,O
32,nhiều,A,O
32,công_nghệ,N,O
32,an_toàn,A,O
32,hơn,R,O
32,",",F,O
32,đặc_biệt,A,O
32,khi,N,O
32,mua,V,O
32,xe,N,O
32,bản,N,O
32,cao_cấp,A,O
32,còn,R,O
32,được,V,O
32,tặng,V,O
32,camera,N,O
32,360,M,O
32,độ,N,O
33,So,V,O
33,với,E,O
33,Hyundai_Accent,Np,B-OBJ
33,2019,M,I-OBJ
33,",",F,O
33,Toyota_Vios,Np,B-SUB
33,2019,M,I-SUB
33,sở_hữu,N,O
33,ít,A,O
33,tính_năng,N,O
33,an_toàn,A,O
33,hơn,A,O
34,Các,L,O
34,tính_năng,N,O
34,an_toàn,A,O
34,trên,E,O
34,Mazda,Np,B-SUB
34,CX,Np,I-SUB
34,-,F,I-SUB
34,8,M,I-SUB
34,được,V,O
34,đánh_giá,V,O
34,là,V,O
34,đầy_đủ,A,O
34,nhất,A,O
34,phân,N,B-OBJ
34,khúc,N,I-OBJ
34,tại,E,I-OBJ
34,Việt_Nam,Np,I-OBJ
35,Các,L,O
35,trang_bị,N,O
35,an_toàn,A,O
35,của,E,O
35,Suzuki_Ciaz,Np,B-SUB
35,2019,M,I-SUB
35,nghèo_nàn,A,O
35,hơn,R,O
35,so,V,O
35,với,E,O
35,đối_thủ,N,B-OBJ
35,khi,N,O
35,chỉ,R,O
35,có,V,O
35,2,M,O
35,túi,N,O
35,khí,N,O
35,",",F,O
35,hệ_thống,N,O
35,phân_phối,V,O
35,lực,N,O
35,phanh,N,O
35,điện_tử,N,O
35,EBD,Ny,O
35,",",F,O
35,hệ_thống,N,O
35,chống,V,O
35,bó,Nc,O
35,cứng,N,O
35,phanh,N,O
35,ABS,Ny,O
35,",",F,O
35,hệ_thống,N,O
35,hỗ_trợ_lực,V,O
35,phanh,N,O
35,khẩn_cấp,A,O
35,EBA,Ny,O
35,",",F,O
35,hệ_thống,N,O
35,chống,V,O
35,trộm,N,O
35,và,C,O
35,camera,N,O
35,lùi,V,O
35,phía,N,O
35,sau,E,O
35,góc,N,O
35,rộng,A,O
36,Tổng_kết,V,O
36,lại,R,O
36,",",F,O
36,Mazda,Np,B-SUB
36,CX,Np,I-SUB
36,-,F,I-SUB
36,8,M,I-SUB
36,2019,M,I-SUB
36,đang,R,O
36,có,V,O
36,phần,N,O
36,lợi_thế,A,O
36,hơn,A,O
36,nếu,C,O
36,xét,V,O
36,về,E,O
36,ngoại_hình,N,O
36,và,C,O
36,công_nghệ,N,O
36,an_toàn,A,O
36,",",F,O
36,tiện_nghi,N,O
36,so,V,O
36,với,E,O
36,đối_thủ,N,B-OBJ
36,Ford_Everest,Np,O
37,Xét,V,O
37,về,E,O
37,những,L,O
37,trang_bị,N,O
37,an_toàn,A,O
37,thì,C,O
37,Honda,Np,B-SUB
37,City,Np,I-SUB
37,2019,M,I-SUB
37,vượt_trội,N,O
37,so,V,O
37,với,E,O
37,đối_thủ,N,B-OBJ
38,Người,N,O
38,dùng,V,O
38,Honda,Np,B-SUB
38,City,Np,I-SUB
38,sẽ,R,O
38,phải,V,O
38,chi,V,O
38,ra,V,O
38,khoản,N,O
38,tiền,N,O
38,lớn,A,O
38,nhất,R,O
38,phân,N,B-OBJ
38,khúc,N,I-OBJ
38,",",F,O
38,cùng,C,O
38,với,E,O
38,đó,P,O
38,xe,N,O
38,cũng,R,O
38,sở_hữu,V,O
38,nhiều,A,O
38,công_nghệ,N,O
38,an_toàn,A,O
38,vượt_trội,R,O
38,hoàn_toàn,A,O
38,so,V,O
38,với,E,O
38,Kia_Soluto,Np,O
38,2019,M,O
39,Ở,E,O
39,phiên_bản,N,O
39,vừa,R,O
39,nâng_cấp,V,O
39,với,E,O
39,gói,Nc,O
39,công_nghệ,N,O
39,i,M,O
39,-,F,O
39,Activsense,Np,O
39,",",F,O
39,Mazda,Np,B-SUB
39,CX,Ny,I-SUB
39,-,F,I-SUB
39,5,M,I-SUB
39,trở_thành,V,O
39,mẫu,N,O
39,xe,N,O
39,sở_hữu,V,O
39,nhiều,A,O
39,công_nghệ,N,O
39,an_toàn,A,O
39,nhất,R,O
39,phân,V,B-OBJ
39,khúc,N,I-OBJ
40,Ở,E,O
40,phiên_bản,N,O
40,vừa,R,O
40,nâng_cấp,V,O
40,với,E,O
40,gói,Nc,O
40,công_nghệ,N,O
40,i,M,O
40,-,F,O
40,Activsense,Np,O
40,",",F,O
40,Mazda,Np,B-SUB
40,CX,Ny,I-SUB
40,-,F,I-SUB
40,5,M,I-SUB
40,trở_thành,V,O
40,mẫu,N,O
40,xe,N,O
40,sở_hữu,V,O
40,nhiều,A,O
40,công_nghệ,N,O
40,an_toàn,A,O
40,nhất,R,O
40,phân,V,B-OBJ
40,khúc,N,I-OBJ
41,Nhìn_chung,N,O
41,",",F,O
41,xét,V,O
41,nhiều,A,O
41,khía_cạnh,N,O
41,thì,C,O
41,Mazda,Np,B-SUB
41,CX,Ny,I-SUB
41,-,F,I-SUB
41,5,M,I-SUB
41,thế_hệ,N,O
41,6.5,M,O
41,đang,R,O
41,tỏ,V,O
41,ra,V,O
41,vượt_trội,V,O
41,hơn,R,O
41,Hyundai_Tucson,Np,B-OBJ
41,2019,M,I-OBJ
41,về,E,O
41,mặt,N,O
41,trang_bị,V,O
41,an_toàn,A,O
41,",",F,O
41,khả_năng,N,O
41,vận_hành,V,O
42,Xét,V,O
42,một_cách,N,O
42,tổng_thể,N,O
42,",",F,O
42,Nissan,Np,B-SUB
42,X,Np,I-SUB
42,-,F,I-SUB
42,Trail,Np,I-SUB
42,V,Np,I-SUB
42,-,F,I-SUB
42,Series,Np,I-SUB
42,2019,M,I-SUB
42,chỉ,R,O
42,hơn,A,O
42,Hyundai,Np,B-OBJ
42,Tucson,Np,I-OBJ
42,ở,E,O
42,một_số,L,O
42,công_nghệ,N,O
42,an_toàn,A,O
42,và,C,O
42,hàng,N,O
42,ghế,N,O
42,thứ,N,O
42,3,M,O
42,",",F,O
42,còn,C,O
42,hầu_hết,R,O
42,thiết_kế,V,O
42,nội,N,O
42,/,F,O
42,ngoại_thất,N,O
42,đều,R,O
42,kém,A,O
42,xa,A,O
42,đối_thủ,N,O
42,đến,V,O
42,từ,E,O
42,Hàn_Quốc,Np,O
43,Về,E,O
43,trang_bị,V,O
43,an_toàn,A,O
43,",",F,O
43,V,Np,B-SUB
43,-,F,I-SUB
43,Class,Np,I-SUB
43,có,V,O
43,chút,L,O
43,nhỉnh,A,O
43,hơn,R,O
43,với,E,O
43,10,M,O
43,túi,N,O
43,khí,N,O
43,bởi,E,O
43,lẽ,N,O
43,Traveller,Np,B-OBJ
43,chỉ,R,O
43,có,V,O
43,6,M,O
43,túi,N,O
43,khí,N,O
44,Tuy_nhiên,C,O
44,",",F,O
44,xét,V,O
44,về,E,O
44,tổng_thể,N,O
44,thì,C,O
44,Peugeot,Np,B-SUB
44,Traveller,Np,I-SUB
44,vượt_trội,V,O
44,hơn,A,O
44,đối_thủ,N,B-OBJ
44,khá,R,O
44,nhiều,A,O
44,",",F,O
44,cả,P,O
44,về,V,O
44,trang_bị,V,O
44,",",F,O
44,không_gian,N,O
44,cho,V,O
44,tới,E,O
44,an_toàn,A,O
45,Tuy_nhiên,C,O
45,",",F,O
45,Toyota_Hilux,Np,B-SUB
45,vẫn,R,O
45,tốt,A,O
45,hơn,R,O
45,một_chút,L,O
45,vì,E,O
45,có,V,O
45,tới,E,O
45,6,M,O
45,túi,N,O
45,khí,N,O
45,an_toàn,A,O
45,",",F,O
45,gấp,V,O
45,3,M,O
45,lần,N,O
45,so,V,O
45,với,E,O
45,Colorado,Np,B-OBJ
45,chỉ,R,O
45,có,V,O
45,2,M,O
45,túi,N,O
45,khí,N,O
45,cơ_bản,A,O
46,Tuy_nhiên,C,O
46,",",F,O
46,Mazda,Np,B-SUB
46,6,M,I-SUB
46,nhỉnh,N,O
46,hơn,A,O
46,về,E,O
46,trang_bị,N,O
46,an_toàn,A,O
47,Tương_tự,A,O
47,như,C,O
47,Everest,Np,B-OBJ
47,thì,C,O
47,Pajero_Sport,Np,B-SUB
47,2019,M,I-SUB
47,cũng,R,O
47,được,V,O
47,trang_bị,V,O
47,7,M,O
47,túi,N,O
47,khí,N,O
47,an_toàn,A,O
48,Mẫu,N,B-SUB
48,SUV,Ny,I-SUB
48,Nhật_Bản,Np,I-SUB
48,có,V,O
48,phần,N,O
48,nhỉnh,A,O
48,hơn,A,O
48,về,E,O
48,trang_bị,N,O
48,an_toàn,A,O
48,khi,N,O
48,được,V,O
48,bố_trí,V,O
48,lên,V,O
48,tới,E,O
48,7,M,O
48,túi,N,O
48,khí,N,O
48,",",F,O
48,bổ_sung,V,O
48,hệ_thống,N,O
48,kiểm_soát,V,O
48,lực,N,O
48,kéo,V,O
48,hoạt_động,N,O
48,cùng,A,O
48,với,E,O
48,hệ_thống,N,O
48,cân_bằng,N,O
48,điện_tử,N,O
49,Ford,Np,B-SUB
49,Everest_Titanium,Np,I-SUB
49,2019,M,I-SUB
49,tiếp_tục,V,O
49,nhỉnh,V,O
49,hơn,A,O
49,đối_thủ,N,B-OBJ
49,về,E,O
49,trang_bị,N,O
49,an_toàn,A,O
49,khi,N,O
49,sở_hữu,V,O
49,hàng_loạt,N,O
49,tính_năng,N,O
49,cao_cấp,A,O
50,Tương_tự,A,O
50,như,C,O
50,Everest,Np,B-OBJ
50,thì,C,O
50,Pajero_Sport,Np,B-SUB
50,2019,M,I-SUB
50,cũng,R,O
50,được,V,O
50,trang_bị,V,O
50,7,M,O
50,túi,N,O
50,khí,N,O
50,an_toàn,A,O
51,Ở,E,O
51,trang_bị,N,O
51,an_toàn,A,O
51,",",F,O
51,Kia_Cerato,Np,B-SUB
51,2019,M,I-SUB
51,2.0,M,I-SUB
51,AT,Ny,I-SUB
51,cũng,R,O
51,cao_cấp,A,O
51,và,C,O
51,được,V,O
51,chú_trọng,V,O
51,hơn,R,O
51,so,V,O
51,với,E,O
51,bản,N,B-OBJ
51,1.6,M,I-OBJ
51,AT,Np,I-OBJ
52,Về,E,O
52,trang_bị,V,O
52,an_toàn,A,O
52,",",F,O
52,Vinfast_Fadil,Np,B-SUB
52,đã,R,O
52,vượt,V,O
52,xa,A,O
52,Spark,Np,O
52,và,C,O
52,có_thể,R,O
52,được,V,O
52,coi,V,O
52,là,C,O
52,mẫu,N,O
52,xe,N,O
52,an_toàn,A,O
52,nhất,R,O
52,phân,V,B-OBJ
52,khúc,N,I-OBJ
52,khi,N,O
52,sở_hữu,V,O
52,những,L,O
52,công_nghệ,N,O
52,đắt,A,O
52,tiền,N,O
53,Tuy_nhiên,C,O
53,",",F,O
53,về,E,O
53,mặt,N,O
53,trang_bị,V,O
53,an_toàn,A,O
53,dường_như,R,O
53,Fadil,Np,B-SUB
53,đang,R,O
53,lấn_át,V,O
53,khá,R,O
53,nhiều,A,O
53,đối_thủ,N,B-OBJ
53,",",F,O
53,kể_cả,N,O
53,Brio,Np,O
54,Ở,E,O
54,khía_cạnh,N,O
54,an_toàn,A,O
54,",",F,O
54,Camry,Np,B-SUB
54,dường_như,R,O
54,nhỉnh,A,O
54,hơn,A,O
54,đối_thủ,N,B-OBJ
54,một_chút,L,O
54,khi,N,O
54,có,V,O
54,thêm,V,O
54,hẳn,R,O
54,loạt,N,O
54,tính_năng,A,O
55,Nhìn_chung,N,O
55,",",F,O
55,VinFast,N,B-SUB
55,Fadil,Np,I-SUB
55,2019,M,I-SUB
55,được,V,O
55,trang_bị,V,O
55,nhiều,A,O
55,tiện_nghi,N,O
55,hiện_đại,A,O
55,và,C,O
55,ứng_dụng,V,O
55,nhiều,A,O
55,công_nghệ,N,O
55,nâng,V,O
55,cao,A,O
55,tính_năng,N,O
55,an_toàn,A,O
55,so,V,O
55,với,E,O
55,Toyota_Wigo,Np,B-OBJ
55,2019,M,I-OBJ
56,Mẫu,N,B-SUB
56,Hatchback,Np,I-SUB
56,của,E,I-SUB
56,Honda,Np,I-SUB
56,có,V,O
56,phần,N,O
56,vượt_trội,V,O
56,hơn,A,O
56,về,E,O
56,trang_bị,N,O
56,an_toàn,A,O
57,Nissan,Np,B-SUB
57,Sunny,Np,I-SUB
57,XV,Ny,I-SUB
57,tiếp_tục,V,O
