Word_idx,Word,POS,Tag
612,với,E,O
612,Honda_Civic,Np,B-OBJ
612,",",F,O
612,về,E,O
612,lý_thuyết,N,O
612,thì,C,O
612,sẽ,R,O
612,giúp,V,O
612,mang,V,O
612,lại,R,O
612,kích_thước,N,O
612,bề_thế,A,O
612,hơn,A,O
612,",",F,O
612,bên,N,O
612,cạnh,N,O
612,đó,P,O
612,là,V,O
612,độ,N,O
612,rộng_rãi,A,O
612,",",F,O
612,thoái,N,O
612,mái,N,O
612,trong,E,O
612,không_gian,N,O
612,nội_thất,N,O
612,và,C,O
612,khả_năng,N,O
612,vận_hành,V,O
612,linh_hoạt,V,O
612,trong,E,O
612,điều_kiện,N,O
612,đường_sá,N,O
612,gồ_ghề,A,O
613,Bù,V,O
613,lại,R,O
613,",",F,O
613,mẫu,N,B-SUB
613,xe,N,I-SUB
613,Pháp,Np,I-SUB
613,có,V,O
613,cửa_sổ,N,O
613,trời,N,O
613,toàn_cảnh,V,O
613,panoramic,A,O
613,",",F,O
613,hệ_thống,N,O
613,đèn,N,O
613,viền,V,O
613,nội_thất,N,O
613,ambient,V,O
613,light,N,O
613,“,F,O
613,nịnh,V,O
613,mắt,N,O
613,”,F,O
613,hơn,A,O
613,cửa_sổ,N,O
613,sunroof,V,O
613,trên,E,O
613,đối_thủ,N,B-OBJ
614,Ngoài_ra,X,O
614,",",F,O
614,khoảng,N,O
614,sáng,N,O
614,gầm,V,O
614,xe,N,O
614,của,E,O
614,mẫu,N,B-SUB
614,xe,N,I-SUB
614,Hàn_đạt,V,O
614,150mm,M,O
614,",",F,O
614,lợi_thế,A,O
614,hơn,R,O
614,khá,R,O
614,nhiều,A,O
614,so,V,O
614,với,E,O
614,con_số,N,O
614,135mm,M,O
614,trên,E,O
614,Honda_City,Np,B-OBJ
615,Về,E,O
615,phần,N,O
615,đuôi,N,O
615,xe,N,O
615,",",F,O
615,Colorado,Np,B-SUB
615,có,V,O
615,thiết_kế,V,O
615,cứng_cáp,A,O
615,với,E,O
615,cụm,N,O
615,đèn,N,O
615,hậu,N,O
615,dạng,N,O
615,3,M,O
615,tầng,N,O
615,",",F,O
615,các,L,O
615,chi_tiết,N,O
615,đều,R,O
615,được,V,O
615,vuốt,V,O
615,góc_cạnh,A,O
615,hơn,R,O
615,so,V,O
615,với,E,O
615,đối_thủ,N,B-OBJ
616,Chevrolet,Np,B-SUB
616,Trax,Np,I-SUB
616,sở_hữu,V,O
616,thiết_kế,V,O
616,lai,N,O
616,hiện_đại,A,O
616,và,C,O
616,bắt_mắt,V,O
616,hơn,A,O
616,so,V,O
616,với,E,O
616,đối_thủ,N,B-OBJ
617,Trong,E,O
617,khi,N,O
617,đó,P,O
617,",",F,O
617,ở,E,O
617,phiên_bản,N,O
617,này,P,O
617,Ecosport,Np,B-SUB
617,chỉ,R,O
617,sử_dụng,V,O
617,cụm,N,O
617,đèn,N,O
617,dạng,N,O
617,halogen,N,O
617,đơn_giản,A,O
617,",",F,O
617,điểm,N,O
617,cộng,V,O
617,ở,E,O
617,thế_hệ,N,O
617,mới,R,O
617,này,P,O
617,là,V,O
617,cụm,N,O
617,đèn,N,O
617,sương_mù,N,O
617,được,V,O
617,thiết_kế,V,O
617,sắc,N,O
617,xảo,A,O
617,hơn,R,O
617,so,V,O
617,với,E,O
617,bóng,N,O
617,tròn,A,O
617,như,C,O
617,phiên_bản,N,B-OBJ
617,cũ,A,I-OBJ
618,So,V,O
618,với,E,O
618,đối_thủ,N,B-OBJ
618,",",F,O
618,Ecosport,Np,B-SUB
618,có,V,O
618,thiết_kế,V,O
618,rắn_rỏi,A,O
618,hơn,A,O
618,",",F,O
618,thể_hiện,V,O
618,ở,E,O
618,những,L,O
618,đường,N,O
618,gân,N,O
618,dập,V,O
618,nổi,R,O
618,dứt_khoát,A,O
618,từ,E,O
618,phần,N,O
618,hốc,N,O
618,bánh,N,O
618,trước,A,O
618,đến,E,O
618,tận,E,O
618,cụm,N,O
618,đèn,N,O
618,hậu,A,O
618,phía,N,O
618,sau,N,O
618,tăng,V,O
618,tính_năng,N,O
618,khí,N,O
618,động_học,A,O
618,",",F,O
618,viền,V,O
618,cửa,N,O
618,mạ,V,O
618,chrome,N,O
618,sang_trọng,A,O
618,",",F,O
618,gương,N,O
618,chiếu,V,O
618,hậu,N,O
618,chỉnh,V,O
618,/,F,O
618,gập,N,O
618,điện,N,O
618,thiết_kế,V,O
618,2,M,O
618,tone,N,O
618,màu,N,O
618,đẹp_mắt,A,O
619,CX,Ny,B-SUB
619,-,F,I-SUB
619,5,M,I-SUB
619,trang_bị,N,O
619,2,M,O
619,ống_xả,N,O
619,viền,N,O
619,chrome,N,O
619,khá,R,O
619,thể_thao,N,O
619,trong,E,O
619,khi,N,O
619,đó,P,O
619,đối_thủ,N,B-OBJ
619,chỉ,R,O
619,là,V,O
619,ống_xả,N,O
619,đơn,N,O
619,kém,A,O
619,sang,V,O
619,hơn,A,O
620,Bên,N,O
620,sườn,N,O
620,xe,N,O
620,",",F,O
620,Kia,Np,B-SUB
620,Rio,Np,I-SUB
620,nhỉnh,V,O
620,hơn,R,O
620,City,Np,B-OBJ
620,khi,N,O
620,được,V,O
620,trang_bị,V,O
620,bộ,N,O
620,lazang,N,O
620,đúc,V,O
620,hợp_kim,N,O
620,nhôm,N,O
620,với,E,O
620,kích_thước,N,O
620,17,M,O
620,-,F,O
620,inch,V,O
621,Cụm,N,O
621,đèn_pha,N,O
621,của,E,O
621,Triton,Np,B-SUB
621,MIVEC,Ny,I-SUB
621,cùng,A,O
621,đối_thủ,N,O
621,BT,Ny,B-OBJ
621,-,F,I-OBJ
621,50,M,I-OBJ
621,3.2,M,I-OBJ
621,AT,Ny,I-OBJ
621,4WD,M,I-OBJ
621,cùng,A,O
621,sử_dụng,V,O
621,bóng,N,O
621,Halogen,Np,O
621,và,C,O
621,có,V,O
621,tính_năng,N,O
621,tự_động,A,O
621,bật,V,O
621,/,F,O
621,tắt,A,O
621,",",F,O
621,hiện_đại,A,O
621,và,C,O
621,tiện_lợi,A,O
622,Fortuner,N,B-SUB
622,2.5,M,I-SUB
622,G,Np,I-SUB
622,lịch_lãm,V,O
622,với,E,O
622,các,L,O
622,góc,N,O
622,bo,V,O
622,tinh_tế,A,O
622,",",F,O
622,cụm,N,O
622,đèn,N,O
622,hậu,V,O
622,tạo_hình,V,O
622,vòng_tròn,N,O
622,",",F,O
622,đèn,N,O
622,phản_quang,V,O
622,mảnh_dẻ,A,O
622,và,C,O
622,đuôi,N,O
622,lướt,V,O
622,gió,N,O
622,lộ,V,O
622,diện,V,O
622,rõ,A,O
622,hơn,R,O
622,so,V,O
622,với,E,O
622,đối_thủ,N,B-OBJ
623,Dải_đèn,N,O
623,LED,Ny,O
623,chạy,V,O
623,ban_ngày,N,O
623,được,V,O
623,vuốt,N,O
623,cong,V,O
623,ấn_tượng,N,O
623,kết_hợp,V,O
623,với,E,O
623,bóng,N,O
623,halogen,N,O
623,tạo,V,O
623,cho,E,O
623,mặt,N,O
623,trước,A,O
623,của,E,O
623,Captiva,Np,B-SUB
623,Revv,Np,I-SUB
623,cái,Nc,O
623,nhìn,V,O
623,dữ_dằn,N,O
623,",",F,O
623,hầm_hố,A,O
623,hơn,R,O
623,so,V,O
623,với,E,O
623,phiên_bản,N,B-OBJ
623,tiền_nhiệm,N,I-OBJ
623,vốn,N,O
623,đã,R,O
623,quá,R,O
623,quen_thuộc,A,O
623,với,E,O
623,người,N,O
623,dùng,V,O
623,Việt,Np,O
624,Ở,E,O
624,góc,N,O
624,nhìn,V,O
624,này,P,O
624,",",F,O
624,đối_thủ,N,B-SUB
624,Hoa_Kì,Np,I-SUB
624,tỏ,V,O
624,ra,R,O
624,nhỉnh,A,O
624,hơn,R,O
624,đôi_chút,L,O
624,nhờ,V,O
624,mâm,N,O
624,xe,N,O
624,hợp_kim,N,O
624,18,M,O
624,-,F,O
624,inch,N,O
624,so,V,O
624,với,E,O
624,17,M,O
624,-,F,O
624,inch,V,O
625,Mũi,N,O
625,xe,N,O
625,thiết_kế,V,O
625,hơi,N,O
625,vuông,A,O
625,",",F,O
625,cụm,N,O
625,đèn_pha,N,O
625,kích_thước,N,O
625,lớn,A,O
625,sắc,N,O
625,nét,N,O
625,cũng,R,O
625,có,V,O
625,thiết_kế,V,O
625,theo,E,O
625,kiểu,N,O
625,xếch,N,O
625,ngược,A,O
625,Caren,Np,B-SUB
625,có,V,O
625,vẻ,N,O
625,“,F,O
625,hiền,A,O
625,”,F,O
625,hơn,A,O
625,so,V,O
625,khi,N,O
625,đứng,V,O
625,cạnh,N,O
625,Innova,Np,B-OBJ
626,So,V,O
626,về,E,O
626,nhiều,A,O
626,mặt,N,O
626,như,C,O
626,không_gian,N,O
626,nội_thất,N,O
626,",",F,O
626,trang_bị,V,O
626,tiện_nghi,N,O
626,…,F,O
626,thì,C,O
626,Pajero,Np,B-SUB
626,nhỉnh,A,O
626,hơn,R,O
626,so,V,O
626,với,E,O
626,Everest,Np,B-OBJ
626,và,C,O
626,vì_thế,C,O
626,cũng,R,O
626,có,V,O
626,mức,N,O
626,giá,N,O
626,cao,A,O
626,hơn,R,O
626,so,V,O
626,với,E,O
626,đối_thủ,N,O
627,SantaFe,V,B-SUB
627,với,E,O
627,kích_thước,N,O
627,thừa_kế,V,O
627,từ,E,O
627,bản,N,O
627,7,M,O
627,chỗ,N,O
627,do,E,O
627,đó,P,O
627,kích_thước,N,O
627,sẽ,R,O
627,lớn,A,O
627,hơn,R,O
627,CX,Ny,B-OBJ
627,-,F,I-OBJ
627,5,M,I-OBJ
627,là,V,O
627,điều,N,O
627,dễ,A,O
627,hiểu,V,O
628,Một,M,O
628,trong,E,O
628,những,L,O
628,điểm,N,O
628,đáng,V,O
628,tự_hào,A,O
628,của,E,O
628,chiếc,Nc,B-SUB
628,xe,N,I-SUB
628,này,P,I-SUB
628,là,V,O
628,sở_hữu,N,O
628,khoảng,A,O
628,sáng,N,O
628,gầm,N,O
628,cao,A,O
628,hơn,R,O
628,so,V,O
628,với,E,O
628,hầu_hết,X,O
628,các,L,B-OBJ
628,đối_thủ,N,I-OBJ
628,trong,E,I-OBJ
628,cùng,A,I-OBJ
628,phân,N,I-OBJ
628,khúc,N,I-OBJ
629,SantaFe,N,B-SUB
629,có,V,O
629,thiết_kế,V,O
629,ngoại_thất,N,O
629,hiện_đại,A,O
629,hơn,R,O
629,so,V,O
629,với,E,O
629,Fortuner,Np,B-OBJ
630,Không_gian,N,O
630,nội_thất,N,O
630,của,E,O
630,Fortuner,Np,B-SUB
630,rộng_rãi,A,O
630,hơn,R,O
630,so,V,O
630,với,E,O
630,SantaFe,N,B-OBJ
631,Nhìn,V,O
631,từ,E,O
631,bên,N,O
631,cạnh,N,O
631,",",F,O
631,D,Np,B-SUB
631,-,F,I-SUB
631,max,N,I-SUB
631,“,F,O
631,kém,A,O
631,”,F,O
631,hơn,A,O
631,đối_thủ,N,B-OBJ
631,đôi_chút,A,O
631,khi,N,O
631,không,R,O
631,có,V,O
631,hai,M,O
631,đường,N,O
631,gân,N,O
631,dập,V,O
631,nổi,R,O
632,Cụm,N,O
632,đèn,N,O
632,hậu,N,O
632,của,E,O
632,D,Np,B-SUB
632,-,F,I-SUB
632,max,N,I-SUB
632,tỏ,V,O
632,ra,R,O
632,cứng_cáp,A,O
632,với,E,O
632,kích_thước,N,O
632,và,C,O
632,thiết_kế,V,O
632,gãy_gọn,A,O
632,hơn,R,O
632,so,V,O
632,với,E,O
632,đối_thủ,N,B-OBJ
633,Cả,P,O
633,hai,M,O
633,đều,R,O
633,được,V,O
633,trang_bị,V,O
633,đèn,N,O
633,báo,N,O
633,rẽ,V,O
633,tích_hợp,A,O
633,trên,E,O
633,gương,N,O
633,chiếu,N,O
633,hậu,A,O
633,",",F,O
633,hệ_thống,N,O
633,chiếu,N,O
633,sáng,N,O
633,của,E,O
633,RIO,Ny,B-SUB
633,hiện_đại,N,O
633,và,C,O
633,đẹp,A,O
633,hơn,R,O
633,so,V,O
633,với,E,O
633,thiết_kế,N,O
633,đơn_giản,A,O
633,và,C,O
633,truyền_thống,N,O
633,của,E,O
633,Attrage,Np,B-OBJ
634,Nhìn,V,O
634,tổng_thể,N,O
634,",",F,O
634,Hyundai,Np,B-SUB
634,Sonata,Np,I-SUB
634,có,V,O
634,kích_thước,N,O
634,lớn,A,O
634,hơn,R,O
634,so,V,O
634,với,E,O
634,người,Nc,O
634,đồng_hương,N,O
634,của,E,O
634,mình,P,O
634,",",F,O
634,và,C,O
634,nếu,C,O
634,Kia,Np,B-OBJ
634,Optima,Np,I-OBJ
634,gợi_cảm_giác,V,O
634,mạnh_mẽ,A,O
634,thì,C,O
634,Sonata,Np,I-SUB
634,mang,V,O
634,lại,R,O
634,những,L,O
634,cảm_xúc,N,O
634,về,E,O
634,sự,N,O
634,tinh_tế,A,O
634,và,C,O
634,lịch_lãm,V,O
635,Ở,E,O
635,phần,N,O
635,đầu,N,O
635,",",F,O
635,Honda,Np,B-SUB
635,City,Np,I-SUB
635,RS,Ny,I-SUB
635,và,C,O
635,Toyota_Vios,Np,B-OBJ
635,GR,Np,I-OBJ
635,-,F,I-OBJ
635,S,Ny,I-OBJ
635,2021,M,I-OBJ
635,đều,R,O
635,sử_dụng,V,O
635,cụm,N,O
635,đèn_pha,V,O
635,với,E,O
635,những,L,O
635,khoang,N,O
635,LED,Ny,O
635,chia,V,O
635,nhỏ,A,O
635,bên,N,O
635,trong,A,O
635,và,C,O
635,tích_hợp,V,O
635,đèn,N,O
635,định_vị,V,O
635,ban_ngày,N,O
636,Đáng,V,O
636,chú_ý,V,O
636,",",F,O
636,xe,N,B-SUB
636,sở_hữu,V,O
636,màn_hình,N,O
636,giải_trí,V,O
636,kích_thước,N,O
636,lớn,A,O
636,và,C,O
636,hiển_thị,V,O
636,sắc,V,O
636,nét,N,O
636,hơn,A,O
636,những,L,O
636,gì,P,O
636,mà,C,O
636,Toyota_Vios,Np,B-OBJ
636,GR,Ny,I-OBJ
636,-,F,I-OBJ
636,S,Ny,I-OBJ
636,thể_hiện,V,O
637,Ở,E,O
637,phía,N,O
637,sau,A,O
637,",",F,O
637,cụm,N,O
637,đồng_hồ,N,O
637,của,E,O
637,Vios,Np,B-SUB
637,GR,Np,I-SUB
637,-,F,I-SUB
637,S,Ny,I-SUB
637,dạng,N,O
637,màu,N,O
637,đỏ,A,O
637,thể_thao,N,O
637,hơn,A,O
637,và,C,O
637,màn_hình,N,O
637,TFT,Ny,O
637,"4,2",M,O
637,inch,N,O
637,lớn,A,O
637,hơn,A,O
638,Kia,P,B-SUB
638,Sorento,Np,I-SUB
638,2021,M,I-SUB
638,có,V,O
638,ghế,N,O
638,trước,N,O
638,chỉnh,A,O
638,điện,N,O
638,đa,A,O
638,hướng,N,O
638,",",F,O
638,có,V,O
638,chức_năng,N,O
638,làm,V,O
638,mát,A,O
638,/,F,O
638,sưởi,V,O
638,ấm,N,O
638,và,C,O
638,đặc_biệt,A,O
638,xe,N,O
638,có,V,O
638,nhớ,V,O
638,2,M,O
638,vị_trí,N,O
638,ghế,N,O
638,lái,N,O
638,hơn,A,O
638,hẳn,R,O
638,đối_thủ,N,B-OBJ
639,Sự,Nc,O
639,thiếu_sót,V,O
639,của,E,O
639,đối_thủ,N,B-SUB
639,là,V,O
639,điểm,N,O
639,mạnh,A,O
639,của,E,O
639,Kia_Sorento,Np,B-OBJ
639,với,E,O
639,màn_hình,N,O
639,giải_trí,V,O
639,"12,3",M,O
639,inch,N,O
639,kết_nối,N,O
639,Apple,Np,O
639,CarPlay,V,O
639,và,C,O
639,Android_Auto,Np,O
639,cùng,A,O
639,hệ_thống,N,O
639,âm_thanh,N,O
639,vòm,A,O
639,12,M,O
639,loa,N,O
639,Bose,Np,O
640,Kia,P,B-SUB
640,Seltos,Np,I-SUB
640,Premium,Np,I-SUB
640,2021,M,I-SUB
640,ghi_điểm,N,O
640,với,E,O
640,người,N,O
640,dùng,V,O
640,nhờ,E,O
640,phần,N,O
640,ghế,N,O
640,ngồi,V,O
640,rộng_rãi,A,O
640,",",F,O
640,đặc_biệt,A,O
640,hàng,N,O
640,ghế,N,O
640,trước,E,O
640,xe,N,O
640,còn,R,O
640,có,V,O
640,tính_năng,N,O
640,thông,V,O
640,gió,N,O
640,duy_nhất,A,O
640,trong,E,O
640,phân,N,B-OBJ
640,khúc,N,I-OBJ
641,Ngoài_ra,X,O
641,",",F,O
641,hàng,N,O
641,ghế,N,O
641,sau,N,O
641,của,E,O
641,xe,N,B-SUB
641,còn,R,O
641,có,V,O
641,bệ,N,O
641,tỳ,V,O
641,tay,N,O
641,kiêm,V,O
641,hộc,N,O
641,để,E,O
641,cốc,V,O
641,và,C,O
641,cửa,N,O
641,gió,N,O
641,điều,N,O
641,hòa,A,O
641,",",F,O
641,2,M,O
641,chi_tiết,N,O
641,hơn,A,O
641,hẳn,R,O
641,đối_thủ,N,O
641,Peugeot,Np,B-OBJ
641,2008,M,I-OBJ
642,Ghế,N,O
642,lái,N,O
642,chỉnh,V,O
642,điện,N,O
642,",",F,O
642,hàng,N,O
642,ghế,N,O
642,sau,E,O
642,chưa,R,O
642,có,V,O
642,cửa,N,O
642,gió,N,O
642,điều,N,O
642,hòa,A,O
642,và,C,O
642,không,R,O
642,có,V,O
642,bệ,N,O
642,tỳ,N,O
642,tay,N,O
642,trung_tâm,N,O
642,là,V,O
642,yếu,A,O
642,điểm,N,O
642,so,V,O
642,với,E,O
642,đối_thủ,N,B-OBJ
643,Điểm_trừ,N,O
643,của,E,O
643,Peugeot,Np,B-SUB
643,2008,M,I-SUB
643,là,V,O
643,điểm,N,O
643,cộng,V,O
643,của,E,O
643,Corolla_Cross,Np,B-OBJ
643,khi,N,O
643,xe,N,O
643,cung_cấp,V,O
643,đủ,A,O
643,cho,E,O
643,khách_hàng,N,O
643,sự,Nc,O
643,thoải_mái,A,O
643,",",F,O
643,các,L,O
643,tiện_ích,N,O
643,như,C,O
643,cửa,N,O
643,gió,N,O
643,điều,N,O
643,hòa,A,O
643,",",F,O
643,bệ,N,O
643,tỳ,V,O
643,tay,N,O
643,và,C,O
643,tựa,V,O
643,đầu,N,O
644,Ở,E,O
644,bản,N,O
644,mới,R,O
644,",",F,O
644,lưới,N,O
644,tản_nhiệt,N,O
644,của,E,O
644,xe,N,B-SUB
644,gọn_gàng,A,O
644,hơn,A,O
644,và,C,O
644,sơn,N,O
644,đen,A,O
644,toàn_bộ,A,O
644,để,E,O
644,mang,V,O
644,đến,E,O
644,diện_mạo,N,O
644,mới,A,O
645,Ngoài_ra,X,O
645,",",F,O
645,mẫu,N,B-SUB
645,xe,N,I-SUB
645,đa_dụng,N,I-SUB
645,của,E,I-SUB
645,Toyota,Np,I-SUB
645,còn,R,O
645,vượt_trội,V,O
645,hơn,A,O
645,nhờ,E,O
645,loạt,N,O
645,cảm_biến,N,O
645,trước,N,O
645,giúp,V,O
645,người,N,O
645,dùng,V,O
645,dễ_dàng,A,O
645,điều_khiển,V,O
645,xe,N,O
645,hơn,A,O
645,ở,E,O
645,khu_vực,N,O
645,nội_đô,A,O
646,Xét,V,O
646,về,E,O
646,ngoại_thất,N,O
646,",",F,O
646,rõ_ràng,A,O
646,Mitsubishi,Np,B-SUB
646,Xpander,Np,I-SUB
646,có,V,O
646,diện_mạo,N,O
646,trẻ_trung,A,O
646,",",F,O
646,công_nghệ,N,O
646,đèn,N,O
646,hiện_đại,A,O
646,hơn,A,O
646,đối_thủ,N,B-OBJ
647,So,V,O
647,với,E,O
647,đối_thủ,N,B-OBJ
647,",",F,O
647,Innova,Np,B-SUB
647,tiện_nghi,A,O
647,hơn,R,O
647,nhờ,V,O
647,điều,N,O
647,hòa,A,O
647,tự_động,A,O
647,2,M,O
647,giàn,N,O
647,lạnh,A,O
647,",",F,O
647,cổng,N,O
647,USB,Ny,O
647,",",F,O
647,bàn,N,O
647,làm_việc,V,O
647,ghế,N,O
647,sau,N,O
647,",",F,O
647,khởi_động,V,O
647,nút,N,O
647,bấm,V,O
647,.,F,O
647,.,F,O
648,Về,E,O
648,khả_năng,N,O
648,chiếu,V,O
648,sáng,N,O
648,",",F,O
648,Suzuki,Np,B-SUB
648,XL7,Ny,I-SUB
648,nhỉnh,A,O
648,hơn,A,O
648,đối_thủ,N,B-OBJ
648,trong,E,O
648,tầm,N,O
648,giá,N,O
648,600,M,O
648,triệu,M,O
648,đồng,Nu,O
648,khi,N,O
648,sở_hữu,V,O
648,đèn_pha,N,O
648,LED,Ny,O
648,với,E,O
648,các,L,O
648,khoang,N,O
648,bóng,N,O
648,khá,R,O
648,tinh_tế,A,O
649,Lưới,N,O
649,tản_nhiệt,N,O
649,truyền_thống,N,O
649,dạng,N,O
649,vân,N,O
649,mắt_xích,N,O
649,là,V,O
649,chi_tiết,N,O
649,khiến,V,O
649,nhiều,A,O
649,cho,E,O
649,rằng,E,O
649,xe,N,B-SUB
649,Nhật,Np,I-SUB
649,chưa,R,O
649,phá_cách,V,O
649,so,V,O
649,với,E,O
649,những,L,B-OBJ
649,đối_thủ,N,I-OBJ
649,đến,V,I-OBJ
649,từ,E,I-OBJ
649,Hàn_Quốc,Np,I-OBJ
650,So,V,O
650,với,E,O
650,Baic,Np,B-OBJ
650,X55,Np,I-OBJ
650,",",F,O
650,Hyundai,Np,B-SUB
650,Tucson,Np,I-SUB
650,là,V,O
650,chiếc,Nc,O
650,xe,N,O
650,mà,C,O
650,chúng_tôi,P,O
650,đánh_giá,V,O
650,có,V,O
650,khả_năng,N,O
650,cách_âm,V,O
650,tốt,A,O
650,hơn,R,O
650,hẳn,R,O
651,Sở_hữu,V,O
651,mức,N,O
651,giá,N,O
651,cao,A,O
651,nên,C,O
651,Honda,Np,B-SUB
651,City,Np,I-SUB
651,cũng,R,O
651,được,V,O
651,"""",F,O
651,trang_hoàng,V,O
651,mặt_tiền,N,O
651,"""",F,O
651,khá,R,O
651,ấn_tượng,A,O
651,với,E,O
651,cụm,N,O
