Word_idx,Word,POS,Tag
304,vận_hành,V,O
304,nhờ,V,O
304,vào,E,O
304,dòng,N,O
304,máu,N,O
304,off,N,O
304,-,F,O
304,road,N,O
304,của,E,O
304,Mitsubishi,Np,B-S
305,Dù,E,O
305,dung_tích,N,O
305,động_cơ,N,O
305,nhỏ,A,O
305,hơn,A,O
305,nhưng,C,O
305,Colorado,Np,B-S
305,lại,R,O
305,có,V,O
305,công_suất,N,O
305,nhỉnh,A,O
305,hơn,R,O
305,Hilux,Np,B-O
305,",",F,I-O
305,dù,C,O
305,mô,P,O
305,-,F,O
305,men,N,O
305,xoắn,V,O
305,không,R,O
305,bằng,A,O
306,GLC,T,B-S
306,300,M,I-S
306,có,V,O
306,công_suất,N,O
306,kém,A,O
306,hơn,A,O
306,đối_thủ,N,B-O
306,một_chút,L,O
306,khi,N,O
306,lắp_đặt,V,O
306,động_cơ,N,O
306,i4,N,O
306,2,M,O
306,L,Np,O
306,",",F,O
306,công_suất,N,O
306,245,M,O
306,mã_lực,Nu,O
306,và,C,O
306,370,M,O
306,Nm,Np,O
307,Sức_mạnh,N,O
307,này,P,O
307,thua_kém,V,O
307,1,M,O
307,chút,N,O
307,so,V,O
307,với,E,O
307,Chevrolet_Trailblazer,Np,B-O
307,2019,M,I-O
307,(,F,O
307,động_cơ,N,O
307,"2,5",M,O
307,L,Np,O
307,",",F,O
307,công_suất,N,O
307,180,M,O
307,mã_lực,Nu,O
307,trên,E,O
307,3.6,M,O
307,vòng,N,O
307,/,F,O
307,phút,Nu,O
307,",",F,O
307,440,M,O
307,Nm,Np,O
307,trên,E,O
307,2,M,O
307,vòng,N,O
307,/,F,O
307,phút,Nu,O
307,),F,O
308,Pajero,Np,B-S
308,Sport,Np,I-S
308,vượt_trội,V,O
308,hơn,A,O
308,ở,E,O
308,khả_năng,N,O
308,vận_hành,V,O
308,đỉnh_cao,N,O
308,với,E,O
308,hàng_loạt,N,O
308,những,L,O
308,tính_năng,N,O
308,",",F,O
308,trang_bị,V,O
308,off,N,O
308,-,F,O
308,road,N,O
308,",",F,O
308,vượt,V,O
308,địa_hình,N,O
308,mạnh_mẽ,A,O
309,Xét,V,O
309,về,E,O
309,khả_năng,N,O
309,vận_hành,V,O
309,",",F,O
309,Mitsubishi,Np,B-S
309,Pajero,Np,I-S
309,Sport,Np,I-S
309,được,V,O
309,xem,V,O
309,là,C,O
309,vượt_trội,V,O
309,hơn,A,O
309,so,V,O
309,với,E,O
309,Hyundai,Np,B-O
309,SantaFe,N,I-O
309,2019,M,I-O
310,SUV,Ny,B-S
310,đến,V,I-S
310,từ,E,I-S
310,Nhật_Bản,Np,I-S
310,vượt_trội,V,O
310,hơn,A,O
310,về,E,O
310,khả_năng,N,O
310,vận_hành,V,O
310,và,C,O
310,sự,Nc,O
310,mạnh_mẽ,A,O
310,trong,E,O
310,di_chuyển,V,O
310,trên,E,O
310,các,L,O
310,loại,Nc,O
310,địa_hình,N,O
310,khó,A,O
311,Như_vậy,X,O
311,có_thể,R,O
311,thấy,V,O
311,",",F,O
311,Kia_Cerato,Np,B-S
311,2019,M,I-S
311,bản,N,I-S
311,2,M,I-S
311,AT,Ny,I-S
311,Premium,Np,I-S
311,sở_hữu,V,O
311,khả_năng,N,O
311,vận_hành,V,O
311,mạnh_mẽ,A,O
311,hơn,A,O
311,hẳn,R,O
311,so,V,O
311,với,E,O
311,bản,N,B-O
311,1.6,M,I-O
311,AT,Np,I-O
312,Với,E,O
312,khoảng,N,O
312,sáng,N,O
312,gầm,V,O
312,xe,N,O
312,vượt_trội,V,O
312,",",F,O
312,Pajero_Sport,Np,B-S
312,sẽ,R,O
312,mang,V,O
312,đến,V,O
312,khả_năng,N,O
312,vận_hành,V,O
312,linh_hoạt,A,O
312,hơn,R,O
312,so,V,O
312,với,E,O
312,Peugeot,Np,B-O
312,5008,M,I-O
313,Mitsubishi,Nc,B-S
313,Pajero_Sport,Np,I-S
313,mang,V,O
313,trên,E,O
313,mình,P,O
313,dòng,Nc,O
313,máu,N,O
313,off,N,O
313,-,F,O
313,road,N,O
313,danh_tiếng,A,O
313,và,C,O
313,đem,V,O
313,đến,E,O
313,khả_năng,N,O
313,vận_hành,V,O
313,mạnh_mẽ,A,O
313,hơn,R,O
313,so,V,O
313,với,E,O
313,Peugoet,Np,B-O
313,5008,M,I-O
313,2019,M,I-O
314,Mẫu,N,B-S
314,xe_nước,N,I-S
314,Mỹ,Np,I-S
314,mang,V,O
314,trên,N,O
314,mình,P,O
314,khối,V,O
314,động_cơ,N,O
314,có,V,O
314,dung_tích,N,O
314,nhỏ,A,O
314,hơn,R,O
314,nhưng,C,O
314,cho,E,O
314,hiệu_suất,N,O
314,vượt_trội,V,O
314,và,C,O
314,sản_sinh,V,O
314,công_suất,N,O
314,cũng,R,O
314,như,C,O
314,mô,P,O
314,men,N,O
314,xoắn,V,O
314,lớn,A,O
314,hơn,A,O
314,hẳn,R,O
315,Bên,N,O
315,cạnh,N,O
315,đó,P,O
315,",",F,O
315,với,E,O
315,hệ,N,O
315,dẫn_động,N,O
315,4,M,O
315,bánh,N,O
315,toàn,R,O
315,thời_gian,N,O
315,",",F,O
315,phiên_bản,N,B-S
315,cao_cấp,A,I-S
315,nhất,A,I-S
315,của,E,I-S
315,SantaFe,N,I-S
315,thế_hệ,N,I-S
315,mới,A,I-S
315,sẽ,R,O
315,mang,V,O
315,đến,V,O
315,khả_năng,N,O
315,vận_hành,V,O
315,trên,E,O
315,các,L,O
315,loại,Nc,O
315,địa_hình,N,O
315,khó,A,O
315,vượt_trội,V,O
315,hơn,R,O
315,so,V,O
315,với,E,O
315,mẫu,N,B-O
315,SUV,Ny,I-O
315,7,M,I-O
315,chỗ,N,I-O
315,của,E,I-O
315,nhà,N,I-O
315,Peugeot,Np,I-O
316,Tuy_nhiên,C,O
316,",",F,O
316,mẫu,N,B-S
316,xe_nước,V,I-S
316,Pháp,Np,I-S
316,tỏ,V,O
316,ra,V,O
316,yếu_thế,A,O
316,hơn,R,O
316,so,V,O
316,với,E,O
316,SUV,Ny,B-O
316,Hàn_Quốc,Np,I-O
316,về,E,O
316,mặt,N,O
316,sức_mạnh,N,O
316,của,E,O
316,động_cơ,N,O
316,cũng,R,O
316,như,C,O
316,được,V,O
316,bán,V,O
316,ra,R,O
316,với,E,O
316,một,M,O
316,mức,N,O
316,giá,N,O
316,cao,A,O
316,hơn,R,O
316,đáng_kể,A,O
317,Tuy_nhiên,C,O
317,",",F,O
317,sức_mạnh,N,O
317,lớn,A,O
317,hơn,R,O
317,làm,V,O
317,cho,E,O
317,C300,Np,B-S
317,AMG,Ny,I-S
317,có,V,O
317,khả_năng,N,O
317,tiết_kiệm,V,O
317,nhiên_liệu,N,O
317,kém,A,O
317,hơn,A,O
317,người,N,B-O
317,anh_em,N,I-O
317,cùng,A,I-O
317,nhà,N,I-O
318,Có_thể,R,O
318,thấy,V,O
318,",",F,O
318,trang_bị_động_cơ,N,O
318,và,C,O
318,khả_năng,N,O
318,vận_hành,V,O
318,của,E,O
318,Ranger,Np,B-S
318,vẫn,R,O
318,mạnh_mẽ,A,O
318,hơn,R,O
318,so,V,O
318,với,E,O
318,phiên_bản,N,B-O
318,mới,A,I-O
318,của,E,I-O
318,Mitsubishi_Triton,Np,I-O
319,Mẫu,N,B-S
319,xe,N,I-S
319,Đức,Np,I-S
319,lại,R,O
319,kém,A,O
319,mạnh_mẽ,A,O
319,hơn,A,O
319,1,M,O
319,chút,L,O
319,khi,N,O
319,sở_hữu,V,O
319,động_cơ,N,O
319,xăng,N,O
319,1.5,M,O
319,L,Ny,O
319,4,M,O
319,xy,N,O
319,lanh,N,O
319,Turbocharged,Np,O
319,",",F,O
319,công_suất,N,O
319,tối_đa,A,O
319,184,M,O
319,mã_lực,N,O
319,",",F,O
319,300,M,O
319,Nm,Np,O
319,mô,P,O
319,-,F,O
319,men,N,O
319,xoắn,V,O
320,Theo,E,O
320,đó,P,O
320,",",F,O
320,Toyota_Vios,Np,B-S
320,có,V,O
320,khả_năng,N,O
320,vận_hành,V,O
320,mạnh_mẽ,A,O
320,hơn,R,O
320,so,V,O
320,với,E,O
320,chiếc,Nc,B-O
320,hatchback,N,I-O
320,Suzuki_Swift,Np,I-O
321,Và,C,O
321,theo,V,O
321,bảng,N,O
321,so_sánh,V,O
321,thông_số,N,O
321,kỹ_thuật,N,O
321,của,E,O
321,2,M,O
321,mẫu,N,O
321,xe,N,O
321,",",F,O
321,hiệu_suất,N,O
321,vận_hành,N,O
321,của,E,O
321,Honda_Jazz,Np,B-S
321,2019,M,I-S
321,lớn,A,O
321,hơn,R,O
321,Mazda,Np,B-O
321,2,M,I-O
321,hatchback,N,I-O
321,2019,M,I-O
322,Nếu,C,O
322,chỉ,R,O
322,dựa,V,O
322,trên,E,O
322,các,L,O
322,thông_số,N,O
322,về,E,O
322,động_cơ,N,O
322,cũng,R,O
322,như,C,O
322,hộp_số,N,O
322,",",F,O
322,có_thể,R,O
322,thấy,V,O
322,rõ,A,O
322,sự,Nc,O
322,vượt_trội,V,O
322,của,E,O
322,Cadillac_Escalade,Np,B-S
322,2019,M,I-S
322,so,V,O
322,với,E,O
322,Lexus,Np,B-O
322,LX570,Ny,I-O
322,2019,M,I-O
323,Như_vậy,X,O
323,",",F,O
323,VinFast,Nc,B-S
323,Fadil,Np,I-S
323,có,V,O
323,khả_năng,N,O
323,vận_hành,V,O
323,mạnh_mẽ,A,O
323,hơn,R,O
323,so,V,O
323,với,E,O
323,cựu_vương,N,B-O
323,phân,N,I-O
323,khúc,Nc,I-O
323,A,Np,I-O
324,Có_thể,R,O
324,thấy,V,O
324,",",F,O
324,Toyota_Vios,Np,B-S
324,G,Np,I-S
324,2019,M,I-S
324,được,R,O
324,trang_bị_động_cơ,V,O
324,mạnh_mẽ,A,O
324,hơn,R,O
324,so,V,O
324,với,E,O
324,Nissan,Np,B-O
324,Sunny,Np,I-O
324,XV,Ny,I-O
324,2019,M,I-O
324,",",F,O
324,giúp,V,O
324,đạt,V,O
324,khả_năng,N,O
324,vận_hành,V,O
324,cao,A,O
325,Tuy,C,O
325,cùng,A,O
325,sở_hữu,V,O
325,khối,N,O
325,động_cơ,N,O
325,có,V,O
325,dung_tích,N,O
325,2,M,O
325,L,Ny,O
325,Turbo,Np,O
325,nhưng,C,O
325,"""",F,O
325,trái_tim,N,O
325,"""",F,O
325,của,E,O
325,Lexus,Np,B-S
325,NX300,Ny,I-S
325,lại,R,O
325,sản_sinh,V,O
325,công_suất,N,O
325,thấp,A,O
325,hơn,A,O
325,ở,E,O
325,mức,N,O
325,235,M,O
325,mã_lực,N,O
325,và,C,O
325,mô,P,O
325,men,N,O
325,xoắn,N,O
325,350,M,O
325,Nm,Np,O
326,Từ,E,O
326,đó,P,O
326,có_thể,R,O
326,thấy,V,O
326,",",F,O
326,Honda,Np,B-S
326,CR,Ny,I-S
326,-,F,I-S
326,V,Np,I-S
326,1.5,M,I-S
326,L,Ny,I-S
326,có,V,O
326,khả_năng,N,O
326,vận_hành,V,O
326,mạnh_mẽ,A,O
326,hơn,R,O
326,so,V,O
326,với,E,O
326,đối_thủ,N,B-O
327,Tuy_nhiên,C,O
327,",",F,O
327,Honda,Np,B-S
327,CR,Ny,I-S
327,-,F,I-S
327,V,Np,I-S
327,1.5,M,I-S
327,L,Ny,I-S
327,có,V,O
327,phần,N,O
327,nhỉnh,A,O
327,hơn,A,O
327,về,E,O
327,khả_năng,N,O
327,vận_hành,V,O
327,khi,N,O
327,sở_hữu,V,O
327,sức_mạnh,N,O
327,mạnh_mẽ,A,O
327,nhất,R,O
327,phân,V,B-O
327,khúc,N,I-O
327,và,C,O
327,không_gian,N,O
327,bên,N,O
327,trong,A,O
327,yên_tĩnh,N,O
327,nhờ,V,O
327,vào,E,O
327,tính_năng,N,O
327,chủ_động,N,O
327,kiểm_soát,V,O
327,tiếng,N,O
327,ồn,Np,O
328,Phía,N,O
328,đối_thủ,N,O
328,Xpander,Np,B-S
328,lại,R,O
328,tỏ,V,O
328,ra,R,O
328,"""",F,O
328,nhỉnh,V,O
328,"""",F,O
328,hơn,R,O
328,khi,N,O
328,sở_hữu,V,O
328,động_cơ,N,O
328,1.5,M,O
328,L,Ny,O
328,DOHC,Ny,O
328,16,M,O
328,van,N,O
328,",",F,O
328,tạo,V,O
328,ra_công_suất,N,O
328,104,M,O
328,mã_lực,N,O
328,và,C,O
328,mô,P,O
328,men,N,O
328,xoắn,V,O
328,cực_đại,N,O
328,141,M,O
328,Nm,Np,O
329,Nếu,C,O
329,xét,V,O
329,về,E,O
329,yếu_tố,N,O
329,vận_hành,N,O
329,",",F,O
329,có_thể,R,O
329,thấy,V,O
329,Kia,Np,B-S
329,Rondo,Np,I-S
329,vượt_trội,V,O
329,hơn,A,O
329,về,E,O
329,mặt,N,O
329,hiệu_suất,N,O
329,hoạt_động,V,O
330,Tuy,C,O
330,sức_mạnh,N,O
330,động_cơ,N,O
330,kém,A,O
330,hơn,R,O
330,Rondo,Np,B-O
330,GATH,Ny,I-O
330,",",F,O
330,nhưng,C,O
330,Xpander,Np,B-S
330,AT,Ny,I-S
330,nổi_trội,A,O
330,hơn,A,O
330,đối_thủ,N,O
330,về,E,O
330,khả_năng,N,O
330,leo,V,O
330,lề,N,O
330,nhờ,V,O
330,lợi_thế,N,O
330,gầm,V,O
330,cao,A,O
330,205,M,O
330,mm,N,O
330,so,V,O
330,với,E,O
330,151,M,O
330,mm,N,O
330,của,E,O
330,xe,N,O
330,Hàn,Np,O
331,Zotye,N,B-S
331,Z8,Np,I-S
331,sử_dụng,V,O
331,động_cơ,N,O
331,tăng,V,O
331,áp,N,O
331,khiến,V,O
331,cho,E,O
331,chiếc,Nc,O
331,xe_tăng_tốc,N,O
331,rất,R,O
331,yếu,A,O
331,và,C,O
331,khi,N,O
331,đánh,V,O
331,lại,R,O
331,dễ,A,O
331,bị,V,O
331,ghì,V,O
331,khiến,V,O
331,chiếc,Nc,O
331,xe,N,O
331,giảm_tốc_độ,V,O
331,nhiều,A,O
331,hơn,A,O
331,đối_thủ,N,B-O
331,Mazda,Np,I-O
331,CX,Ny,I-O
331,-,F,I-O
331,5,M,I-O
332,Mazda,N,B-S
332,CX,Ny,I-S
332,-,F,I-S
332,5,M,I-S
332,nhờ,V,O
332,sở_hữu,V,O
332,động_cơ,N,O
332,hút,V,O
332,khí,N,O
332,tự_nhiên,A,O
332,nên,C,O
332,tất_cả,P,O
332,các,L,O
332,thao_tác,N,O
332,vận_hành,N,O
332,đều,R,O
332,thực_sự,A,O
332,lanh_lẹ,A,O
332,hơn,A,O
332,đối_thủ,N,B-O
332,rất,R,O
332,nhiều,A,O
333,Nếu,C,O
333,so_sánh,V,O
333,thông_số,N,O
333,này,P,O
333,có_thể,R,O
333,thấy,V,O
333,Hyundai,Np,B-S
333,Kona,Np,I-S
333,có,V,O
333,sức_mạnh,N,O
333,vận_hành,V,O
333,lớn,A,O
333,hơn,R,O
333,so,V,O
333,với,E,O
333,Honda,Np,B-O
333,HR,Np,I-O
333,-,F,I-O
333,V,Np,I-O
334,Trong,E,O
334,khi,N,O
334,bản,N,B-S
334,1.6,M,I-S
334,Turbo,Np,I-S
334,lại,R,O
334,cho,V,O
334,thấy,V,O
334,khả_năng,N,O
334,vượt_trội,V,O
334,hơn,A,O
334,với,E,O
334,công_suất,N,O
334,177,M,O
334,mã_lực,Nu,O
334,và,C,O
334,265,M,O
334,Nm,Np,O
334,nhờ,V,O
334,vào,E,O
334,khối,N,O
334,động_cơ,N,O
334,Gamma,Np,O
334,1.6,M,O
334,T,Np,O
334,-,F,O
334,GDI,Ny,O
334,1.6,M,O
334,L,Np,O
335,Tuy_nhiên,C,O
335,",",F,O
335,ở,E,O
335,bản,Nc,O
335,động_cơ,N,O
335,tăng,V,O
335,áp,N,O
335,1.5,M,O
335,L,Ny,O
335,4,M,O
335,xi,N,O
335,-,F,O
335,lanh,N,O
335,",",F,O
335,Honda,Np,B-S
335,CR,Ny,I-S
335,-,F,I-S
335,V,Np,I-S
335,đã,R,O
335,giành,V,O
335,chiến_thắng,N,O
335,trước,E,O
335,đối_thủ,N,B-O
335,khi,N,O
335,cho,E,O
335,sức_mạnh,N,O
335,đến,E,O
335,190,M,O
335,mã_lực,N,O
336,Các,L,O
336,phiên_bản,N,O
336,Mazda,Np,B-S
336,CX,Ny,I-S
336,-,F,I-S
336,5,M,I-S
336,cũng,R,O
336,được,V,O
336,trang_bị_động_cơ,N,O
336,này,P,O
336,nhưng,C,O
336,có,V,O
336,mức,N,O
336,công_suất,N,O
336,thấp,A,O
336,hơn,A,O
337,So_sánh,V,O
337,xe,N,O
337,Toyota_Yaris,Np,B-O
337,1.5,M,I-O
337,G,Ny,I-O
337,2018,M,I-O
337,và,C,O
337,Honda,Np,B-S
337,Jazz,Np,I-S
337,1.5,M,I-S
337,RS,Ny,I-S
337,2018,M,O
337,về,E,O
337,hiệu_suất,N,O
337,vận_hành,V,O
337,có_thể,R,O
337,thấy,V,O
337,Honda,Np,B-S
337,Jazz,Np,I-S
337,1.5,M,I-S
337,RS,Ny,I-S
337,có,V,O
337,công_suất,N,O
337,mạnh_mẽ,A,O
337,hơn,R,O
337,Yaris,Np,O
337,mới,R,O
338,Như_vậy,X,O
338,",",F,O
338,Mazda,Np,B-S
338,3,M,I-S
338,có,V,O
338,thông_số,N,O
338,vận_hành,N,O
338,thấp,A,O
338,hơn,R,O
338,Ford_Focus,Np,B-O
338,khá,R,O
338,nhiều,A,O
339,Như_vậy,X,O
339,",",F,O
339,xét,V,O
339,theo,V,O
339,công_suất,N,O
339,vận_hành,N,O
339,thì,C,O
339,Kona,Np,B-S
339,vẫn,R,O
339,hơn,A,O
339,hẳn,R,O
339,đối_thủ,N,B-O
339,từ,E,I-O
339,Mỹ,Np,I-O
340,Dù,C,O
340,khá,R,O
340,thua_kém,A,O
340,đối_thủ,N,B-O
340,ở,E,O
340,nhiều,A,O
340,mặt,N,O
340,nhưng,C,O
340,Hyundai_Solati,Np,B-S
340,lại,R,O
340,là,V,O
340,kẻ,N,O
340,chiến_thắng,V,O
340,khi,N,O
340,đọ,V,O
340,chỉ_số,N,O
340,vận_hành,V,O
341,Như_vậy,X,O
341,",",F,O
341,có_thể,R,O
341,thấy,V,O
341,rằng,C,O
341,Hyundai,Np,B-S
341,Solati,Np,I-S
341,chỉ,R,O
341,có,V,O
341,một,M,O
341,ưu_điểm,N,O
341,thực_sự,A,O
341,nổi_bật,A,O
341,hơn,A,O
341,đối_thủ,N,B-O
341,là,C,O
341,khả_năng,N,O
341,vận_hành,V,O
342,Có_thể,R,O
342,thấy,V,O
342,",",F,O
342,dù,C,O
342,có,V,O
342,dung_tích,Nc,O
342,động_cơ,N,O
342,nhỏ,A,O
342,hơn,R,O
342,nhưng,C,O
342,Ecosport_lai,N,O
342,cho,E,O
342,công_suất,N,O
342,và,C,O
342,mô,P,O
342,-,F,O
342,men,N,O
342,xoắn,V,O
342,cao,A,O
342,hơn,A,O
342,hẳn,R,O
342,đối_thủ,N,B-O
342,",",F,O
342,chưa,R,O
342,kể,V,O
342,nhờ,E,O
342,công_nghệ,N,O
342,Ecobosst,Np,O
342,nên,C,O
342,mẫu,N,O
342,xe,N,O
342,Mỹ,Np,O
342,tiết_kiệm,V,O
342,nhiên_liệu,N,O
342,hơn,R,O
342,rất,R,O
342,nhiều,A,O
342,so,V,O
342,với,E,O
342,đối_thủ,N,B-O
343,Rất,R,O
343,mạnh,A,O
343,về,V,O
343,thiết_kế,V,O
343,trẻ_trung,A,O
343,cùng,A,O
343,loạt,N,O
343,trang_bị,V,O
343,tiện_nghi,N,O
343,hiện_đại,A,O
343,",",F,O
343,tuy_nhiên,C,O
343,nếu,C,O
343,xét,V,O
343,về,E,O
343,khả_năng,N,O
343,vận_hành,V,O
343,",",F,O
343,Hyundai,Np,B-S
343,Accent,Np,I-S
343,1.4,M,I-S
343,AT,Ny,I-S
343,đặc_biệt,A,O
343,2018,M,O
343,khó_lòng,N,O
343,địch,N,O
343,lại,R,O
343,Honda,Np,B-O
343,City,Np,I-O
343,1.5,M,I-O
343,TOP,Ny,I-O
343,2018,M,I-O
344,Như_vậy,X,O
344,",",F,O
344,Mazda,Np,B-S
344,2,M,I-S
344,sử_dụng,V,O
344,động_cơ,N,O
344,"1,5",M,O
344,L,Ny,O
344,nên,C,O
344,công_suất,N,O
344,nhỉnh,V,O
344,hơn,A,O
344,11,M,O
344,mã_lực,N,O
344,so,V,O
344,với,E,O
344,động_cơ,N,O
344,"1,4",M,O
344,L,Np,O
344,của,E,O
344,Accent,Np,B-O
345,Xét,V,O
345,về,E,O
345,thông_số,N,O
345,vận_hành,V,O
345,",",F,O
345,Honda,Np,B-S
345,Jazz,Np,I-S
345,2018,M,I-S
345,vẫn,R,O
345,nhỉnh,A,O
345,hơn,R,O
345,Mazda,Np,B-O
345,2,M,I-O
345,một_chút,L,O
345,(,F,O
345,12,M,O
345,mã_lực,N,O
345,",",F,O
345,4,M,O
345,Nm,Np,O
345,),F,O
345,nhưng,C,O
345,đáng,V,O
345,tiếc,V,O
345,là,C,O
345,Honda,Np,O
345,Jazz,Np,O
345,chỉ,R,O
345,có,V,O
345,phanh,N,O
345,tang,N,O
345,trống,A,O
345,sau,N,O
345,",",F,O
345,nếu,C,O
345,đi,V,O
345,lâu,A,O
345,sẽ,R,O
345,hơi,R,O
345,bất_lợi,A,O
346,Tổng_kết,V,O
346,",",F,O
346,Mazda,Np,B-S
346,2,M,I-S
346,có,V,O
346,nhiều,A,O
346,lợi_thế,N,O
346,hơn,A,O
346,đối_thủ,N,O
346,Honda,Np,B-O
346,Jazz,Np,I-O
346,một_chút,L,O
346,nhờ,V,O
346,thiết_kế,V,O
346,đẹp_mắt,A,O
346,",",F,O
346,thời_trang,N,O
346,",",F,O
346,cabin,N,O
346,rộng_rãi,A,O
346,và,C,O
346,động_cơ,N,O
346,đủ,A,O
346,dùng,V,O
347,Tuy_nhiên,C,O
347,sức_mạnh,N,O
347,động_cơ,N,O
347,của,E,O
347,tân_binh,N,O
347,Chevrolet,Np,B-S
347,Trailblazer,Np,I-S
347,có,V,O
347,phần,N,O
347,vượt_trội,A,O
347,hơn,R,O
347,so,V,O
347,với,E,O
347,Toyota_Fortuner,Np,B-O
348,Nếu,C,O
348,xét,V,O
348,về,E,O
348,thông_số,N,O
348,vận_hành,V,O
348,",",F,O
348,có_thể,R,O
348,thấy,V,O
348,Chevrolet,Np,B-S
348,Trax,Np,I-S
348,mạnh,A,O
348,hơn,R,O
348,Ford_Ecosport,Np,B-O
348,khá,R,O
348,nhiều,A,O
349,Mazda3,N,B-S
349,2,M,I-S
349,L,Ny,I-S
349,2018,M,I-S
349,có,V,O
349,ưu_thế,N,O
349,hơn,A,O
349,về,E,O
349,khả_năng,N,O
349,vận_hành,V,O
349,",",F,O
349,khả_năng,N,O
349,tiết_kiệm,V,O
349,nhiên_liệu,N,O
349,và,C,O
349,chi_phí,N,O
349,bảo_dưỡng,V,O
349,mềm,A,O
349,hơn,R,O
349,so,V,O
349,với,E,O
349,đối_thủ,N,B-O
350,Chiếc,Nc,B-S
350,xe,N,I-S
350,Honda,Np,I-S
350,rẻ,A,O
350,hơn,R,O
350,",",F,O
350,được,R,O
350,cập_nhật,V,O
350,nhiều,A,O
350,hơn,A,O
350,",",F,O
350,an_toàn,A,O
350,hơn,A,O
350,và,C,O
350,vận_hành,N,O
350,cũng,R,O
350,mạnh_mẽ,A,O
350,hơn,R,O
351,Tuy_nhiên,C,O
351,với,E,O
351,kết_cấu,N,O
351,khoảng,N,O
351,sáng,N,O
351,khung,N,O
351,gầm,V,O
351,xe,N,O
351,cao,A,O
351,hơn,R,O
351,",",F,O
351,Kia,Np,B-S
351,Morning,Np,I-S
351,S,Ny,I-S
351,2018,M,I-S
351,lại,R,O
351,có,V,O
351,lợi_thế,N,O
351,hơn,A,O
351,về,E,O
351,yếu_tố,N,O
351,vận_hành,V,O
352,Trong,E,O
352,khi,N,O
352,Mazda,Np,B-S
352,CX,Ny,I-S
352,-,F,I-S
352,5,M,I-S
352,2018,M,I-S
352,với,E,O
352,động_cơ,N,O
352,"2,5",M,O
352,L,Np,O
352,cũng,R,O
352,vẫn,R,O
352,cho,V,O
352,công_suất,N,O
352,188,M,O
352,mã_lực,Nu,O
352,",",F,O
352,điểm,N,O
352,khác_biệt,A,O
352,duy_nhất,A,O
352,là,V,O
352,CX,Ny,O
352,-,F,O
352,5,M,O
352,có,V,O
352,mô,P,O
352,-,F,O
352,men,N,O
352,xoắn,V,O
352,lớn,A,O
352,hơn,A,O
352,đối_thủ,N,B-O
352,11,M,O
352,Nm,Np,O
353,Tuy_nhiên,C,O
353,",",F,O
353,nhờ,V,O
353,gầm,V,O
353,xe,N,O
353,thấp,A,O
353,và,C,O
353,động_cơ,N,O
353,kết_hợp,V,O
