word_idx,word,POS,IBO_tag
359,an_toàn,A,O
359,tiên_tiến,A,O
359,và,C,O
359,hiện_đại,A,O
359,nhất,A,O
359,trong,E,O
359,phân,N,B-OBJ
359,khúc,N,I-OBJ
359,SUV,Ny,I-OBJ
359,7,M,I-OBJ
359,chỗ,N,I-OBJ
359,tại,E,I-OBJ
359,Việt_Nam,Np,I-OBJ
359,từ,E,O
359,2,M,O
359,năm,N,O
359,trước,A,O
359,Mitsubishi,Np,B-SUB
359,Pajero,Np,I-SUB
359,Sport,Np,I-SUB
359,2021,M,I-SUB
359,mới,R,O
359,được,V,O
359,nâng_cấp,V,O
359,với,E,O
359,ngoại_hình,N,O
359,trẻ_trung,A,O
359,hơn,A,O
359,và,C,O
359,đặc_biệt,A,O
359,là,V,O
359,mẫu,N,O
359,SUV,Ny,O
359,này,P,O
359,giờ_đây,P,O
359,đã,R,O
359,đầy_ắp,A,O
359,công_nghệ,N,O
359,an_toàn,A,O
359,so,V,O
359,với,E,O
359,chính,T,B-OBJ
359,phiên_bản,N,I-OBJ
359,tiền_nhiệm,A,I-OBJ
432,Toyota_Fortuner,N,B-SUB
432,2021,M,I-SUB
432,bổ_sung,V,O
432,bản,Nc,O
432,Legender,Np,O
432,với,E,O
432,ngoại_hình,N,O
432,tươi,A,O
432,mới,R,O
432,",",F,O
432,đặc_biệt,A,O
432,chiếc,Nc,O
432,xe,N,O
432,này,P,O
432,đã,R,O
432,sở_hữu,V,O
432,nhiều,A,O
432,công_nghệ,N,O
432,an_toàn,A,O
432,hơn,A,O
432,hẳn,R,O
432,so,V,O
432,với,E,O
432,đời,N,B-OBJ
432,cũ,A,I-OBJ
443,Như_vậy,X,O
443,",",F,O
443,có_thể,R,O
443,thấy,V,O
443,MG,Ny,B-SUB
443,ZS,Ny,I-SUB
443,2021,M,I-SUB
443,nhỉnh,N,O
443,hơn,A,O
443,đối_thủ,N,B-OBJ
443,ở,E,O
443,phương_diện,N,O
443,an_toàn,A,O
443,",",F,O
443,đồng_thời,V,O
443,chiếc,Nc,O
443,xe,N,O
443,này,P,O
443,còn,R,O
443,mới,R,O
443,đạt,V,O
443,chứng_nhận,V,O
443,an_toàn,A,O
443,5,M,O
443,sao,N,O
443,do,E,O
443,ASEAN,Ny,O
443,NCAP,Ny,O
443,cấp,V,O
443,Tuy_nhiên,C,O
443,",",F,O
443,chiếc,Nc,B-SUB
443,xe,N,I-SUB
443,do,E,I-SUB
443,Thaco,Np,I-SUB
443,lắp_ráp,V,O
443,có,V,O
443,khá,R,O
443,ít,A,O
443,công_nghệ,N,O
443,an_toàn,A,O
443,so,V,O
443,với,E,O
443,đối_thủ,N,B-OBJ
443,trực_tiếp,A,O
443,là,V,O
443,một,M,O
443,nhược_điểm,N,O
443,lớn,A,O
443,của,E,O
443,xe,N,O
534,Trước_đây,N,O
534,",",F,O
534,Ford,Np,B-SUB
534,Everest,Np,I-SUB
534,luôn,R,O
534,dẫn_đầu,V,O
534,phân,N,B-OBJ
534,khúc,N,I-OBJ
534,nhờ,V,O
534,sở_hữu,V,O
534,hàng_loạt,N,O
534,công_nghệ,N,O
534,an_toàn,A,O
534,cao_cấp,A,O
522,Hyundai,Np,B-SUB
522,có,V,O
522,cảm_biến,N,O
522,góc,N,O
522,đầu,N,O
522,xe,N,O
522,",",F,O
522,trang_bị,V,O
522,hơn,A,O
522,hẳn,R,O
522,đối_thủ,N,B-OBJ
522,Corolla_Altis,Np,I-OBJ
494,Mitsubishi,Np,B-SUB
494,Xpander,Np,I-SUB
494,Cross,Np,I-SUB
494,2020,M,I-SUB
494,sẽ,R,O
494,tương_tự,A,O
494,như,C,O
494,Xpander,Np,B-OBJ
494,đang,R,I-OBJ
494,bán,V,I-OBJ
494,ở,E,I-OBJ
494,Việt_Nam,Np,I-OBJ
494,về,E,O
494,các,L,O
494,công_nghệ,N,O
494,an_toàn,A,O
484,Và,C,O
484,Mitsubishi,Np,B-SUB
484,Triton,Np,I-SUB
484,2020,M,I-SUB
484,và,C,I-SUB
484,Toyota_Hilux,Np,I-SUB
484,2020,M,I-SUB
484,sở_hữu,V,O
484,công_nghệ,N,O
484,an_toàn,A,O
484,hàng_đầu,N,O
484,phân,V,B-OBJ
484,khúc,N,I-OBJ
484,giúp,V,O
484,hỗ_trợ,V,O
484,người,N,O
484,lái,V,O
484,an_toàn,A,O
484,hơn,A,O
484,khi,N,O
484,di_chuyển,V,O
484,trên,E,O
484,đường,N,O
425,Trong,E,O
425,khi,N,O
425,đó,P,O
425,",",F,O
425,MG,Ny,B-SUB
425,ZS,Ny,I-SUB
425,2020,M,I-SUB
425,có,V,O
425,lợi_thế,N,O
425,với,E,O
425,nhiều,A,O
425,công_nghệ,N,O
425,an_toàn,A,O
425,hơn,R,O
425,",",F,O
425,đây,P,O
425,là,V,O
425,yếu_tố,N,O
425,thường,R,O
425,thấy,V,O
425,của,E,O
425,những,L,O
425,mẫu,N,O
425,xe,N,O
425,thuộc,V,O
425,sở_hữu,N,O
425,của,E,O
425,người,Nc,O
425,Trung_Quốc,Np,O
56,So,V,O
56,với,E,O
56,đối_thủ,N,B-OBJ
56,",",F,O
56,Tucson,Np,B-SUB
56,thiếu,V,O
56,camera,N,O
56,quan_sát,V,O
56,phía,N,O
56,trước,A,O
56,",",F,O
56,bởi,E,O
56,đơn_giản,A,O
56,chiếc,Nc,O
56,xe,N,O
56,này,P,O
56,không,R,O
56,có,V,O
56,gói,N,O
56,an_toàn,A,O
56,camera,N,O
56,360,M,O
56,độ,N,O
56,Không,R,O
56,có,V,O
56,quá,R,O
56,nhiều,A,O
56,công_nghệ,N,O
56,an_toàn,A,O
56,như,C,O
56,đối_thủ,N,B-OBJ
56,nên,C,O
56,tay_lái,N,O
56,của,E,O
56,Tucson,Np,B-SUB
56,chỉ,R,O
56,có,V,O
56,những,L,O
56,phím,N,O
56,chức_năng,N,O
56,cơ_bản,A,O
56,như,C,O
56,điều_chỉnh,V,O
56,âm_lượng,N,O
56,",",F,O
56,ra_lệnh,V,O
56,giọng,N,O
56,nói,V,O
56,",",F,O
56,chuyển,V,O
56,kênh,N,O
56,radio,N,O
56,.,F,O
56,.,F,O
437,Có_thể,R,O
437,nói,V,O
437,",",F,O
437,BMW,Ny,B-SUB
437,X7,Ny,I-SUB
437,2020,M,I-SUB
437,đang,R,O
437,là,V,O
437,chiếc,Nc,O
437,xe,N,O
437,dẫn_đầu,V,O
437,khi,N,O
437,được,V,O
437,trang,Nc,O
437,hàng_loạt,N,O
437,công_nghệ,N,O
437,an_toàn,A,O
437,cao_cấp,A,O
495,Đến,E,O
495,nay,P,O
495,",",F,O
495,Toyota_Rush,Np,B-SUB
495,2020,M,I-SUB
495,vẫn,R,O
495,là,V,O
495,mẫu,N,O
495,xe,N,O
495,an_toàn,A,O
495,nhất,R,O
495,phân,V,B-OBJ
495,khúc,N,I-OBJ
495,MPV,Ny,I-OBJ
495,tại,E,I-OBJ
495,Việt_Nam,Np,I-OBJ
495,khi,N,O
495,đạt,V,O
495,tiêu_chuẩn,N,O
495,an_toàn,A,O
495,5,M,O
495,sao,N,O
495,của,E,O
495,ASEAN,Ny,O
495,NCAP,Ny,O
495,nhờ,V,O
495,hàng_loạt,N,O
495,tính_năng,N,O
495,an_toàn,A,O
358,Toyota_Fortuner,N,B-SUB
358,2020,M,I-SUB
358,là,V,O
358,mẫu,N,O
358,xe,N,O
358,hiện,N,O
358,được,R,O
358,cung_cấp,V,O
358,ít,A,O
358,công_nghệ,N,O
358,an_toàn,A,O
358,nhất,R,O
358,phân,V,O
358,khúc,N,O
358,SUV,Ny,O
358,7,M,O
358,chỗ,N,O
358,tại,E,O
358,Việt_Nam,Np,O
358,Nhắc,V,O
358,đến,E,O
358,công_nghệ,N,O
358,an_toàn,A,O
358,",",F,O
358,Ford,Np,B-SUB
358,Everest,Np,I-SUB
358,2020,M,I-SUB
358,có_thể,R,O
358,"""",F,O
358,vỗ_ngực,V,O
358,"""",F,O
358,tuyên_bố,V,O
358,mình,P,O
358,sở_hữu,V,O
358,nhiều,A,O
358,trang_bị,N,O
358,nhất,A,O
358,phân,N,B-OBJ
358,khúc,N,I-OBJ
440,Theo,V,O
440,công_bố,N,O
440,",",F,O
440,MG,Ny,B-SUB
440,HS,Ny,I-SUB
440,2020,M,I-SUB
440,là,V,O
440,một,M,O
440,trong,E,O
440,những,L,O
440,chiếc,Nc,O
440,xe,N,O
440,an_toàn,A,O
440,nhất,R,O
440,phân,V,B-OBJ
440,khúc,N,I-OBJ
440,nhờ,V,O
440,sở_hữu,V,O
440,nhiều,A,O
440,công_nghệ,N,O
440,tiên_tiến,A,O
506,Trong,E,B-OBJ
506,phân,N,I-OBJ
506,khúc,N,I-OBJ
506,CUV,Ny,I-OBJ
506,tại,E,I-OBJ
506,Việt_Nam,Np,I-OBJ
506,",",F,O
506,Subaru,Np,B-SUB
506,Forester,Np,I-SUB
506,GT,Ny,I-SUB
506,Edition,Np,I-SUB
506,2020,M,O
506,sở_hữu,N,O
506,nhiều,A,O
506,trang_bị,N,O
506,an_toàn,A,O
506,nhất,A,O
514,Toyota_Rush,N,B-SUB
514,2020,M,I-SUB
514,chính,T,O
514,là,V,O
514,chiếc,Nc,O
514,xe,N,O
514,an_toàn,A,O
514,nhất,R,O
514,phân,V,B-OBJ
514,khúc,N,I-OBJ
514,MPV,Ny,O
514,tại,E,O
514,Việt_Nam,Np,O
453,Mazda,N,B-SUB
453,3,M,I-SUB
453,2020,M,I-SUB
453,đang,R,O
453,là,V,O
453,chiếc,Nc,O
453,xe,N,O
453,nhiều,A,O
453,công_nghệ,N,O
453,an_toàn,A,O
453,nhất,R,O
453,phân,V,B-OBJ
453,khúc,N,I-OBJ
453,xe,N,I-OBJ
453,hạng,N,I-OBJ
453,C,Np,I-OBJ
453,tại,E,I-OBJ
453,Việt_Nam,Np,I-OBJ
545,Toyota_Vios,N,B-SUB
545,2020,M,I-SUB
545,có,V,O
545,nhiều,A,O
545,trang_bị,N,O
545,an_toàn,A,O
545,hơn,A,O
545,hẳn,R,O
545,đối_thủ,N,B-OBJ
524,Mazda,N,B-SUB
524,3,M,I-SUB
524,2020,M,I-SUB
524,đang,R,O
524,là,V,O
524,mẫu,N,O
524,xe,N,O
524,sở_hữu,V,O
524,nhiều,A,O
524,công_nghệ,N,O
524,an_toàn,A,O
524,nhất,R,O
524,phân,V,B-OBJ
524,khúc,N,I-OBJ
524,sedan,N,I-OBJ
524,hạng,N,I-OBJ
524,C,Np,I-OBJ
524,tại,E,I-OBJ
524,Việt_Nam,Np,I-OBJ
475,BMW,Ny,B-SUB
475,X3,Ny,I-SUB
475,2020,M,I-SUB
475,được,V,O
475,trang_bị,V,O
475,ít,A,O
475,công_nghệ,N,O
475,an_toàn,A,O
475,hơn,R,O
475,đối_thủ,N,B-OBJ
16,Theo,E,O
16,đó,P,O
16,",",F,O
16,Subaru,Np,B-SUB
16,Forester,Np,I-SUB
16,thế_hệ,N,O
16,thứ,N,O
16,5,M,O
16,là,V,O
16,mẫu,N,O
16,xe,N,O
16,an_toàn,A,O
16,nhất,R,O
16,phân,V,B-OBJ
16,khúc,N,I-OBJ
16,CUV,Ny,I-OBJ
16,với,E,O
16,hàng_loạt,N,O
16,tính_năng,N,O
16,hỗ_trợ,V,O
16,lái_xe,N,O
16,an_toàn,A,O
16,tiên_tiến,A,O
16,nhất,A,O
16,thế_giới,N,O
16,hiện_nay,N,O
478,Thứ_ba,N,O
478,",",F,O
478,thời_điểm,N,O
478,hiện_tại,N,O
478,",",F,O
478,Mitsubishi,Np,B-SUB
478,Outlander,Np,I-SUB
478,mới,R,O
478,đang,R,O
478,tỏ,V,O
478,ra,V,O
478,là,V,O
478,mình,P,O
478,có,V,O
478,nhiều,A,O
478,công_nghệ,N,O
478,an_toàn,A,O
478,hơn,R,O
478,",",F,O
478,đặc_biệt,A,O
478,khi,N,O
478,mua,V,O
478,xe,N,O
478,bản,N,O
478,cao_cấp,A,O
478,còn,R,O
478,được,V,O
478,tặng,V,O
478,camera,N,O
478,360,M,O
478,độ,N,O
77,So,V,O
77,với,E,O
77,Hyundai_Accent,Np,B-OBJ
77,2019,M,I-OBJ
77,",",F,O
77,Toyota_Vios,Np,B-SUB
77,2019,M,I-SUB
77,sở_hữu,N,O
77,ít,A,O
77,tính_năng,N,O
77,an_toàn,A,O
77,hơn,A,O
468,Các,L,O
468,tính_năng,N,O
468,an_toàn,A,O
468,trên,E,O
468,Mazda,Np,B-SUB
468,CX,Np,I-SUB
468,-,F,I-SUB
468,8,M,I-SUB
468,được,V,O
468,đánh_giá,V,O
468,là,V,O
468,đầy_đủ,A,O
468,nhất,A,O
468,phân,N,B-OBJ
468,khúc,N,I-OBJ
468,tại,E,I-OBJ
468,Việt_Nam,Np,I-OBJ
395,Các,L,O
395,trang_bị,N,O
395,an_toàn,A,O
395,của,E,O
395,Suzuki_Ciaz,Np,B-SUB
395,2019,M,I-SUB
395,nghèo_nàn,A,O
395,hơn,R,O
395,so,V,O
395,với,E,O
395,đối_thủ,N,B-OBJ
395,khi,N,O
395,chỉ,R,O
395,có,V,O
395,2,M,O
395,túi,N,O
395,khí,N,O
395,",",F,O
395,hệ_thống,N,O
395,phân_phối,V,O
395,lực,N,O
395,phanh,N,O
395,điện_tử,N,O
395,EBD,Ny,O
395,",",F,O
395,hệ_thống,N,O
395,chống,V,O
395,bó,Nc,O
395,cứng,N,O
395,phanh,N,O
395,ABS,Ny,O
395,",",F,O
395,hệ_thống,N,O
395,hỗ_trợ_lực,V,O
395,phanh,N,O
395,khẩn_cấp,A,O
395,EBA,Ny,O
395,",",F,O
395,hệ_thống,N,O
395,chống,V,O
395,trộm,N,O
395,và,C,O
395,camera,N,O
395,lùi,V,O
395,phía,N,O
395,sau,E,O
395,góc,N,O
395,rộng,A,O
466,Tổng_kết,V,O
466,lại,R,O
466,",",F,O
466,Mazda,Np,B-SUB
466,CX,Np,I-SUB
466,-,F,I-SUB
466,8,M,I-SUB
466,2019,M,I-SUB
466,đang,R,O
466,có,V,O
466,phần,N,O
466,lợi_thế,A,O
466,hơn,A,O
466,nếu,C,O
466,xét,V,O
466,về,E,O
466,ngoại_hình,N,O
466,và,C,O
466,công_nghệ,N,O
466,an_toàn,A,O
466,",",F,O
466,tiện_nghi,N,O
466,so,V,O
466,với,E,O
466,đối_thủ,N,B-OBJ
466,Ford_Everest,Np,O
430,Xét,V,O
430,về,E,O
430,những,L,O
430,trang_bị,N,O
430,an_toàn,A,O
430,thì,C,O
430,Honda,Np,B-SUB
430,City,Np,I-SUB
430,2019,M,I-SUB
430,vượt_trội,N,O
430,so,V,O
430,với,E,O
430,đối_thủ,N,B-OBJ
430,Người,N,O
430,dùng,V,O
430,Honda,Np,B-SUB
430,City,Np,I-SUB
430,sẽ,R,O
430,phải,V,O
430,chi,V,O
430,ra,V,O
430,khoản,N,O
430,tiền,N,O
430,lớn,A,O
430,nhất,R,O
430,phân,N,B-OBJ
430,khúc,N,I-OBJ
430,",",F,O
430,cùng,C,O
430,với,E,O
430,đó,P,O
430,xe,N,O
430,cũng,R,O
430,sở_hữu,V,O
430,nhiều,A,O
430,công_nghệ,N,O
430,an_toàn,A,O
430,vượt_trội,R,O
430,hoàn_toàn,A,O
430,so,V,O
430,với,E,O
430,Kia_Soluto,Np,O
430,2019,M,O
463,Ở,E,O
463,phiên_bản,N,O
463,vừa,R,O
463,nâng_cấp,V,O
463,với,E,O
463,gói,Nc,O
463,công_nghệ,N,O
463,i,M,O
463,-,F,O
463,Activsense,Np,O
463,",",F,O
463,Mazda,Np,B-SUB
463,CX,Ny,I-SUB
463,-,F,I-SUB
463,5,M,I-SUB
463,trở_thành,V,O
463,mẫu,N,O
463,xe,N,O
463,sở_hữu,V,O
463,nhiều,A,O
463,công_nghệ,N,O
463,an_toàn,A,O
463,nhất,R,O
463,phân,V,B-OBJ
463,khúc,N,I-OBJ
465,Ở,E,O
465,phiên_bản,N,O
465,vừa,R,O
465,nâng_cấp,V,O
465,với,E,O
465,gói,Nc,O
465,công_nghệ,N,O
465,i,M,O
465,-,F,O
465,Activsense,Np,O
465,",",F,O
465,Mazda,Np,B-SUB
465,CX,Ny,I-SUB
465,-,F,I-SUB
465,5,M,I-SUB
465,trở_thành,V,O
465,mẫu,N,O
465,xe,N,O
465,sở_hữu,V,O
465,nhiều,A,O
465,công_nghệ,N,O
465,an_toàn,A,O
465,nhất,R,O
465,phân,V,B-OBJ
465,khúc,N,I-OBJ
465,Nhìn_chung,N,O
465,",",F,O
465,xét,V,O
465,nhiều,A,O
465,khía_cạnh,N,O
465,thì,C,O
465,Mazda,Np,B-SUB
465,CX,Ny,I-SUB
465,-,F,I-SUB
465,5,M,I-SUB
465,thế_hệ,N,O
465,6.5,M,O
465,đang,R,O
465,tỏ,V,O
465,ra,V,O
465,vượt_trội,V,O
465,hơn,R,O
465,Hyundai_Tucson,Np,B-OBJ
465,2019,M,I-OBJ
465,về,E,O
465,mặt,N,O
465,trang_bị,V,O
465,an_toàn,A,O
465,",",F,O
465,khả_năng,N,O
465,vận_hành,V,O
412,Xét,V,O
412,một_cách,N,O
412,tổng_thể,N,O
412,",",F,O
412,Nissan,Np,B-SUB
412,X,Np,I-SUB
412,-,F,I-SUB
412,Trail,Np,I-SUB
412,V,Np,I-SUB
412,-,F,I-SUB
412,Series,Np,I-SUB
412,2019,M,I-SUB
412,chỉ,R,O
412,hơn,A,O
412,Hyundai,Np,B-OBJ
412,Tucson,Np,I-OBJ
412,ở,E,O
412,một_số,L,O
412,công_nghệ,N,O
412,an_toàn,A,O
412,và,C,O
412,hàng,N,O
412,ghế,N,O
412,thứ,N,O
412,3,M,O
412,",",F,O
412,còn,C,O
412,hầu_hết,R,O
412,thiết_kế,V,O
412,nội,N,O
412,/,F,O
412,ngoại_thất,N,O
412,đều,R,O
412,kém,A,O
412,xa,A,O
412,đối_thủ,N,O
412,đến,V,O
412,từ,E,O
412,Hàn_Quốc,Np,O
471,Về,E,O
471,trang_bị,V,O
471,an_toàn,A,O
471,",",F,O
471,V,Np,B-SUB
471,-,F,I-SUB
471,Class,Np,I-SUB
471,có,V,O
471,chút,L,O
471,nhỉnh,A,O
471,hơn,R,O
471,với,E,O
471,10,M,O
471,túi,N,O
471,khí,N,O
471,bởi,E,O
471,lẽ,N,O
471,Traveller,Np,B-OBJ
471,chỉ,R,O
471,có,V,O
471,6,M,O
471,túi,N,O
471,khí,N,O
422,Tuy_nhiên,C,O
422,",",F,O
422,xét,V,O
422,về,E,O
422,tổng_thể,N,O
422,thì,C,O
422,Peugeot,Np,B-SUB
422,Traveller,Np,I-SUB
422,vượt_trội,V,O
422,hơn,A,O
422,đối_thủ,N,B-OBJ
422,khá,R,O
422,nhiều,A,O
422,",",F,O
422,cả,P,O
422,về,V,O
422,trang_bị,V,O
422,",",F,O
422,không_gian,N,O
422,cho,V,O
422,tới,E,O
422,an_toàn,A,O
537,Tuy_nhiên,C,O
537,",",F,O
537,Toyota_Hilux,Np,B-SUB
537,vẫn,R,O
537,tốt,A,O
537,hơn,R,O
537,một_chút,L,O
537,vì,E,O
537,có,V,O
537,tới,E,O
537,6,M,O
537,túi,N,O
537,khí,N,O
537,an_toàn,A,O
537,",",F,O
537,gấp,V,O
537,3,M,O
537,lần,N,O
537,so,V,O
537,với,E,O
537,Colorado,Np,B-OBJ
537,chỉ,R,O
537,có,V,O
537,2,M,O
537,túi,N,O
537,khí,N,O
537,cơ_bản,A,O
577,Tuy_nhiên,C,O
577,",",F,O
577,Mazda,Np,B-SUB
577,6,M,I-SUB
577,nhỉnh,N,O
577,hơn,A,O
577,về,E,O
577,trang_bị,N,O
577,an_toàn,A,O
208,Tương_tự,A,O
208,như,C,O
208,Everest,Np,B-OBJ
208,thì,C,O
208,Pajero_Sport,Np,B-SUB
208,2019,M,I-SUB
208,cũng,R,O
208,được,V,O
208,trang_bị,V,O
208,7,M,O
208,túi,N,O
208,khí,N,O
208,an_toàn,A,O
141,Mẫu,N,B-SUB
141,SUV,Ny,I-SUB
141,Nhật_Bản,Np,I-SUB
141,có,V,O
141,phần,N,O
141,nhỉnh,A,O
141,hơn,A,O
141,về,E,O
141,trang_bị,N,O
141,an_toàn,A,O
141,khi,N,O
141,được,V,O
141,bố_trí,V,O
141,lên,V,O
141,tới,E,O
141,7,M,O
141,túi,N,O
141,khí,N,O
141,",",F,O
141,bổ_sung,V,O
141,hệ_thống,N,O
141,kiểm_soát,V,O
141,lực,N,O
141,kéo,V,O
141,hoạt_động,N,O
141,cùng,A,O
141,với,E,O
141,hệ_thống,N,O
141,cân_bằng,N,O
141,điện_tử,N,O
22,Ford,Np,B-SUB
22,Everest_Titanium,Np,I-SUB
22,2019,M,I-SUB
22,tiếp_tục,V,O
22,nhỉnh,V,O
22,hơn,A,O
22,đối_thủ,N,B-OBJ
22,về,E,O
22,trang_bị,N,O
22,an_toàn,A,O
22,khi,N,O
22,sở_hữu,V,O
22,hàng_loạt,N,O
22,tính_năng,N,O
22,cao_cấp,A,O
22,Tương_tự,A,O
22,như,C,O
22,Everest,Np,B-OBJ
22,thì,C,O
22,Pajero_Sport,Np,B-SUB
22,2019,M,I-SUB
22,cũng,R,O
22,được,V,O
22,trang_bị,V,O
22,7,M,O
22,túi,N,O
22,khí,N,O
22,an_toàn,A,O
10,Ở,E,O
10,trang_bị,N,O
10,an_toàn,A,O
10,",",F,O
10,Kia_Cerato,Np,B-SUB
10,2019,M,I-SUB
10,2,M,I-SUB
10,AT,Ny,I-SUB
10,cũng,R,O
10,cao_cấp,A,O
10,và,C,O
10,được,V,O
10,chú_trọng,V,O
10,hơn,R,O
10,so,V,O
10,với,E,O
10,bản,N,B-OBJ
10,1.6,M,I-OBJ
10,AT,Np,I-OBJ
8,Về,E,O
8,trang_bị,V,O
8,an_toàn,A,O
8,",",F,O
8,Vinfast_Fadil,Np,B-SUB
8,đã,R,O
8,vượt,V,O
8,xa,A,O
8,Spark,Np,O
8,và,C,O
8,có_thể,R,O
8,được,V,O
8,coi,V,O
8,là,C,O
8,mẫu,N,O
8,xe,N,O
8,an_toàn,A,O
8,nhất,R,O
8,phân,V,B-OBJ
8,khúc,N,I-OBJ
8,khi,N,O
8,sở_hữu,V,O
8,những,L,O
8,công_nghệ,N,O
8,đắt,A,O
8,tiền,N,O
125,Tuy_nhiên,C,O
125,",",F,O
125,về,E,O
125,mặt,N,O
125,trang_bị,V,O
125,an_toàn,A,O
125,dường_như,R,O
125,Fadil,Np,B-SUB
125,đang,R,O
125,lấn_át,V,O
125,khá,R,O
125,nhiều,A,O
125,đối_thủ,N,B-OBJ
125,",",F,O
125,kể_cả,N,O
125,Brio,Np,O
174,Ở,E,O
174,khía_cạnh,N,O
174,an_toàn,A,O
174,",",F,O
174,Camry,Np,B-SUB
174,dường_như,R,O
174,nhỉnh,A,O
174,hơn,A,O
174,đối_thủ,N,B-OBJ
174,một_chút,L,O
174,khi,N,O
174,có,V,O
174,thêm,V,O
174,hẳn,R,O
174,loạt,N,O
174,tính_năng,A,O
42,Nhìn_chung,N,O
42,",",F,O
42,VinFast,N,B-SUB
42,Fadil,Np,I-SUB
42,2019,M,I-SUB
42,được,V,O
42,trang_bị,V,O
42,nhiều,A,O
42,tiện_nghi,N,O
42,hiện_đại,A,O
42,và,C,O
42,ứng_dụng,V,O
42,nhiều,A,O
42,công_nghệ,N,O
42,nâng,V,O
42,cao,A,O
42,tính_năng,N,O
42,an_toàn,A,O
42,so,V,O
42,với,E,O
42,Toyota_Wigo,Np,B-OBJ
42,2019,M,I-OBJ
201,Mẫu,N,B-SUB
201,Hatchback,Np,I-SUB
201,của,E,I-SUB
201,Honda,Np,I-SUB
201,có,V,O
201,phần,N,O
201,vượt_trội,V,O
201,hơn,A,O
201,về,E,O
201,trang_bị,N,O
201,an_toàn,A,O
92,Nissan,Np,B-SUB
92,Sunny,Np,I-SUB
92,XV,Ny,I-SUB
92,tiếp_tục,V,O
