word_idx,word,IBO_tag
358,cung_cấp,0
358,ít,0
358,công_nghệ,0
358,an_toàn,0
358,nhất,0
358,phân,0
358,khúc,0
358,SUV,0
358,7,0
358,chỗ,0
358,tại,0
358,Việt_Nam,0
358,Nhắc,0
358,đến,0
358,công_nghệ,0
358,an_toàn,0
358,",",0
358,Ford,1
358,Everest,2
358,2020,2
358,có_thể,0
358,"""",0
358,vỗ_ngực,0
358,"""",0
358,tuyên_bố,0
358,mình,0
358,sở_hữu,0
358,nhiều,0
358,trang_bị,0
358,nhất,0
358,phân,3
358,khúc,4
440,Theo,0
440,công_bố,0
440,",",0
440,MG,1
440,HS,2
440,2020,2
440,là,0
440,một,0
440,trong,0
440,những,0
440,chiếc,0
440,xe,0
440,an_toàn,0
440,nhất,0
440,phân,3
440,khúc,4
440,nhờ,0
440,sở_hữu,0
440,nhiều,0
440,công_nghệ,0
440,tiên_tiến,0
506,Trong,3
506,phân,4
506,khúc,4
506,CUV,4
506,tại,4
506,Việt_Nam,4
506,",",0
506,Subaru,1
506,Forester,2
506,GT,2
506,Edition,2
506,2020,0
506,sở_hữu,0
506,nhiều,0
506,trang_bị,0
506,an_toàn,0
506,nhất,0
514,Toyota_Rush,1
514,2020,2
514,chính,0
514,là,0
514,chiếc,0
514,xe,0
514,an_toàn,0
514,nhất,0
514,phân,3
514,khúc,4
514,MPV,0
514,tại,0
514,Việt_Nam,0
453,Mazda,1
453,3,2
453,2020,2
453,đang,0
453,là,0
453,chiếc,0
453,xe,0
453,nhiều,0
453,công_nghệ,0
453,an_toàn,0
453,nhất,0
453,phân,3
453,khúc,4
453,xe,4
453,hạng,4
453,C,4
453,tại,4
453,Việt_Nam,4
545,Toyota_Vios,1
545,2020,2
545,có,0
545,nhiều,0
545,trang_bị,0
545,an_toàn,0
545,hơn,0
545,hẳn,0
545,đối_thủ,3
524,Mazda,1
524,3,2
524,2020,2
524,đang,0
524,là,0
524,mẫu,0
524,xe,0
524,sở_hữu,0
524,nhiều,0
524,công_nghệ,0
524,an_toàn,0
524,nhất,0
524,phân,3
524,khúc,4
524,sedan,4
524,hạng,4
524,C,4
524,tại,4
524,Việt_Nam,4
475,BMW,1
475,X3,2
475,2020,2
475,được,0
475,trang_bị,0
475,ít,0
475,công_nghệ,0
475,an_toàn,0
475,hơn,0
475,đối_thủ,3
16,Theo,0
16,đó,0
16,",",0
16,Subaru,1
16,Forester,2
16,thế_hệ,0
16,thứ,0
16,5,0
16,là,0
16,mẫu,0
16,xe,0
16,an_toàn,0
16,nhất,0
16,phân,3
16,khúc,4
16,CUV,4
16,với,0
16,hàng_loạt,0
16,tính_năng,0
16,hỗ_trợ,0
16,lái_xe,0
16,an_toàn,0
16,tiên_tiến,0
16,nhất,0
16,thế_giới,0
16,hiện_nay,0
478,Thứ_ba,0
478,",",0
478,thời_điểm,0
478,hiện_tại,0
478,",",0
478,Mitsubishi,1
478,Outlander,2
478,mới,0
478,đang,0
478,tỏ,0
478,ra,0
478,là,0
478,mình,0
478,có,0
478,nhiều,0
478,công_nghệ,0
478,an_toàn,0
478,hơn,0
478,",",0
478,đặc_biệt,0
478,khi,0
478,mua,0
478,xe,0
478,bản,0
478,cao_cấp,0
478,còn,0
478,được,0
478,tặng,0
478,camera,0
478,360,0
478,độ,0
77,So,0
77,với,0
77,Hyundai_Accent,3
77,2019,4
77,",",0
77,Toyota_Vios,1
77,2019,2
77,sở_hữu,0
77,ít,0
77,tính_năng,0
77,an_toàn,0
77,hơn,0
468,Các,0
468,tính_năng,0
468,an_toàn,0
468,trên,0
468,Mazda,1
468,CX,2
468,-,2
468,8,2
468,được,0
468,đánh_giá,0
468,là,0
468,đầy_đủ,0
468,nhất,0
468,phân,3
468,khúc,4
468,tại,4
468,Việt_Nam,4
395,Các,0
395,trang_bị,0
395,an_toàn,0
395,của,0
395,Suzuki_Ciaz,1
395,2019,2
395,nghèo_nàn,0
395,hơn,0
395,so,0
395,với,0
395,đối_thủ,3
395,khi,0
395,chỉ,0
395,có,0
395,2,0
395,túi,0
395,khí,0
395,",",0
395,hệ_thống,0
395,phân_phối,0
395,lực,0
395,phanh,0
395,điện_tử,0
395,EBD,0
395,",",0
395,hệ_thống,0
395,chống,0
395,bó,0
395,cứng,0
395,phanh,0
395,ABS,0
395,",",0
395,hệ_thống,0
395,hỗ_trợ_lực,0
395,phanh,0
395,khẩn_cấp,0
395,EBA,0
395,",",0
395,hệ_thống,0
395,chống,0
395,trộm,0
395,và,0
395,camera,0
395,lùi,0
395,phía,0
395,sau,0
395,góc,0
395,rộng,0
466,Tổng_kết,0
466,lại,0
466,",",0
466,Mazda,1
466,CX,2
466,-,2
466,8,2
466,2019,2
466,đang,0
466,có,0
466,phần,0
466,lợi_thế,0
466,hơn,0
466,nếu,0
466,xét,0
466,về,0
466,ngoại_hình,0
466,và,0
466,công_nghệ,0
466,an_toàn,0
466,",",0
466,tiện_nghi,0
466,so,0
466,với,0
466,đối_thủ,3
466,Ford_Everest,0
430,Xét,0
430,về,0
430,những,0
430,trang_bị,0
430,an_toàn,0
430,thì,0
430,Honda,1
430,City,2
430,2019,2
430,vượt_trội,0
430,so,0
430,với,0
430,đối_thủ,3
430,Người,0
430,dùng,0
430,Honda,1
430,City,2
430,sẽ,0
430,phải,0
430,chi,0
430,ra,0
430,khoản,0
430,tiền,0
430,lớn,0
430,nhất,0
430,phân,3
430,khúc,4
430,",",0
430,cùng,0
430,với,0
430,đó,0
430,xe,0
430,cũng,0
430,sở_hữu,0
430,nhiều,0
430,công_nghệ,0
430,an_toàn,0
430,vượt_trội,0
430,hoàn_toàn,0
430,so,0
430,với,0
430,Kia_Soluto,0
430,2019,0
463,Ở,0
463,phiên_bản,0
463,vừa,0
463,nâng_cấp,0
463,với,0
463,gói,0
463,công_nghệ,0
463,i,0
463,-,0
463,Activsense,0
463,",",0
463,Mazda,1
463,CX,2
463,-,2
463,5,2
463,trở_thành,0
463,mẫu,0
463,xe,0
463,sở_hữu,0
463,nhiều,0
463,công_nghệ,0
463,an_toàn,0
463,nhất,0
463,phân,3
463,khúc,4
465,Ở,0
465,phiên_bản,0
465,vừa,0
465,nâng_cấp,0
465,với,0
465,gói,0
465,công_nghệ,0
465,i,0
465,-,0
465,Activsense,0
465,",",0
465,Mazda,1
465,CX,2
465,-,2
465,5,2
465,trở_thành,0
465,mẫu,0
465,xe,0
465,sở_hữu,0
465,nhiều,0
465,công_nghệ,0
465,an_toàn,0
465,nhất,0
465,phân,3
465,khúc,4
465,Nhìn_chung,0
465,",",0
465,xét,0
465,nhiều,0
465,khía_cạnh,0
465,thì,0
465,Mazda,1
465,CX,2
465,-,2
465,5,2
465,thế_hệ,0
465,6.5,0
465,đang,0
465,tỏ,0
465,ra,0
465,vượt_trội,0
465,hơn,0
465,Hyundai_Tucson,3
465,2019,4
465,về,0
465,mặt,0
465,trang_bị,0
465,an_toàn,0
465,",",0
465,khả_năng,0
465,vận_hành,0
412,Xét,0
412,một_cách,0
412,tổng_thể,0
412,",",0
412,Nissan,1
412,X,2
412,-,2
412,Trail,2
412,V,2
412,-,2
412,Series,2
412,2019,2
412,chỉ,0
412,hơn,0
412,Hyundai,3
412,Tucson,4
412,ở,0
412,một_số,0
412,công_nghệ,0
412,an_toàn,0
412,và,0
412,hàng,0
412,ghế,0
412,thứ,0
412,3,0
412,",",0
412,còn,0
412,hầu_hết,0
412,thiết_kế,0
412,nội,0
412,/,0
412,ngoại_thất,0
412,đều,0
412,kém,0
412,xa,0
412,đối_thủ,0
412,đến,0
412,từ,0
412,Hàn_Quốc,0
471,Về,0
471,trang_bị,0
471,an_toàn,0
471,",",0
471,V,1
471,-,2
471,Class,2
471,có,0
471,chút,0
471,nhỉnh,0
471,hơn,0
471,với,0
471,10,0
471,túi,0
471,khí,0
471,bởi,0
471,lẽ,0
471,Traveller,3
471,chỉ,0
471,có,0
471,6,0
471,túi,0
471,khí,0
422,Tuy_nhiên,0
422,",",0
422,xét,0
422,về,0
422,tổng_thể,0
422,thì,0
422,Peugeot,1
422,Traveller,2
422,vượt_trội,0
422,hơn,0
422,đối_thủ,3
422,khá,0
422,nhiều,0
422,",",0
422,cả,0
422,về,0
422,trang_bị,0
422,",",0
422,không_gian,0
422,cho,0
422,tới,0
422,an_toàn,0
537,Tuy_nhiên,0
537,",",0
537,Toyota_Hilux,1
537,vẫn,0
537,tốt,0
537,hơn,0
537,một_chút,0
537,vì,0
537,có,0
537,tới,0
537,6,0
537,túi,0
537,khí,0
537,an_toàn,0
537,",",0
537,gấp,0
537,3,0
537,lần,0
537,so,0
537,với,0
537,Colorado,3
537,chỉ,0
537,có,0
537,2,0
537,túi,0
537,khí,0
537,cơ_bản,0
577,Tuy_nhiên,0
577,",",0
577,Mazda,1
577,6,2
577,nhỉnh,0
577,hơn,0
577,về,0
577,trang_bị,0
577,an_toàn,0
208,Tương_tự,0
208,như,0
208,Everest,3
208,thì,0
208,Pajero_Sport,1
208,2019,2
208,cũng,0
208,được,0
208,trang_bị,0
208,7,0
208,túi,0
208,khí,0
208,an_toàn,0
141,Mẫu,1
141,SUV,2
141,Nhật_Bản,2
141,có,0
141,phần,0
141,nhỉnh,0
141,hơn,0
141,về,0
141,trang_bị,0
141,an_toàn,0
141,khi,0
141,được,0
141,bố_trí,0
141,lên,0
141,tới,0
141,7,0
141,túi,0
141,khí,0
141,",",0
141,bổ_sung,0
141,hệ_thống,0
141,kiểm_soát,0
141,lực,0
141,kéo,0
141,hoạt_động,0
141,cùng,0
141,với,0
141,hệ_thống,0
141,cân_bằng,0
141,điện_tử,0
22,Ford,1
22,Everest_Titanium,2
22,2019,2
22,tiếp_tục,0
22,nhỉnh,0
22,hơn,0
22,đối_thủ,3
22,về,0
22,trang_bị,0
22,an_toàn,0
22,khi,0
22,sở_hữu,0
22,hàng_loạt,0
22,tính_năng,0
22,cao_cấp,0
22,Tương_tự,0
22,như,0
22,Everest,3
22,thì,0
22,Pajero_Sport,1
22,2019,2
22,cũng,0
22,được,0
22,trang_bị,0
22,7,0
22,túi,0
22,khí,0
22,an_toàn,0
10,Ở,0
10,trang_bị,0
10,an_toàn,0
10,",",0
10,Kia_Cerato,1
10,2019,2
10,2.0,2
10,AT,2
10,cũng,0
10,cao_cấp,0
10,và,0
10,được,0
10,chú_trọng,0
10,hơn,0
10,so,0
10,với,0
10,bản,3
10,1.6,4
10,AT,4
8,Về,0
8,trang_bị,0
8,an_toàn,0
8,",",0
8,Vinfast_Fadil,1
8,đã,0
8,vượt,0
8,xa,0
8,Spark,0
8,và,0
8,có_thể,0
8,được,0
8,coi,0
8,là,0
8,mẫu,0
8,xe,0
8,an_toàn,0
8,nhất,0
8,phân,3
8,khúc,4
8,khi,0
8,sở_hữu,0
8,những,0
8,công_nghệ,0
8,đắt,0
8,tiền,0
125,Tuy_nhiên,0
125,",",0
125,về,0
125,mặt,0
125,trang_bị,0
125,an_toàn,0
125,dường_như,0
125,Fadil,1
125,đang,0
125,lấn_át,0
125,khá,0
125,nhiều,0
125,đối_thủ,3
125,",",0
125,kể_cả,0
125,Brio,0
174,Ở,0
174,khía_cạnh,0
174,an_toàn,0
174,",",0
174,Camry,1
174,dường_như,0
174,nhỉnh,0
174,hơn,0
174,đối_thủ,3
174,một_chút,0
174,khi,0
174,có,0
174,thêm,0
174,hẳn,0
174,loạt,0
174,tính_năng,0
42,Nhìn_chung,0
42,",",0
42,VinFast,1
42,Fadil,2
42,2019,2
42,được,0
42,trang_bị,0
42,nhiều,0
42,tiện_nghi,0
42,hiện_đại,0
42,và,0
42,ứng_dụng,0
42,nhiều,0
42,công_nghệ,0
42,nâng,0
42,cao,0
42,tính_năng,0
42,an_toàn,0
42,so,0
42,với,0
42,Toyota_Wigo,3
42,2019,4
201,Mẫu,1
201,Hatchback,2
201,của,2
201,Honda,2
201,có,0
201,phần,0
201,vượt_trội,0
201,hơn,0
201,về,0
201,trang_bị,0
201,an_toàn,0
92,Nissan,1
92,Sunny,2
92,XV,2
92,tiếp_tục,0
92,"""",0
92,yếu_thế,0
92,"""",0
92,hơn,0
92,Toyota_Vios,3
92,G,4
92,ở,0
92,các,0
92,trang_bị,0
92,an_toàn,0
100,Tuy_nhiên,0
100,",",0
100,nếu_như,0
100,bạn,0
100,muốn,0
100,chọn,0
100,một,0
100,chiếc,0
100,xe,0
100,an_toàn,0
100,thì,0
100,sự,0
100,đầm,0
100,chắc,0
100,của,0
100,Z8,1
100,sẽ,0
100,làm_bạn,0
100,hài_lòng,0
100,",",0
100,bởi,0
100,chiếc,0
100,xe,0
100,ổn_định,0
100,hơn,0
100,đối_thủ,3
100,CX,4
100,-,4
100,5,4
100,",",0
100,tình_trạng,0
100,trượt,0
100,hay,0
100,trôi,0
100,gần,0
100,như_không,0
100,xuất_hiện,0
578,Toyota_Wigo,1
578,cũng,0
578,được,0
578,trang_bị,0
578,những,0
578,hệ_thống,0
578,an_toàn,0
578,tương_tự,0
578,như,0
578,Morning,3
578,nhưng,0
578,thiếu,0
578,hệ_thống,0
578,phân_bổ,0
578,lực,0
578,phanh,0
578,điện_tử,0
578,EBD,0
402,Điểm,0
402,vớt_vát,0
402,duy_nhất,0
402,của,0
402,EcoSport,1
402,là,0
402,có,0
402,7,0
402,túi,0
402,khí,0
402,",",0
402,nhiều,0
402,hơn,0
402,1,0
402,túi,0
402,khí,0
402,đầu_gối,0
402,so,0
402,với,0
402,Kona,3
402,",",0
402,đi,0
402,kèm,0
402,dây,0
402,an_toàn,0
402,3,0
402,điểm,0
402,khá,0
402,quan_trọng,0
402,khi,0
402,xảy,0
402,ra,0
402,tai_nạn,0
402,thực_sự,0
561,Ngoài_ra,0
561,",",0
561,Toyota_Corolla,1
561,2019,2
561,với,0
561,hộp_số,0
561,CVT,0
561,có,0
561,danh_sách,0
561,toàn_diện,0
561,hơn,0
561,về,0
561,công_nghệ,0
561,an_toàn,0
561,so,0
561,với,0
561,bản,3
561,sử_dụng,4
561,hộp_số,4
561,MT,4
11,Solati,1
11,dù,0
11,không,0
11,có,0
11,nhiều,0
11,tính_năng,0
11,an_toàn,0
11,hấp_dẫn,0
11,như,0
11,đối_thủ,3
11,nhưng,0
11,bù,0
11,lại,0
11,có,0
11,thêm,0
11,2,0
11,túi,0
11,khí,0
68,Về,0
68,hệ_thống,0
68,an_toàn,0
68,",",0
68,Chevrolet,1
68,Trailblazer,2
68,tiếp_tục,0
68,thể_hiện,0
68,sự,0
68,yếu_kém,0
68,trước,0
68,đối_thủ,3
68,Nhật_Bản,0
574,Chưa,0
574,kể,0
574,",",0
574,Accent,1
574,cũng,0
574,sử_dụng,0
574,thân,0
574,xe,0
574,chế_tạo,0
574,với,0
574,tỷ_lệ,0
574,"54,5",0
574,%,0
574,thép,0
574,cường_lực,0
574,",",0
574,chống,0
574,vặn,0
574,xoắn,0
574,32,0
574,%,0
574,nên,0
574,sẽ,0
574,an_toàn,0
574,hơn,0
574,đối_thủ,3
89,Tuy_nhiên,0
89,",",0
89,Mirage,1
89,vẫn,0
89,có_thể,0
89,ngẩng,0
89,cao,0
89,đầu,0
89,hơn,0
89,trước,0
89,đối_thủ,3
89,bởi,0
89,chiếc,0
89,xe,0
89,này,0
89,có,0
89,thêm,0
89,cột,0
89,lái,0
89,tự_động,0
89,và,0
89,đạp,0
89,phanh,0
89,tự,0
89,đổ,0
89,",",0
89,giúp,0
89,xe,0
89,dễ_dàng,0
89,đạt,0
89,được,0
89,5,0
89,sao,0
89,an_toàn,0
89,trong,0
89,thử_nghiệm,0
89,va_chạm,0
89,của,0
89,A,0
89,-,0
89,NCAP,0
53,Dù_vậy,0
53,",",0
53,SantaFe,1
53,lại,0
53,cung_cấp,0
53,nhiều,0
53,túi,0
53,khí,0
53,hơn,0
53,hẳn,0
53,khi,0
53,ở,0
53,các,0
53,phiên_bản,0
53,cao_cấp,0
53,hơn,0
53,",",0
53,ngoài_ra,0
53,là,0
53,thêm,0
53,cả,0
53,phanh,0
53,tay,0
53,điện_tử,0
53,để,0
53,giúp,0
53,quá_trình,0
53,đỗ,0
53,xe,0
53,an_toàn,0
53,hơn,0
95,Về,0
95,trang_bị,0
95,an_toàn,0
95,cả,0
95,Altis,1
95,và,0
95,Vios,3
95,phiên_bản,0
95,2017,0
95,đều,0
95,nhận,0
95,5,0
95,sao,0
95,điểm,0
95,an_toàn,0
95,của,0
95,ASEAN,0
95,NCAP,0
95,",",0
95,và,0
95,thậm_chí,0
95,Toyota_Corolla,0
95,Altis,1
95,còn,0
95,làm,0
95,tốt,0
95,hơn,0
95,với,0
95,chứng_nhận,0
95,5,0
95,sao,0
95,của,0
95,Cục,0
95,QL,0
95,đường_cao_tốc,0
95,và,0
95,an_toàn,0
95,giao_thông,0
95,quốc_gia,0
95,Mỹ,0
95,(,0
95,NHTSA,0
95,),0
95,",",0
95,giành,0
95,được,0
95,giải,0
95,Top,0
95,Safety,0
95,Pick,0
95,+,0
95,của,0
95,Viện,0
95,Bảo_hiểm,0
95,An_toàn,0
95,xa_lộ,0
95,Mỹ,0
95,(,0
95,IIHS,0
95,),0
411,Về,0
411,tính_năng,0
411,an_toàn,0
411,",",0
411,Hyundai,1
411,Tucson,2
411,CKD,2
411,2017,2
411,có,0
411,vẻ,0
411,nhỉnh,0
411,hơn,0
411,hẳn,0
411,đối_thủ,3
411,khi,0
411,lắp_đặt,0
411,chế_độ,0
411,Drive,0
411,Mode,0
411,3,0
411,chế_độ,0
411,",",0
411,6,0
411,túi,0
411,khí,0
411,",",0
411,ABS,0
411,",",0
411,BA,0
411,",",0
411,EBD,0
411,",",0
411,TCS,0
411,",",0
411,VSM,0
411,",",0
411,ESC,0
411,",",0
411,HAC,0
411,",",0
411,DBC,0
411,",",0
411,hỗ_trợ,0
411,đỗ,0
411,xe,0
411,PAS,0
411,",",0
411,chống,0
411,trộm,0
411,Immobilizer,0
411,.,0
411,.,0
351,Tương_tự,0
351,như,0
351,hệ_thống,0
351,giải_trí,0
351,",",0
351,Kia,1
351,Cerato,2
351,2017,2
351,cũng,0
351,hoàn_toàn,0
351,trội,0
351,hơn,0
351,ở,0
351,loạt,0
351,trang_bị,0
351,an_toàn,0
6,Tuy_nhiên,0
6,",",0
6,XC60,1
6,2018,2
6,có,0
6,nhiều,0
6,trang_bị,0
6,an_toàn,0
6,tiêu_chuẩn,0
6,cũng,0
6,như,0
6,tùy,0
6,chọn,0
6,hơn,0
6,",",0
6,gồm,0
6,tính_năng,0
6,bảo_vệ,0
6,và,0
6,giảm_thiểu,0
6,va_chạm,0
6,trên,0
6,đường,0
352,Về,0
352,trang_bị,0
352,an_toàn,0
352,",",0
352,mẫu,1
352,xe,2
352,Hàn_Quốc_thể_hiện,0
352,sự,0
352,vượt_trội,0
352,so,0
352,với,0
352,đối_thủ,3
352,khi,0
352,có,0
352,tới,0
352,6,0
352,túi,0
352,khí,0
352,(,0
352,Cruze,0
352,chỉ,0
352,có,0
352,4,0
352,túi,0
352,khí,0
352,),0
339,Về,0
339,khía_cạnh,0
339,này,0
339,",",0
339,các,0
339,chuyên_gia,0
339,đánh_giá,0
339,Mercedes,1
339,-,2
339,Benz,2
339,CLA,2
339,-,2
339,Class,2
339,2017,2
339,nổi_bật,0
339,hơn,0
339,khi,0
339,bao_gồm,0
339,nhiều,0
339,tính_năng,0
339,an_toàn,0
339,tiêu_chuẩn,0
339,hơn,0
499,Về,0
499,tính_năng,0
499,an_toàn,0
499,",",0
499,X,1
499,-,2
499,Trail,2
499,tỏ,0
499,rõ,0
499,vị_trí,0
499,bề_trên,0
499,so,0
499,với,0
